BiGG,BiGG_target
M_h2o_p,M_anhgm_p
M_o2_c,M_h2o_c
M_o2_c,M_ppp9_c
M_pppg9_c,M_h2o_c
M_pppg9_c,M_ppp9_c
M_hom__L_e,M_hom__L_p
M_so2_e,M_so2_p
M_so2_p,M_so2_c
M_lac__D_c,M_pyr_c
M_lac__D_c,M_q8h2_c
M_q8_c,M_pyr_c
M_q8_c,M_q8h2_c
M_fe2_c,M_h_c
M_fe2_c,M_sheme_c
M_scl_c,M_h_c
M_scl_c,M_sheme_c
M_atp_c,M_adp_c
M_atp_c,M_pi_c
M_atp_c,M_succoa_c
M_coa_c,M_adp_c
M_coa_c,M_pi_c
M_coa_c,M_succoa_c
M_succ_c,M_adp_c
M_succ_c,M_pi_c
M_succ_c,M_succoa_c
M_atp_c,M_amp_c
M_atp_c,M_ppi_c
M_atp_c,M_sbzcoa_c
M_coa_c,M_amp_c
M_coa_c,M_ppi_c
M_coa_c,M_sbzcoa_c
M_sucbz_c,M_amp_c
M_sucbz_c,M_ppi_c
M_sucbz_c,M_sbzcoa_c
M_cys__D_c,M_h2s_c
M_cys__D_c,M_nh4_c
M_cys__D_c,M_pyr_c
M_h2o_c,M_h2s_c
M_h2o_c,M_nh4_c
M_h2o_c,M_pyr_c
M_cys__L_c,M_cys__L_p
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_damp_e,M_damp_p
M_dcmp_e,M_dcmp_p
M_dgmp_e,M_dgmp_p
M_dtmp_e,M_dtmp_p
M_acser_c,M_acser_p
M_acser_e,M_acser_p
M_h_c,M_lald__L_c
M_h_c,M_nadp_c
M_mthgxl_c,M_lald__L_c
M_mthgxl_c,M_nadp_c
M_nadph_c,M_lald__L_c
M_nadph_c,M_nadp_c
M_h2o_c,M_h_c
M_h2o_c,M_idp_c
M_h2o_c,M_pi_c
M_itp_c,M_h_c
M_itp_c,M_idp_c
M_itp_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_air_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_fpram_c,M_adp_c
M_fpram_c,M_air_c
M_fpram_c,M_h_c
M_fpram_c,M_pi_c
M_gdpddman_c,M_gdpofuc_c
M_g3pg_c,M_glyc3p_c
M_g3pg_c,M_glyc_c
M_g3pg_c,M_h_c
M_h2o_c,M_glyc3p_c
M_h2o_c,M_glyc_c
M_h2o_c,M_h_c
M_2agpg120_c,M_apg120_c
M_2agpg120_c,M_g3pg_c
M_pg120_c,M_apg120_c
M_pg120_c,M_g3pg_c
M_h2o_p,M_2agpe140_p
M_h2o_p,M_h_p
M_h2o_p,M_ttdca_p
M_pe140_p,M_2agpe140_p
M_pe140_p,M_h_p
M_pe140_p,M_ttdca_p
M_2agpe140_c,M_g3pe_c
M_2agpe140_c,M_h_c
M_2agpe140_c,M_ttdca_c
M_h2o_c,M_g3pe_c
M_h2o_c,M_h_c
M_h2o_c,M_ttdca_c
M_h2o_p,M_2agpe160_p
M_h2o_p,M_h_p
M_h2o_p,M_hdca_p
M_pe160_p,M_2agpe160_p
M_pe160_p,M_h_p
M_pe160_p,M_hdca_p
M_atp_c,M_adp_c
M_atp_c,M_gal1p_c
M_atp_c,M_h_c
M_gal_c,M_adp_c
M_gal_c,M_gal1p_c
M_gal_c,M_h_c
M_h2o_p,M_2agpe161_p
M_h2o_p,M_h_p
M_h2o_p,M_hdcea_p
M_pe161_p,M_2agpe161_p
M_pe161_p,M_h_p
M_pe161_p,M_hdcea_p
M_ACP_c,M_amp_c
M_ACP_c,M_dcaACP_c
M_ACP_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_dcaACP_c
M_atp_c,M_ppi_c
M_dca_c,M_amp_c
M_dca_c,M_dcaACP_c
M_dca_c,M_ppi_c
M_ACP_c,M_amp_c
M_ACP_c,M_ocACP_c
M_ACP_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_ocACP_c
M_atp_c,M_ppi_c
M_octa_c,M_amp_c
M_octa_c,M_ocACP_c
M_octa_c,M_ppi_c
M_2agpe180_c,M_g3pe_c
M_2agpe180_c,M_h_c
M_2agpe180_c,M_ocdca_c
M_h2o_c,M_g3pe_c
M_h2o_c,M_h_c
M_h2o_c,M_ocdca_c
M_2agpg161_c,M_g3pg_c
M_2agpg161_c,M_h_c
M_2agpg161_c,M_hdcea_c
M_h2o_c,M_g3pg_c
M_h2o_c,M_h_c
M_h2o_c,M_hdcea_c
M_2agpg181_c,M_g3pg_c
M_2agpg181_c,M_h_c
M_2agpg181_c,M_ocdcea_c
M_h2o_c,M_g3pg_c
M_h2o_c,M_h_c
M_h2o_c,M_ocdcea_c
M_2agpe120_p,M_2agpe120_c
M_accoa_c,M_ac_c
M_accoa_c,M_hxcoa_c
M_hxa_c,M_ac_c
M_hxa_c,M_hxcoa_c
M_ACP_c,M_amp_c
M_ACP_c,M_ocdcaACP_c
M_ACP_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_ocdcaACP_c
M_atp_c,M_ppi_c
M_ocdca_c,M_amp_c
M_ocdca_c,M_ocdcaACP_c
M_ocdca_c,M_ppi_c
M_2agpe160_c,M_amp_c
M_2agpe160_c,M_pe160_c
M_2agpe160_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pe160_c
M_atp_c,M_ppi_c
M_hdca_c,M_amp_c
M_hdca_c,M_pe160_c
M_hdca_c,M_ppi_c
M_ACP_c,M_amp_c
M_ACP_c,M_ddcaACP_c
M_ACP_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_ddcaACP_c
M_atp_c,M_ppi_c
M_ddca_c,M_amp_c
M_ddca_c,M_ddcaACP_c
M_ddca_c,M_ppi_c
M_ala_B_c,M_amp_c
M_ala_B_c,M_h_c
M_ala_B_c,M_pnto__R_c
M_ala_B_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_h_c
M_atp_c,M_pnto__R_c
M_atp_c,M_ppi_c
M_pant__R_c,M_amp_c
M_pant__R_c,M_h_c
M_pant__R_c,M_pnto__R_c
M_pant__R_c,M_ppi_c
M_atp_c,M_adp_c
M_atp_c,M_g3pg_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_g3pg_p,M_adp_c
M_g3pg_p,M_g3pg_c
M_g3pg_p,M_h_c
M_g3pg_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_g3pg_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_g3pi_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_g3pi_p,M_adp_c
M_g3pi_p,M_g3pi_c
M_g3pi_p,M_h_c
M_g3pi_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_g3pi_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_56dura_c,M_h_c
M_56dura_c,M_nadh_c
M_56dura_c,M_ura_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_nad_c,M_ura_c
M_3hhdcoa_c,M_h2o_c
M_3hhdcoa_c,M_hdd2coa_c
M_g1p_p,M_glc__D_p
M_g1p_p,M_pi_p
M_h2o_p,M_glc__D_p
M_h2o_p,M_pi_p
M_galctn__D_c,M_2dh3dgal_c
M_galctn__D_c,M_h2o_c
M_gcald_c,M_glyclt_c
M_gcald_c,M_h_c
M_gcald_c,M_nadh_c
M_h2o_c,M_glyclt_c
M_h2o_c,M_h_c
M_h2o_c,M_nadh_c
M_nad_c,M_glyclt_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_h2o_c,M_histd_c
M_h2o_c,M_pi_c
M_hisp_c,M_histd_c
M_hisp_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_g3ps_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_g3ps_p,M_adp_c
M_g3ps_p,M_g3ps_c
M_g3ps_p,M_h_c
M_g3ps_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_g3ps_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_o2_c,M_h_c
M_o2_c,M_o2s_c
M_o2_c,M_q8_c
M_q8h2_c,M_h_c
M_q8h2_c,M_o2s_c
M_q8h2_c,M_q8_c
M_mql8_c,M_h_c
M_mql8_c,M_mqn8_c
M_mql8_c,M_o2s_c
M_o2_c,M_h_c
M_o2_c,M_mqn8_c
M_o2_c,M_o2s_c
M_2agpe141_c,M_g3pe_c
M_2agpe141_c,M_h_c
M_2agpe141_c,M_ttdcea_c
M_h2o_c,M_g3pe_c
M_h2o_c,M_h_c
M_h2o_c,M_ttdcea_c
M_2agpe161_c,M_g3pe_c
M_2agpe161_c,M_h_c
M_2agpe161_c,M_hdcea_c
M_h2o_c,M_g3pe_c
M_h2o_c,M_h_c
M_h2o_c,M_hdcea_c
M_lac__D_c,M_h_c
M_lac__D_c,M_nadh_c
M_lac__D_c,M_pyr_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_nad_c,M_pyr_c
M_malt_c,M_glc__D_c
M_malt_c,M_malthp_c
M_malthx_c,M_glc__D_c
M_malthx_c,M_malthp_c
M_h2o_c,M_ins_c
M_h2o_c,M_pi_c
M_imp_c,M_ins_c
M_imp_c,M_pi_c
M_2agpe181_c,M_g3pe_c
M_2agpe181_c,M_h_c
M_2agpe181_c,M_ocdcea_c
M_h2o_c,M_g3pe_c
M_h2o_c,M_h_c
M_h2o_c,M_ocdcea_c
M_r5p_c,M_h2o_c
M_r5p_c,M_psd5p_c
M_ura_c,M_h2o_c
M_ura_c,M_psd5p_c
M_2agpg180_c,M_g3pg_c
M_2agpg180_c,M_h_c
M_2agpg180_c,M_ocdca_c
M_h2o_c,M_g3pg_c
M_h2o_c,M_h_c
M_h2o_c,M_ocdca_c
M_2agpg141_c,M_g3pg_c
M_2agpg141_c,M_h_c
M_2agpg141_c,M_ttdcea_c
M_h2o_c,M_g3pg_c
M_h2o_c,M_h_c
M_h2o_c,M_ttdcea_c
M_2ddecg3p_p,M_2ddecg3p_c
M_2agpg180_p,M_2agpg180_c
M_ipdp_c,M_dmpp_c
M_h_c,M_co2_c
M_h_c,M_ptrc_c
M_orn_c,M_co2_c
M_orn_c,M_ptrc_c
M_amet_c,M_ahcys_c
M_amet_c,M_dscl_c
M_amet_c,M_h_c
M_uppg3_c,M_ahcys_c
M_uppg3_c,M_dscl_c
M_uppg3_c,M_h_c
M_accoa_c,M_actACP_c
M_accoa_c,M_co2_c
M_accoa_c,M_coa_c
M_h_c,M_actACP_c
M_h_c,M_co2_c
M_h_c,M_coa_c
M_malACP_c,M_actACP_c
M_malACP_c,M_co2_c
M_malACP_c,M_coa_c
M_alaala_e,M_alaala_p
M_atp_c,M_amp_c
M_atp_c,M_h_c
M_atp_c,M_odecoa_c
M_atp_c,M_ppi_c
M_coa_c,M_amp_c
M_coa_c,M_h_c
M_coa_c,M_odecoa_c
M_coa_c,M_ppi_c
M_h_p,M_amp_c
M_h_p,M_h_c
M_h_p,M_odecoa_c
M_h_p,M_ppi_c
M_ocdcea_p,M_amp_c
M_ocdcea_p,M_h_c
M_ocdcea_p,M_odecoa_c
M_ocdcea_p,M_ppi_c
M_tdec2eACP_c,M_cdec3eACP_c
M_2agpg180_c,M_amp_c
M_2agpg180_c,M_pg180_c
M_2agpg180_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pg180_c
M_atp_c,M_ppi_c
M_ocdca_c,M_amp_c
M_ocdca_c,M_pg180_c
M_ocdca_c,M_ppi_c
M_2agpg181_c,M_amp_c
M_2agpg181_c,M_pg181_c
M_2agpg181_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pg181_c
M_atp_c,M_ppi_c
M_ocdcea_c,M_amp_c
M_ocdcea_c,M_pg181_c
M_ocdcea_c,M_ppi_c
M_h_c,M_3ocpalm9eACP_c
M_h_c,M_ACP_c
M_h_c,M_co2_c
M_malACP_c,M_3ocpalm9eACP_c
M_malACP_c,M_ACP_c
M_malACP_c,M_co2_c
M_tdeACP_c,M_3ocpalm9eACP_c
M_tdeACP_c,M_ACP_c
M_tdeACP_c,M_co2_c
M_2dda7p_c,M_3dhq_c
M_2dda7p_c,M_pi_c
M_h_c,M_nadp_c
M_h_c,M_tdeACP_c
M_nadph_c,M_nadp_c
M_nadph_c,M_tdeACP_c
M_t3c7mrseACP_c,M_nadp_c
M_t3c7mrseACP_c,M_tdeACP_c
M_h_c,M_hdeACP_c
M_h_c,M_nad_c
M_nadh_c,M_hdeACP_c
M_nadh_c,M_nad_c
M_t3c9palmeACP_c,M_hdeACP_c
M_t3c9palmeACP_c,M_nad_c
M_2agpg141_p,M_2agpg141_c
M_2agpg161_p,M_2agpg161_c
M_2agpg181_p,M_2agpg181_c
M_2agpe140_c,M_amp_c
M_2agpe140_c,M_pe140_c
M_2agpe140_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pe140_c
M_atp_c,M_ppi_c
M_ttdca_c,M_amp_c
M_ttdca_c,M_pe140_c
M_ttdca_c,M_ppi_c
M_2agpe120_c,M_amp_c
M_2agpe120_c,M_pe120_c
M_2agpe120_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pe120_c
M_atp_c,M_ppi_c
M_ddca_c,M_amp_c
M_ddca_c,M_pe120_c
M_ddca_c,M_ppi_c
M_ctp_c,M_cdpdhdecg_c
M_ctp_c,M_ppi_c
M_h_c,M_cdpdhdecg_c
M_h_c,M_ppi_c
M_pa160_c,M_cdpdhdecg_c
M_pa160_c,M_ppi_c
M_ctp_c,M_cdpdhdec9eg_c
M_ctp_c,M_ppi_c
M_h_c,M_cdpdhdec9eg_c
M_h_c,M_ppi_c
M_pa161_c,M_cdpdhdec9eg_c
M_pa161_c,M_ppi_c
M_ctp_c,M_cdpdodec11eg_c
M_ctp_c,M_ppi_c
M_h_c,M_cdpdodec11eg_c
M_h_c,M_ppi_c
M_pa181_c,M_cdpdodec11eg_c
M_pa181_c,M_ppi_c
M_cdpdhdec9eg_c,M_cmp_c
M_cdpdhdec9eg_c,M_h_c
M_cdpdhdec9eg_c,M_pa161_c
M_h2o_c,M_cmp_c
M_h2o_c,M_h_c
M_h2o_c,M_pa161_c
M_2agpe161_c,M_amp_c
M_2agpe161_c,M_pe161_c
M_2agpe161_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pe161_c
M_atp_c,M_ppi_c
M_hdcea_c,M_amp_c
M_hdcea_c,M_pe161_c
M_hdcea_c,M_ppi_c
M_2agpe141_c,M_amp_c
M_2agpe141_c,M_pe141_c
M_2agpe141_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pe141_c
M_atp_c,M_ppi_c
M_ttdcea_c,M_amp_c
M_ttdcea_c,M_pe141_c
M_ttdcea_c,M_ppi_c
M_2agpg160_c,M_amp_c
M_2agpg160_c,M_pg160_c
M_2agpg160_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pg160_c
M_atp_c,M_ppi_c
M_hdca_c,M_amp_c
M_hdca_c,M_pg160_c
M_hdca_c,M_ppi_c
M_cdpdodecg_c,M_cmp_c
M_cdpdodecg_c,M_h_c
M_cdpdodecg_c,M_pgp180_c
M_glyc3p_c,M_cmp_c
M_glyc3p_c,M_h_c
M_glyc3p_c,M_pgp180_c
M_3pg_c,M_3php_c
M_3pg_c,M_h_c
M_3pg_c,M_nadh_c
M_nad_c,M_3php_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_cdpdtdecg_c,M_cmp_c
M_cdpdtdecg_c,M_h_c
M_cdpdtdecg_c,M_ps140_c
M_ser__L_c,M_cmp_c
M_ser__L_c,M_h_c
M_ser__L_c,M_ps140_c
M_2agpg141_c,M_amp_c
M_2agpg141_c,M_pg141_c
M_2agpg141_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pg141_c
M_atp_c,M_ppi_c
M_ttdcea_c,M_amp_c
M_ttdcea_c,M_pg141_c
M_ttdcea_c,M_ppi_c
M_h2o_c,M_coa_c
M_h2o_c,M_h_c
M_h2o_c,M_ocdca_c
M_stcoa_c,M_coa_c
M_stcoa_c,M_h_c
M_stcoa_c,M_ocdca_c
M_2agpg140_c,M_apg140_c
M_2agpg140_c,M_g3pg_c
M_pg140_c,M_apg140_c
M_pg140_c,M_g3pg_c
M_2agpg141_c,M_apg141_c
M_2agpg141_c,M_g3pg_c
M_pg141_c,M_apg141_c
M_pg141_c,M_g3pg_c
M_2agpg160_c,M_apg160_c
M_2agpg160_c,M_g3pg_c
M_pg160_c,M_apg160_c
M_pg160_c,M_g3pg_c
M_2agpg180_c,M_apg180_c
M_2agpg180_c,M_g3pg_c
M_pg180_c,M_apg180_c
M_pg180_c,M_g3pg_c
M_2agpg161_c,M_apg161_c
M_2agpg161_c,M_g3pg_c
M_pg161_c,M_apg161_c
M_pg161_c,M_g3pg_c
M_2agpg181_c,M_apg181_c
M_2agpg181_c,M_g3pg_c
M_pg181_c,M_apg181_c
M_pg181_c,M_g3pg_c
M_dcacoa_c,M_coa_c
M_dcacoa_c,M_dca_c
M_dcacoa_c,M_h_c
M_h2o_c,M_coa_c
M_h2o_c,M_dca_c
M_h2o_c,M_h_c
M_h2o_c,M_coa_c
M_h2o_c,M_h_c
M_h2o_c,M_octa_c
M_occoa_c,M_coa_c
M_occoa_c,M_h_c
M_occoa_c,M_octa_c
M_h2o_c,M_coa_c
M_h2o_c,M_h_c
M_h2o_c,M_hxa_c
M_hxcoa_c,M_coa_c
M_hxcoa_c,M_h_c
M_hxcoa_c,M_hxa_c
M_pg180_p,M_clpn180_p
M_pg180_p,M_glyc_p
M_h2o_p,M_2agpe120_p
M_h2o_p,M_ddca_p
M_h2o_p,M_h_p
M_pe120_p,M_2agpe120_p
M_pe120_p,M_ddca_p
M_pe120_p,M_h_p
M_pg181_p,M_clpn181_p
M_pg181_p,M_glyc_p
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pg161_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pg161_p
M_h2o_c,M_pi_c
M_pg161_c,M_adp_c
M_pg161_c,M_h_c
M_pg161_c,M_pg161_p
M_pg161_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pgp120_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pgp120_p
M_h2o_c,M_pi_c
M_pgp120_c,M_adp_c
M_pgp120_c,M_h_c
M_pgp120_c,M_pgp120_p
M_pgp120_c,M_pi_c
M_mal__L_e,M_mal__L_p
M_no3_e,M_no3_p
M_cddec5eACP_c,M_3ocmrs7eACP_c
M_cddec5eACP_c,M_ACP_c
M_cddec5eACP_c,M_co2_c
M_h_c,M_3ocmrs7eACP_c
M_h_c,M_ACP_c
M_h_c,M_co2_c
M_malACP_c,M_3ocmrs7eACP_c
M_malACP_c,M_ACP_c
M_malACP_c,M_co2_c
M_3ocddec5eACP_c,M_3hcddec5eACP_c
M_3ocddec5eACP_c,M_nadp_c
M_h_c,M_3hcddec5eACP_c
M_h_c,M_nadp_c
M_nadph_c,M_3hcddec5eACP_c
M_nadph_c,M_nadp_c
M_amet_c,M_ahcys_c
M_amet_c,M_cpg160_c
M_amet_c,M_h_c
M_pg161_c,M_ahcys_c
M_pg161_c,M_cpg160_c
M_pg161_c,M_h_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pgp161_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pgp161_p
M_h2o_c,M_pi_c
M_pgp161_c,M_adp_c
M_pgp161_c,M_h_c
M_pgp161_c,M_pgp161_p
M_pgp161_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pgp181_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pgp181_p
M_h2o_c,M_pi_c
M_pgp181_c,M_adp_c
M_pgp181_c,M_h_c
M_pgp181_c,M_pgp181_p
M_pgp181_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pa120_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pa120_p
M_h2o_c,M_pi_c
M_pa120_c,M_adp_c
M_pa120_c,M_h_c
M_pa120_c,M_pa120_p
M_pa120_c,M_pi_c
M_h2o_p,M_2agpg120_p
M_h2o_p,M_ddca_p
M_h2o_p,M_h_p
M_pg120_p,M_2agpg120_p
M_pg120_p,M_ddca_p
M_pg120_p,M_h_p
M_h_p,M_h_c
M_h_p,M_ura_c
M_ura_p,M_h_c
M_ura_p,M_ura_c
M_h2o_c,M_coa_c
M_h2o_c,M_h_c
M_h2o_c,M_ttdcea_c
M_tdecoa_c,M_coa_c
M_tdecoa_c,M_h_c
M_tdecoa_c,M_ttdcea_c
M_pg120_p,M_clpn120_p
M_pg120_p,M_glyc_p
M_alpp_p,M_2agpe160_p
M_alpp_p,M_lpp_p
M_pe160_p,M_2agpe160_p
M_pe160_p,M_lpp_p
M_h2o_c,M_coa_c
M_h2o_c,M_h_c
M_h2o_c,M_hdcea_c
M_hdcoa_c,M_coa_c
M_hdcoa_c,M_h_c
M_hdcoa_c,M_hdcea_c
M_ttdcea_e,M_ttdcea_p
M_hdcea_e,M_hdcea_p
M_alpp_p,M_2agpg160_p
M_alpp_p,M_lpp_p
M_pg160_p,M_2agpg160_p
M_pg160_p,M_lpp_p
M_2agpg120_c,M_amp_c
M_2agpg120_c,M_pg120_c
M_2agpg120_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pg120_c
M_atp_c,M_ppi_c
M_ddca_c,M_amp_c
M_ddca_c,M_pg120_c
M_ddca_c,M_ppi_c
M_2agpe120_c,M_apg120_c
M_2agpe120_c,M_g3pe_c
M_pg120_c,M_apg120_c
M_pg120_c,M_g3pe_c
M_alaala_c,M_ala__D_c
M_h2o_c,M_ala__D_c
M_2agpe180_c,M_amp_c
M_2agpe180_c,M_pe180_c
M_2agpe180_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pe180_c
M_atp_c,M_ppi_c
M_ocdca_c,M_amp_c
M_ocdca_c,M_pe180_c
M_ocdca_c,M_ppi_c
M_2agpe140_c,M_apg140_c
M_2agpe140_c,M_g3pe_c
M_pg140_c,M_apg140_c
M_pg140_c,M_g3pe_c
M_2agpe160_c,M_apg160_c
M_2agpe160_c,M_g3pe_c
M_pg160_c,M_apg160_c
M_pg160_c,M_g3pe_c
M_2agpe180_c,M_apg180_c
M_2agpe180_c,M_g3pe_c
M_pg180_c,M_apg180_c
M_pg180_c,M_g3pe_c
M_2agpe141_c,M_apg141_c
M_2agpe141_c,M_g3pe_c
M_pg141_c,M_apg141_c
M_pg141_c,M_g3pe_c
M_2agpe181_c,M_amp_c
M_2agpe181_c,M_pe181_c
M_2agpe181_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pe181_c
M_atp_c,M_ppi_c
M_ocdcea_c,M_amp_c
M_ocdcea_c,M_pe181_c
M_ocdcea_c,M_ppi_c
M_2agpg140_c,M_amp_c
M_2agpg140_c,M_pg140_c
M_2agpg140_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pg140_c
M_atp_c,M_ppi_c
M_ttdca_c,M_amp_c
M_ttdca_c,M_pg140_c
M_ttdca_c,M_ppi_c
M_h2o_p,M_2agpe181_p
M_h2o_p,M_h_p
M_h2o_p,M_ocdcea_p
M_pe181_p,M_2agpe181_p
M_pe181_p,M_h_p
M_pe181_p,M_ocdcea_p
M_h2o_p,M_2agpg180_p
M_h2o_p,M_h_p
M_h2o_p,M_ocdca_p
M_pg180_p,M_2agpg180_p
M_pg180_p,M_h_p
M_pg180_p,M_ocdca_p
M_2agpe161_c,M_apg161_c
M_2agpe161_c,M_g3pe_c
M_pg161_c,M_apg161_c
M_pg161_c,M_g3pe_c
M_2agpe181_c,M_apg181_c
M_2agpe181_c,M_g3pe_c
M_pg181_c,M_apg181_c
M_pg181_c,M_g3pe_c
M_atp_c,M_amp_c
M_atp_c,M_h_c
M_atp_c,M_ppi_c
M_atp_c,M_tdecoa_c
M_coa_c,M_amp_c
M_coa_c,M_h_c
M_coa_c,M_ppi_c
M_coa_c,M_tdecoa_c
M_h_p,M_amp_c
M_h_p,M_h_c
M_h_p,M_ppi_c
M_h_p,M_tdecoa_c
M_ttdcea_p,M_amp_c
M_ttdcea_p,M_h_c
M_ttdcea_p,M_ppi_c
M_ttdcea_p,M_tdecoa_c
M_atp_c,M_amp_c
M_atp_c,M_h_c
M_atp_c,M_hdcoa_c
M_atp_c,M_ppi_c
M_coa_c,M_amp_c
M_coa_c,M_h_c
M_coa_c,M_hdcoa_c
M_coa_c,M_ppi_c
M_h_p,M_amp_c
M_h_p,M_h_c
M_h_p,M_hdcoa_c
M_h_p,M_ppi_c
M_hdcea_p,M_amp_c
M_hdcea_p,M_h_c
M_hdcea_p,M_hdcoa_c
M_hdcea_p,M_ppi_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pa160_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pa160_p
M_h2o_c,M_pi_c
M_pa160_c,M_adp_c
M_pa160_c,M_h_c
M_pa160_c,M_pa160_p
M_pa160_c,M_pi_c
M_h2o_p,M_2agpg181_p
M_h2o_p,M_h_p
M_h2o_p,M_ocdcea_p
M_pg181_p,M_2agpg181_p
M_pg181_p,M_h_p
M_pg181_p,M_ocdcea_p
M_alaala_p,M_adp_c
M_alaala_p,M_alaala_c
M_alaala_p,M_h_c
M_alaala_p,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_alaala_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_alaala_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h_p,M_h_c
M_h_p,M_hxa_c
M_hxa_p,M_h_c
M_hxa_p,M_hxa_c
M_atp_c,M_adp_c
M_atp_c,M_g3pe_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_g3pe_p,M_adp_c
M_g3pe_p,M_g3pe_c
M_g3pe_p,M_h_c
M_g3pe_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_g3pe_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_g3pc_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_g3pc_p,M_adp_c
M_g3pc_p,M_g3pc_c
M_g3pc_p,M_h_c
M_g3pc_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_g3pc_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_2agpg161_c,M_amp_c
M_2agpg161_c,M_pg161_c
M_2agpg161_c,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_pg161_c
M_atp_c,M_ppi_c
M_hdcea_c,M_amp_c
M_hdcea_c,M_pg161_c
M_hdcea_c,M_ppi_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pa181_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pa181_p
M_h2o_c,M_pi_c
M_pa181_c,M_adp_c
M_pa181_c,M_h_c
M_pa181_c,M_pa181_p
M_pa181_c,M_pi_c
M_12dgr141_p,M_12dgr141_c
M_h2o_c,M_gly_c
M_h2o_c,M_pro__L_c
M_progly_c,M_gly_c
M_progly_c,M_pro__L_c
