BiGG,BiGG_target
M_tre_p,M_glc__D_p
M_h_c,M_h2o_c
M_h_c,M_h_p
M_h_c,M_q8_c
M_o2_c,M_h2o_c
M_o2_c,M_h_p
M_o2_c,M_q8_c
M_q8h2_c,M_h2o_c
M_q8h2_c,M_h_p
M_q8h2_c,M_q8_c
M_cytd_p,M_cytd_c
M_cytd_p,M_h_c
M_h_p,M_cytd_c
M_h_p,M_h_c
M_cytd_p,M_cytd_c
M_cytd_p,M_h_c
M_h_p,M_cytd_c
M_h_p,M_h_c
M_dad_2_p,M_dad_2_c
M_dad_2_p,M_h_c
M_h_p,M_dad_2_c
M_h_p,M_h_c
M_dcyt_p,M_dcyt_c
M_dcyt_p,M_h_c
M_h_p,M_dcyt_c
M_h_p,M_h_c
M_h_c,M_h2o_c
M_h_c,M_h_p
M_h_c,M_mqn8_c
M_mql8_c,M_h2o_c
M_mql8_c,M_h_p
M_mql8_c,M_mqn8_c
M_o2_c,M_h2o_c
M_o2_c,M_h_p
M_o2_c,M_mqn8_c
M_acgam_c,M_acgam6p_c
M_acgam_c,M_adp_c
M_acgam_c,M_h_c
M_atp_c,M_acgam6p_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_acald_p,M_acald_c
M_ac_p,M_ac_c
M_ac_p,M_h_c
M_h_p,M_ac_c
M_h_p,M_h_c
M_2ddglcn_p,M_2ddglcn_c
M_2ddglcn_p,M_h_c
M_h_p,M_2ddglcn_c
M_h_p,M_h_c
M_rmn_e,M_rmn_p
M_malttr_e,M_malttr_p
M_maltttr_e,M_maltttr_p
M_maltpt_e,M_maltpt_p
M_5mthf_c,M_h_c
M_5mthf_c,M_met__L_c
M_5mthf_c,M_thf_c
M_hcys__L_c,M_h_c
M_hcys__L_c,M_met__L_c
M_hcys__L_c,M_thf_c
M_asp__L_c,M_h_c
M_asp__L_c,M_iasp_c
M_asp__L_c,M_q8h2_c
M_q8_c,M_h_c
M_q8_c,M_iasp_c
M_q8_c,M_q8h2_c
M_asp__L_c,M_h_c
M_asp__L_c,M_iasp_c
M_asp__L_c,M_succ_c
M_fum_c,M_h_c
M_fum_c,M_iasp_c
M_fum_c,M_succ_c
M_asp__L_c,M_h_c
M_asp__L_c,M_iasp_c
M_asp__L_c,M_mql8_c
M_mqn8_c,M_h_c
M_mqn8_c,M_iasp_c
M_mqn8_c,M_mql8_c
M_asp__L_c,M_h2o2_c
M_asp__L_c,M_h_c
M_asp__L_c,M_iasp_c
M_o2_c,M_h2o2_c
M_o2_c,M_h_c
M_o2_c,M_iasp_c
M_lcts_e,M_lcts_p
M_leu__L_e,M_leu__L_p
M_lys__L_e,M_lys__L_p
M_h2o_c,M_h_c
M_h2o_c,M_lac__D_c
M_mthgxl_c,M_h_c
M_mthgxl_c,M_lac__D_c
M_ethso3_c,M_acald_c
M_ethso3_c,M_fmn_c
M_ethso3_c,M_h2o_c
M_ethso3_c,M_h_c
M_ethso3_c,M_so3_c
M_fmnh2_c,M_acald_c
M_fmnh2_c,M_fmn_c
M_fmnh2_c,M_h2o_c
M_fmnh2_c,M_h_c
M_fmnh2_c,M_so3_c
M_o2_c,M_acald_c
M_o2_c,M_fmn_c
M_o2_c,M_h2o_c
M_o2_c,M_h_c
M_o2_c,M_so3_c
M_lyx__L_e,M_lyx__L_p
M_man_e,M_man_p
M_man6p_e,M_man6p_p
M_butso3_c,M_btal_c
M_butso3_c,M_fmn_c
M_butso3_c,M_h2o_c
M_butso3_c,M_h_c
M_butso3_c,M_so3_c
M_fmnh2_c,M_btal_c
M_fmnh2_c,M_fmn_c
M_fmnh2_c,M_h2o_c
M_fmnh2_c,M_h_c
M_fmnh2_c,M_so3_c
M_o2_c,M_btal_c
M_o2_c,M_fmn_c
M_o2_c,M_h2o_c
M_o2_c,M_h_c
M_o2_c,M_so3_c
M_atp_c,M_adp_c
M_atp_c,M_cys__L_p
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_cys__L_c,M_adp_c
M_cys__L_c,M_cys__L_p
M_cys__L_c,M_h_c
M_cys__L_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_cys__L_p
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_butso3_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_butso3_p,M_adp_c
M_butso3_p,M_butso3_c
M_butso3_p,M_h_c
M_butso3_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_butso3_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_ethso3_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_ethso3_p,M_adp_c
M_ethso3_p,M_ethso3_c
M_ethso3_p,M_h_c
M_ethso3_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_ethso3_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_melib_e,M_melib_p
M_dmso_e,M_dmso_p
M_duri_e,M_duri_p
M_fru_e,M_fru_p
M_fuc__L_e,M_fuc__L_p
M_aragund_c,M_garagund_c
M_aragund_c,M_h_c
M_aragund_c,M_udp_c
M_udpg_c,M_garagund_c
M_udpg_c,M_h_c
M_udpg_c,M_udp_c
M_o16a2und_p,M_h_p
M_o16a2und_p,M_o16a3und_p
M_o16a2und_p,M_udcpdp_p
M_o16aund_p,M_h_p
M_o16aund_p,M_o16a3und_p
M_o16aund_p,M_udcpdp_p
M_o16a3und_p,M_h_p
M_o16a3und_p,M_o16a4und_p
M_o16a3und_p,M_udcpdp_p
M_o16aund_p,M_h_p
M_o16aund_p,M_o16a4und_p
M_o16aund_p,M_udcpdp_p
M_fum_e,M_fum_p
M_accoa_c,M_3oddcoa_c
M_accoa_c,M_coa_c
M_dcacoa_c,M_3oddcoa_c
M_dcacoa_c,M_coa_c
M_colipa_p,M_h_p
M_colipa_p,M_o16a4colipa_p
M_colipa_p,M_udcpdp_p
M_o16a4und_p,M_h_p
M_o16a4und_p,M_o16a4colipa_p
M_o16a4und_p,M_udcpdp_p
M_5aizc_c,M_25aics_c
M_5aizc_c,M_adp_c
M_5aizc_c,M_h_c
M_5aizc_c,M_pi_c
M_asp__L_c,M_25aics_c
M_asp__L_c,M_adp_c
M_asp__L_c,M_h_c
M_asp__L_c,M_pi_c
M_atp_c,M_25aics_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_accoa_c,M_acmalt_c
M_accoa_c,M_coa_c
M_malt_c,M_acmalt_c
M_malt_c,M_coa_c
M_23dhbzs_c,M_23dhb_c
M_23dhbzs_c,M_ser__L_c
M_h2o_c,M_23dhb_c
M_h2o_c,M_ser__L_c
M_mal__D_c,M_co2_c
M_mal__D_c,M_nadh_c
M_mal__D_c,M_pyr_c
M_nad_c,M_co2_c
M_nad_c,M_nadh_c
M_nad_c,M_pyr_c
M_fe2_e,M_fe2_p
M_nmn_e,M_nmn_p
M_enter_c,M_23dhbzs_c
M_enter_c,M_h_c
M_h2o_c,M_23dhbzs_c
M_h2o_c,M_h_c
M_no2_e,M_no2_p
M_2h3oppan_c,M_glyc__R_c
M_2h3oppan_c,M_nad_c
M_h_c,M_glyc__R_c
M_h_c,M_nad_c
M_nadh_c,M_glyc__R_c
M_nadh_c,M_nad_c
M_4abz_c,M_dhpt_c
M_4abz_c,M_ppi_c
M_6hmhptpp_c,M_dhpt_c
M_6hmhptpp_c,M_ppi_c
M_feoxam_un_p,M_feoxam_un_e
M_feoxam_un_p,M_h_c
M_h_p,M_feoxam_un_e
M_h_p,M_h_c
M_arbtn_c,M_arbtn_p
M_arbtn_c,M_h_c
M_h_p,M_arbtn_p
M_h_p,M_h_c
M_h2o_c,M_10fthf_c
M_h2o_c,M_h_c
M_methf_c,M_10fthf_c
M_methf_c,M_h_c
M_arbtn_p,M_arbtn_e
M_arbtn_p,M_h_c
M_h_p,M_arbtn_e
M_h_p,M_h_c
M_mlthf_c,M_methf_c
M_mlthf_c,M_nadph_c
M_nadp_c,M_methf_c
M_nadp_c,M_nadph_c
M_lyx__L_c,M_xylu__L_c
M_but_p,M_but_c
M_but_p,M_h_c
M_h_p,M_but_c
M_h_p,M_h_c
M_15dap_c,M_15dap_p
M_15dap_c,M_h_c
M_15dap_c,M_lys__L_c
M_h_p,M_15dap_p
M_h_p,M_h_c
M_h_p,M_lys__L_c
M_lys__L_p,M_15dap_p
M_lys__L_p,M_h_c
M_lys__L_p,M_lys__L_c
M_dhap_c,M_h2o_c
M_dhap_c,M_pi_c
M_dhap_c,M_quln_c
M_iasp_c,M_h2o_c
M_iasp_c,M_pi_c
M_iasp_c,M_quln_c
M_23camp_e,M_23camp_p
M_23ccmp_e,M_23ccmp_p
M_23cump_e,M_23cump_p
M_23cgmp_e,M_23cgmp_p
M_3amp_e,M_3amp_p
M_3cmp_e,M_3cmp_p
M_LalaDgluMdap_c,M_26dap__M_c
M_LalaDgluMdap_c,M_LalaDglu_c
M_h2o_c,M_26dap__M_c
M_h2o_c,M_LalaDglu_c
M_dhap_c,M_dha_c
M_dhap_c,M_pi_c
M_h2o_c,M_dha_c
M_h2o_c,M_pi_c
M_gdp_e,M_gdp_p
M_LalaDglu_c,M_LalaLglu_c
M_enter_c,M_enter_p
M_enter_c,M_h_c
M_h_p,M_enter_p
M_h_p,M_h_c
M_tma_e,M_tma_p
M_tmao_e,M_tmao_p
M_tre_e,M_tre_p
M_lac__L_c,M_mql8_c
M_lac__L_c,M_pyr_c
M_mqn8_c,M_mql8_c
M_mqn8_c,M_pyr_c
M_enter_p,M_enter_e
M_enter_p,M_h_c
M_h_p,M_enter_e
M_h_p,M_h_c
M_fe3hox_un_p,M_fe3hox_un_e
M_fe3hox_un_p,M_h_c
M_h_p,M_fe3hox_un_e
M_h_p,M_h_c
M_feoxam_un_c,M_feoxam_un_p
M_feoxam_un_c,M_h_c
M_h_p,M_feoxam_un_p
M_h_p,M_h_c
M_fecrm_un_c,M_fecrm_un_p
M_fecrm_un_c,M_h_c
M_h_p,M_fecrm_un_p
M_h_p,M_h_c
M_fe3hox_c,M_fe2_c
M_fe3hox_c,M_fe3hox_un_c
M_fe3hox_c,M_fmn_c
M_fe3hox_c,M_h_c
M_fmnh2_c,M_fe2_c
M_fmnh2_c,M_fe3hox_un_c
M_fmnh2_c,M_fmn_c
M_fmnh2_c,M_h_c
M_lac__L_c,M_pyr_c
M_lac__L_c,M_q8h2_c
M_q8_c,M_pyr_c
M_q8_c,M_q8h2_c
M_accoa_c,M_3otdcoa_c
M_accoa_c,M_coa_c
M_ddcacoa_c,M_3otdcoa_c
M_ddcacoa_c,M_coa_c
M_trp__L_e,M_trp__L_p
M_h_p,M_h_c
M_h_p,M_ptrc_c
M_ptrc_p,M_h_c
M_ptrc_p,M_ptrc_c
M_gg4abut_c,M_4abut_c
M_gg4abut_c,M_glu__L_c
M_h2o_c,M_4abut_c
M_h2o_c,M_glu__L_c
M_pnto__R_e,M_pnto__R_p
M_atp_c,M_adp_c
M_atp_c,M_frulysp_c
M_atp_c,M_h_c
M_frulys_c,M_adp_c
M_frulys_c,M_frulysp_c
M_frulys_c,M_h_c
M_fmnh2_c,M_fmn_c
M_fmnh2_c,M_glx_c
M_fmnh2_c,M_h2o_c
M_fmnh2_c,M_h_c
M_fmnh2_c,M_so3_c
M_o2_c,M_fmn_c
M_o2_c,M_glx_c
M_o2_c,M_h2o_c
M_o2_c,M_h_c
M_o2_c,M_so3_c
M_sulfac_c,M_fmn_c
M_sulfac_c,M_glx_c
M_sulfac_c,M_h2o_c
M_sulfac_c,M_h_c
M_sulfac_c,M_so3_c
M_tsul_e,M_tsul_p
M_tyr__L_e,M_tyr__L_p
M_ura_e,M_ura_p
M_urea_e,M_urea_p
M_uri_e,M_uri_p
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_sulfac_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_sulfac_c
M_sulfac_p,M_adp_c
M_sulfac_p,M_h_c
M_sulfac_p,M_pi_c
M_sulfac_p,M_sulfac_c
M_ethso3_e,M_ethso3_p
M_butso3_e,M_butso3_p
M_lipoate_e,M_lipoate_p
M_cyan_p,M_h_p
M_cyan_p,M_so3_p
M_cyan_p,M_tcynt_p
M_tsul_p,M_h_p
M_tsul_p,M_so3_p
M_tsul_p,M_tcynt_p
M_val__L_e,M_val__L_p
M_xan_e,M_xan_p
M_cyan_c,M_h_c
M_cyan_c,M_pyr_c
M_cyan_c,M_tcynt_c
M_mercppyr_c,M_h_c
M_mercppyr_c,M_pyr_c
M_mercppyr_c,M_tcynt_c
M_xyl__D_e,M_xyl__D_p
M_pppn_e,M_pppn_p
M_4abut_e,M_4abut_p
M_for_c,M_for_p
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pheme_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pheme_p
M_h2o_c,M_pi_c
M_pheme_c,M_adp_c
M_pheme_c,M_h_c
M_pheme_c,M_pheme_p
M_pheme_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_metsox_S__L_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_metsox_S__L_c
M_h2o_c,M_pi_c
M_metsox_S__L_p,M_adp_c
M_metsox_S__L_p,M_h_c
M_metsox_S__L_p,M_metsox_S__L_c
M_metsox_S__L_p,M_pi_c
M_ppt_e,M_ppt_p
M_gal_bD_e,M_gal_bD_p
M_colipa_e,M_h2o_e
M_colipa_e,M_hacolipa_e
M_h_e,M_h2o_e
M_h_e,M_hacolipa_e
M_hdca_e,M_h2o_e
M_hdca_e,M_hacolipa_e
M_datp_c,M_ditp_c
M_datp_c,M_nh4_c
M_h2o_c,M_ditp_c
M_h2o_c,M_nh4_c
M_h_c,M_ditp_c
M_h_c,M_nh4_c
M_icolipa_c,M_gicolipa_c
M_icolipa_c,M_h_c
M_icolipa_c,M_udp_c
M_udpg_c,M_gicolipa_c
M_udpg_c,M_h_c
M_udpg_c,M_udp_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_lipa_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_lipa_p
M_h2o_c,M_pi_c
M_lipa_c,M_adp_c
M_lipa_c,M_h_c
M_lipa_c,M_lipa_p
M_lipa_c,M_pi_c
M_h_e,M_h2o_e
M_h_e,M_halipa_e
M_hdca_e,M_h2o_e
M_hdca_e,M_halipa_e
M_lipa_e,M_h2o_e
M_lipa_e,M_halipa_e
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_lipa_cold_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_lipa_cold_p
M_h2o_c,M_pi_c
M_lipa_cold_c,M_adp_c
M_lipa_cold_c,M_h_c
M_lipa_cold_c,M_lipa_cold_p
M_lipa_cold_c,M_pi_c
M_unagamuf_p,M_eca2und_p
M_unagamuf_p,M_h_p
M_unagamuf_p,M_udcpdp_p
M_ptrc_e,M_ptrc_p
M_h2o_p,M_h_p
M_h2o_p,M_pi_p
M_h2o_p,M_udcpp_p
M_udcpdp_p,M_h_p
M_udcpdp_p,M_pi_p
M_udcpdp_p,M_udcpp_p
M_ggbutal_c,M_gg4abut_c
M_ggbutal_c,M_h_c
M_ggbutal_c,M_nadph_c
M_h2o_c,M_gg4abut_c
M_h2o_c,M_h_c
M_h2o_c,M_nadph_c
M_nadp_c,M_gg4abut_c
M_nadp_c,M_h_c
M_nadp_c,M_nadph_c
M_eca2und_p,M_eca3und_p
M_eca2und_p,M_h_p
M_eca2und_p,M_udcpdp_p
M_unagamuf_p,M_eca3und_p
M_unagamuf_p,M_h_p
M_unagamuf_p,M_udcpdp_p
M_colipa_p,M_eca4colipa_p
M_colipa_p,M_h_p
M_colipa_p,M_udcpdp_p
M_eca4und_p,M_eca4colipa_p
M_eca4und_p,M_h_p
M_eca4und_p,M_udcpdp_p
M_fadh2_c,M_fad_c
M_fadh2_c,M_fe2_c
M_fadh2_c,M_h_c
M_fe3_c,M_fad_c
M_fe3_c,M_fe2_c
M_fe3_c,M_h_c
M_fe3hox_c,M_fe2_c
M_fe3hox_c,M_fe3hox_un_c
M_fe3hox_c,M_h_c
M_fe3hox_c,M_ribflv_c
M_rbflvrd_c,M_fe2_c
M_rbflvrd_c,M_fe3hox_un_c
M_rbflvrd_c,M_h_c
M_rbflvrd_c,M_ribflv_c
M_fadh2_c,M_enter_c
M_fadh2_c,M_fad_c
M_fadh2_c,M_fe2_c
M_fadh2_c,M_h_c
M_feenter_c,M_enter_c
M_feenter_c,M_fad_c
M_feenter_c,M_fe2_c
M_feenter_c,M_h_c
M_nadph_c,M_h_c
M_nadph_c,M_nadp_c
M_nadph_c,M_no3_c
M_no_c,M_h_c
M_no_c,M_nadp_c
M_no_c,M_no3_c
M_o2_c,M_h_c
M_o2_c,M_nadp_c
M_o2_c,M_no3_c
M_pyr_e,M_pyr_p
M_gal_bD_p,M_gal_p
M_atp_c,M_adp_c
M_atp_c,M_cu_p
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_cu_c,M_adp_c
M_cu_c,M_cu_p
M_cu_c,M_h_c
M_cu_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_cu_p
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_hg2_p
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_hg2_p
M_h2o_c,M_pi_c
M_hg2_c,M_adp_c
M_hg2_c,M_h_c
M_hg2_c,M_hg2_p
M_hg2_c,M_pi_c
M_feenter_c,M_enter_c
M_feenter_c,M_fe2_c
M_feenter_c,M_h_c
M_feenter_c,M_ribflv_c
M_rbflvrd_c,M_enter_c
M_rbflvrd_c,M_fe2_c
M_rbflvrd_c,M_h_c
M_rbflvrd_c,M_ribflv_c
M_sulfac_e,M_sulfac_p
M_ggagicolipa_c,M_gggagicolipa_c
M_ggagicolipa_c,M_h_c
M_ggagicolipa_c,M_udp_c
M_udpg_c,M_gggagicolipa_c
M_udpg_c,M_h_c
M_udpg_c,M_udp_c
M_adphep_LD_c,M_adp_c
M_adphep_LD_c,M_colipa_c
M_adphep_LD_c,M_h_c
M_gggagicolipa_c,M_adp_c
M_gggagicolipa_c,M_colipa_c
M_gggagicolipa_c,M_h_c
M_ser__D_e,M_ser__D_p
M_colipa_p,M_acolipa_p
M_colipa_p,M_udcpp_p
M_uLa4n_p,M_acolipa_p
M_uLa4n_p,M_udcpp_p
M_nadh_c,M_h_c
M_nadh_c,M_nad_c
M_nadh_c,M_no3_c
M_no_c,M_h_c
M_no_c,M_nad_c
M_no_c,M_no3_c
M_o2_c,M_h_c
M_o2_c,M_nad_c
M_o2_c,M_no3_c
M_ser__L_e,M_ser__L_p
M_no_e,M_no_p
M_no_p,M_no_c
M_h_c,M_h2o_c
M_h_c,M_n2o_c
M_h_c,M_nad_c
M_nadh_c,M_h2o_c
M_nadh_c,M_n2o_c
M_nadh_c,M_nad_c
M_no_c,M_h2o_c
M_no_c,M_n2o_c
M_no_c,M_nad_c
M_n2o_p,M_n2o_c
M_n2o_e,M_n2o_p
M_crn__D_c,M_crn__D_p
M_crn__D_c,M_crn_c
M_crn_p,M_crn__D_p
M_crn_p,M_crn_c
M_crn_p,M_crn_c
M_crn_p,M_h_c
M_h_p,M_crn_c
M_h_p,M_h_c
M_crn__D_p,M_crn__D_c
M_crn__D_p,M_h_c
M_h_p,M_crn__D_c
M_h_p,M_h_c
M_ctbt_p,M_ctbt_c
M_ctbt_p,M_h_c
M_h_p,M_ctbt_c
M_h_p,M_h_c
M_dopa_p,M_34dhpac_p
M_dopa_p,M_h2o2_p
M_dopa_p,M_nh4_p
M_h2o_p,M_34dhpac_p
M_h2o_p,M_h2o2_p
M_h2o_p,M_nh4_p
M_o2_p,M_34dhpac_p
M_o2_p,M_h2o2_p
M_o2_p,M_nh4_p
M_h2o_p,M_4hoxpacd_p
M_h2o_p,M_h2o2_p
M_h2o_p,M_nh4_p
M_o2_p,M_4hoxpacd_p
M_o2_p,M_h2o2_p
M_o2_p,M_nh4_p
M_tym_p,M_4hoxpacd_p
M_tym_p,M_h2o2_p
M_tym_p,M_nh4_p
M_h_p,M_h_c
M_h_p,M_pacald_c
M_pacald_p,M_h_c
M_pacald_p,M_pacald_c
M_peamn_e,M_peamn_p
M_pacald_e,M_pacald_p
M_h_p,M_h_c
M_h_p,M_lipoate_c
M_lipoate_p,M_h_c
M_lipoate_p,M_lipoate_c
M_anhgm4p_c,M_LalaDgluMdapDala_c
M_anhgm4p_c,M_anhgm_c
M_h2o_c,M_LalaDgluMdapDala_c
M_h2o_c,M_anhgm_c
M_cdp_c,M_dcdp_c
M_cdp_c,M_grxox_c
M_cdp_c,M_h2o_c
M_grxrd_c,M_dcdp_c
M_grxrd_c,M_grxox_c
M_grxrd_c,M_h2o_c
M_grxrd_c,M_dudp_c
M_grxrd_c,M_grxox_c
M_grxrd_c,M_h2o_c
M_udp_c,M_dudp_c
M_udp_c,M_grxox_c
M_udp_c,M_h2o_c
M_acgal1p_e,M_acgal1p_p
M_acgal_e,M_acgal_p
M_glcur1p_e,M_glcur1p_p
M_udpglcur_e,M_udpglcur_p
M_h2o_p,M_gal1p_p
M_h2o_p,M_h_p
M_h2o_p,M_ump_p
M_udpgal_p,M_gal1p_p
M_udpgal_p,M_h_p
M_udpgal_p,M_ump_p
M_h2o_p,M_acgam1p_p
M_h2o_p,M_h_p
M_h2o_p,M_ump_p
M_uacgam_p,M_acgam1p_p
M_uacgam_p,M_h_p
M_uacgam_p,M_ump_p
M_h2o_p,M_acgal1p_p
M_h2o_p,M_h_p
M_h2o_p,M_ump_p
M_udpacgal_p,M_acgal1p_p
M_udpacgal_p,M_h_p
M_udpacgal_p,M_ump_p
M_h2o_p,M_glcur1p_p
M_h2o_p,M_h_p
M_h2o_p,M_ump_p
M_udpglcur_p,M_glcur1p_p
M_udpglcur_p,M_h_p
M_udpglcur_p,M_ump_p
M_fe2_p,M_fe3_p
M_fe2_p,M_h2o_p
M_h_p,M_fe3_p
M_h_p,M_h2o_p
M_o2_p,M_fe3_p
M_o2_p,M_h2o_p
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_isetac_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_isetac_c
M_h2o_c,M_pi_c
M_isetac_p,M_adp_c
M_isetac_p,M_h_c
M_isetac_p,M_isetac_c
M_isetac_p,M_pi_c
M_isetac_e,M_isetac_p
M_glcur1p_p,M_glcur_p
M_glcur1p_p,M_pi_p
M_h2o_p,M_glcur_p
M_h2o_p,M_pi_p
M_udpg_e,M_udpg_p
M_acgal1p_p,M_acgal_p
M_acgal1p_p,M_pi_p
M_h2o_p,M_acgal_p
M_h2o_p,M_pi_p
M_udpgal_e,M_udpgal_p
M_acgam1p_e,M_acgam1p_p
M_uacgam_e,M_uacgam_p
M_udpacgal_e,M_udpacgal_p
M_anhm4p_c,M_ala__D_c
M_anhm4p_c,M_anhm3p_c
M_h2o_c,M_ala__D_c
M_h2o_c,M_anhm3p_c
M_anhm3p_c,M_LalaDgluMdap_c
M_anhm3p_c,M_anhm_c
M_h2o_c,M_LalaDgluMdap_c
M_h2o_c,M_anhm_c
M_h2o_c,M_ala__D_c
M_h2o_c,M_ugmd_c
M_um4p_c,M_ala__D_c
M_um4p_c,M_ugmd_c
M_atp_c,M_adocbl_c
M_atp_c,M_pppi_c
M_cbl1_c,M_adocbl_c
M_cbl1_c,M_pppi_c
M_h_c,M_adocbl_c
M_h_c,M_pppi_c
M_h_p,M_h2o_p
M_h_p,M_mqn8_c
M_h_p,M_nh4_p
M_mql8_c,M_h2o_p
M_mql8_c,M_mqn8_c
M_mql8_c,M_nh4_p
M_no2_p,M_h2o_p
M_no2_p,M_mqn8_c
M_no2_p,M_nh4_p
M_h_p,M_h2o_p
M_h_p,M_nh4_p
M_h_p,M_q8_c
M_no2_p,M_h2o_p
M_no2_p,M_nh4_p
M_no2_p,M_q8_c
M_q8h2_c,M_h2o_p
M_q8h2_c,M_nh4_p
M_q8h2_c,M_q8_c
M_inost_p,M_inost_c
M_inost_p,M_na1_c
M_na1_p,M_inost_c
M_na1_p,M_na1_c
M_pheme_p,M_pheme_e
M_anhgm3p_c,M_LalaDgluMdap_c
M_anhgm3p_c,M_anhgm_c
M_h2o_c,M_LalaDgluMdap_c
M_h2o_c,M_anhgm_c
M_cyan_e,M_cyan_p
M_so3_e,M_so3_p
M_tcynt_e,M_tcynt_p
M_accoa_c,M_acanth_c
M_accoa_c,M_coa_c
M_anth_c,M_acanth_c
M_anth_c,M_coa_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_metsox_R__L_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_metsox_R__L_c
M_h2o_c,M_pi_c
M_metsox_R__L_p,M_adp_c
M_metsox_R__L_p,M_h_c
M_metsox_R__L_p,M_metsox_R__L_c
M_metsox_R__L_p,M_pi_c
M_metsox_S__L_e,M_metsox_S__L_p
M_metsox_R__L_e,M_metsox_R__L_p
M_3ump_e,M_3ump_p
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_mso3_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_mso3_c
M_h2o_c,M_pi_c
M_mso3_p,M_adp_c
M_mso3_p,M_h_c
M_mso3_p,M_mso3_c
M_mso3_p,M_pi_c
M_mso3_e,M_mso3_p
M_fadh2_c,M_fad_c
M_fadh2_c,M_fe2_c
M_fadh2_c,M_fecrm_un_c
M_fadh2_c,M_h_c
M_fecrm_c,M_fad_c
M_fecrm_c,M_fe2_c
M_fecrm_c,M_fecrm_un_c
M_fecrm_c,M_h_c
M_fecrm_c,M_fe2_c
M_fecrm_c,M_fecrm_un_c
M_fecrm_c,M_fmn_c
M_fecrm_c,M_h_c
M_fmnh2_c,M_fe2_c
M_fmnh2_c,M_fecrm_un_c
M_fmnh2_c,M_fmn_c
M_fmnh2_c,M_h_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_thmmp_c
M_thmpp_c,M_h_c
M_thmpp_c,M_pi_c
M_thmpp_c,M_thmmp_c
M_LalaDgluMdap_p,M_LalaDgluMdap_c
M_LalaDgluMdap_p,M_adp_c
M_LalaDgluMdap_p,M_h_c
M_LalaDgluMdap_p,M_pi_c
M_atp_c,M_LalaDgluMdap_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_LalaDgluMdap_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_LalaDgluMdapDala_p,M_LalaDgluMdapDala_c
M_LalaDgluMdapDala_p,M_adp_c
M_LalaDgluMdapDala_p,M_h_c
M_LalaDgluMdapDala_p,M_pi_c
M_atp_c,M_LalaDgluMdapDala_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_LalaDgluMdapDala_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_3gmp_e,M_3gmp_p
M_fald_p,M_fald_c
M_anhgm3p_p,M_anhgm3p_c
M_anhgm3p_p,M_h_c
M_h_p,M_anhgm3p_c
