,#ID,name,reference,formula,charge,mass,InChI,InChIKey,SMILES
637327,MNXM59041,keto-L-sorbose,chebi:13172,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5+,6+/m0/s1",InChIKey=BJHIKXHVCXFQLS-OTWZMJIISA-N,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO
637338,MNXM59042,keto-L-tagatose 6-phosphate,chebi:134284,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/p-2/t4-,5-,6+/m0/s1",InChIKey=GSXOAOHZAIYLCY-HCWXCVPCSA-L,O=C(CO)[C@H](O)[C@H](O)[C@@H](O)COP(=O)([O-])[O-]
637849,MNXM59089,Ketose,seedM:cpd00995,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-5,7-11H,1-2H2",InChIKey=DWJZKGYQNOQQEZ-UHFFFAOYSA-N,O=C(C(O)CO)C(O)C(O)CO
639921,MNXM59279,L-allofuranose,chebi:50257,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5-,6?/m0/s1",InChIKey=AVVWPBAENSWJCB-QRXFDPRISA-N,OC[C@H](O)[C@@H]1OC(O)[C@@H](O)[C@H]1O
639954,MNXM59282,L-allopyranose,chebi:37741,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5-,6?/m0/s1",InChIKey=WQZGKKKJIJFFOK-HOWGCPQDSA-N,OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@H]1O
641059,MNXM59385,L-fructopyranose,chebi:37715,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m0/s1",InChIKey=LKDRXBCSQODPBY-NSHGFSBMSA-N,OCC1(O)OC[C@H](O)[C@H](O)[C@H]1O
641241,MNXM59402,Isoglutamine,keggC:C16673,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c6-3(5(7)10)1-2-4(8)9/h3H,1-2,6H2,(H2,7,10)(H,8,9)",InChIKey=AEFLONBTGZFSGQ-UHFFFAOYSA-N,NC(=O)C(N)CCC(=O)O
642073,MNXM59480,L-mannopyranose,chebi:37677,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m0/s1",InChIKey=WQZGKKKJIJFFOK-JFNONXLTSA-N,OC[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O
653753,MNXM6056,1D-myo-inositol 6-phosphate,chebi:64841,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3-,4+,5-,6-/m1/s1",InChIKey=INAPMGSXUVUWAF-XCMZKKERSA-L,O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O
656051,MNXM6077,3'-Keto-3'-deoxy-AMP,keggC:C07025,C10H12N5O7P,0.0,345.04743,"InChI=1S/C10H12N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,7,10,17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,7-,10-/m1/s1",InChIKey=VTZWDWJFPLLWGN-XMRAEQSQSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)C(=O)[C@H]1O
664830,MNXM6158,aldehydo-L-galactose,chebi:37617,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6-/m1/s1",InChIKey=GZCGUPFRVQAUEE-DPYQTVNSSA-N,O=C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
665819,MNXM61672,methoxyacetate,chebi:132097,C3H5O3,-1.0,89.02442,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)/p-1",InChIKey=RMIODHQZRUFFFF-UHFFFAOYSA-M,COCC(=O)[O-]
675931,MNXM62601,muco-inositol,chebi:27987,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5+,6+",InChIKey=CDAISMWEOUEBRE-GNIYUCBRSA-N,O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
679835,MNXM62959,N(4)-methyl-L-asparagine,chebi:44079,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c1-7-4(8)2-3(6)5(9)10/h3H,2,6H2,1H3,(H,7,8)(H,9,10)/t3-/m0/s1",InChIKey=CFRMVEKWKKDNAH-VKHMYHEASA-N,CNC(=O)C[C@H](N)C(=O)O
689032,MNXM63807,N-hydroxy-N-isopropyloxamate,metacycM:CPD0-1218,C5H8NO4,-1.0,146.04588,"InChI=1S/C5H9NO4/c1-3(2)6(10)4(7)5(8)9/h3,10H,1-2H3,(H,8,9)/p-1",InChIKey=QVIOSGUKMDGWNN-UHFFFAOYSA-M,CC(C)N(O)C(=O)C(=O)[O-]
689594,MNXM63858,N-carbamoyl-N-methyl-D-alanine,chebi:140295,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c1-3(4(8)9)7(2)5(6)10/h3H,1-2H3,(H2,6,10)(H,8,9)/t3-/m1/s1",InChIKey=PSXXKGJXVFZKFB-GSVOUGTGSA-N,C[C@H](C(=O)O)N(C)C(N)=O
694751,MNXM64332,neo-inositol,chebi:25492,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4-,5-,6-",InChIKey=CDAISMWEOUEBRE-DCLYFUHFSA-N,O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
730173,MNXM6757,L-ascorbic acid 2-phosphate,chebi:167162,C6H9O9P,0.0,255.99842,"InChI=1S/C6H9O9P/c7-1-2(8)4-3(9)5(6(10)14-4)15-16(11,12)13/h2,4,7-9H,1H2,(H2,11,12,13)/t2-,4+/m0/s1",InChIKey=MIJPAVRNWPDMOR-ZAFYKAAXSA-N,O=C1O[C@H]([C@@H](O)CO)C(O)=C1OP(=O)(O)O
761164,MNXM7042,aldehydo-D-galactose 6-phosphate,chebi:58255,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h1,3-6,8-11H,2H2,(H2,12,13,14)/p-2/t3-,4+,5+,6-/m0/s1",InChIKey=VFRROHXSMXFLSN-KCDKBNATSA-L,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
770718,MNXM7129,beta-L-galactose,chebi:37620,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m0/s1",InChIKey=WQZGKKKJIJFFOK-KGJVWPDLSA-N,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
781498,MNXM723136,(2Z)-2-hydroxypent-2-enedioate,metacycM:CPD-16852,C5H4O5,-2.0,144.00697,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1,6H,2H2,(H,7,8)(H,9,10)/p-2/b3-1-",InChIKey=TXZJKNIRHCEURY-IWQZZHSRSA-L,O=C([O-])C/C=C(\O)C(=O)[O-]
781797,MNXM7242,"D-glucose 1,6-bisphosphate",chebi:58232,C6H10O12P2,-4.0,335.96694,"InChI=1S/C6H14O12P2/c7-1-4(18-20(14,15)16)6(10)5(9)3(8)2-17-19(11,12)13/h1,3-6,8-10H,2H2,(H2,11,12,13)(H2,14,15,16)/p-4/t3-,4+,5-,6-/m1/s1",InChIKey=ZJHWKVNJCGZAFV-JGWLITMVSA-J,O=C[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
781977,MNXM724689,Formylpyruvate,chebi:5159,C4H4O4,0.0,116.01096,"InChI=1S/C4H4O4/c5-2-1-3(6)4(7)8/h2H,1H2,(H,7,8)",InChIKey=YEZSWHPLZBZVLH-UHFFFAOYSA-N,O=CCC(=O)C(=O)O
782356,MNXM7253,"D-myo-inositol (1,2) bisphosphate",metacycM:CPD-6747,C6H10O12P2,-4.0,335.96694,"InChI=1S/C6H14O12P2/c7-1-2(8)4(10)6(18-20(14,15)16)5(3(1)9)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)/p-4/t1-,2-,3+,4+,5-,6+/m0/s1",InChIKey=MCKAJXMRULSUKI-FTYOSCRSSA-J,O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
783830,MNXM727276,CoA,chebi:57287,C21H32N7O16P3S,-4.0,763.0861,"InChI=1S/C21H36N7O16P3S/c1-21(2,16(31)19(32)24-4-3-12(29)23-5-6-48)8-41-47(38,39)44-46(36,37)40-7-11-15(43-45(33,34)35)14(30)20(42-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-31,48H,3-8H2,1-2H3,(H,23,29)(H,24,32)(H,36,37)(H,38,39)(H2,22,25,26)(H2,33,34,35)/p-4/t11-,14-,15-,16+,20-/m1/s1",InChIKey=RGJOEKWQDUBAIZ-IBOSZNHHSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
783854,MNXM727305,beta-L-gulose 1-phosphate,metacycM:CPD4FS-5,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3+,4-,5-,6+/m0/s1",InChIKey=HXXFSFRBOHSIMQ-BYIBVSMXSA-L,O=P([O-])([O-])O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
784134,MNXM727604,(2R)-3-phosphoglycerate,chebi:58272,C3H4O7P,-3.0,182.97111,"InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/p-3/t2-/m1/s1",InChIKey=OSJPPGNTCRNQQC-UWTATZPHSA-K,O=C([O-])[C@H](O)COP(=O)([O-])[O-]
784220,MNXM727692,inositol,chebi:24848,C6H12O6,0.0,180.06339,InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H,InChIKey=CDAISMWEOUEBRE-UHFFFAOYSA-N,OC1C(O)C(O)C(O)C(O)C1O
784221,MNXM727693,1D-chiro-inositol,chebi:27372,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4-,5+,6+/m0/s1",InChIKey=CDAISMWEOUEBRE-LKPKBOIGSA-N,O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
784253,MNXM727731,"(1,4-alpha-D-glucosyl)n",chebi:15444,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6+/m1/s1",InChIKey=WQZGKKKJIJFFOK-DVKNGEFBSA-N,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
784264,MNXM727742,hexopyranose,chebi:167473,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2",InChIKey=WQZGKKKJIJFFOK-UHFFFAOYSA-N,OCC1OC(O)C(O)C(O)C1O
784395,MNXM727873,scyllo-inositol,chebi:10642,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3+,4+,5-,6-",InChIKey=CDAISMWEOUEBRE-CDRYSYESSA-N,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
784396,MNXM727874,epi-inositol,chebi:23927,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6+",InChIKey=CDAISMWEOUEBRE-NIPYSYMMSA-N,O[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
784722,MNXM728255,trans-aconitate,chebi:15708,C6H3O6,-3.0,170.99461,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/p-3/b3-1+",InChIKey=GTZCVFVGUGFEME-HNQUOIGGSA-K,O=C([O-])/C=C(\CC(=O)[O-])C(=O)[O-]
784723,MNXM728256,aconitate(3-),chebi:22210,C6H3O6,-3.0,170.99461,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",InChIKey=GTZCVFVGUGFEME-UHFFFAOYSA-K,O=C([O-])C=C(CC(=O)[O-])C(=O)[O-]
784757,MNXM728294,AMP,chebi:456215,C10H12N5O7P,-2.0,345.04853,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",InChIKey=UDMBCSSLTHHNCD-KQYNXXCUSA-L,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
785241,MNXM728806,alpha-NADPH,chebi:77177,C21H26N7O17P3,-4.0,741.062,"InChI=1S/C21H30N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1,3-4,7-8,10-11,13-16,20-21,29-31H,2,5-6H2,(H2,23,32)(H,36,37)(H,38,39)(H2,22,24,25)(H2,33,34,35)/p-4/t10-,11-,13-,14-,15-,16-,20+,21-/m1/s1",InChIKey=ACFIXJIJDZMPPO-OPDHFMQKSA-J,NC(=O)C1=CN([C@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
785702,MNXM729302,NH4(+),chebi:28938,H4N,1.0,18.03383,InChI=1S/H3N/h1H3/p+1,InChIKey=QGZKDVFQNNGYKY-UHFFFAOYSA-O,[NH4+]
785973,MNXM729611,D-fructopyranose,chebi:37714,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1",InChIKey=LKDRXBCSQODPBY-VRPWFDPXSA-N,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
785974,MNXM729613,D-fructose,chebi:37721,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1",InChIKey=RFSUNEUAIZKAJO-VRPWFDPXSA-N,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
785975,MNXM729615,keto-D-tagatose,chebi:47693,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5+,6-/m1/s1",InChIKey=BJHIKXHVCXFQLS-PQLUHFTBSA-N,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO
786025,MNXM729664,D-hexose 6-phosphate,chebi:61567,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3?,4?,5?,6?/m1/s1",InChIKey=NBSCHQHZLSJFNQ-KNZZERQRSA-L,O=P([O-])([O-])OC[C@H]1OC(O)C(O)C(O)C1O
786096,MNXM729749,Gly-Ala,chebi:73855,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c1-3(5(9)10)7-4(8)2-6/h3H,2,6H2,1H3,(H,7,8)(H,9,10)/t3-/m0/s1",InChIKey=VPZXBVLAVMBEQI-VKHMYHEASA-N,C[C@H](NC(=O)CN)C(=O)O
786098,MNXM729750,Gly-Ala,sabiorkM:25730,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c1-3(5(9)10)7-4(8)2-6/h3H,2,6H2,1H3,(H,7,8)(H,9,10)",InChIKey=VPZXBVLAVMBEQI-UHFFFAOYSA-N,CC(N=C(O)CN)C(=O)O
786161,MNXM729810,L-idopyranose,chebi:86061,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5+,6?/m0/s1",InChIKey=WQZGKKKJIJFFOK-ZNVMLXAYSA-N,OC[C@@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
786162,MNXM729811,aldehydo-L-idose,chebi:151298,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5+,6+/m0/s1",InChIKey=GZCGUPFRVQAUEE-UNTFVMJOSA-N,O=C[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
786283,MNXM729957,aldehydo-D-ribose 5-phosphate,chebi:58273,C5H9O8P,-2.0,228.0046,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h1,3-5,7-9H,2H2,(H2,10,11,12)/p-2/t3-,4+,5-/m0/s1",InChIKey=PPQRONHOSHZGFQ-LMVFSUKVSA-L,O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
786321,MNXM73,phosphoenolpyruvate,chebi:58702,C3H2O6P,-3.0,164.96055,"InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)/p-3",InChIKey=DTBNBXWJWCWCIK-UHFFFAOYSA-K,C=C(OP(=O)([O-])[O-])C(=O)[O-]
787223,MNXM731056,D-tagatose 1-phosphate,chebi:138150,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-3-1-14-6(10,5(9)4(3)8)2-15-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/p-2/t3-,4+,5+,6?/m1/s1",InChIKey=HXRNACQBNUPKDX-OEXCPVAWSA-L,O=P([O-])([O-])OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
787335,MNXM731203,D-glycero-D-manno-heptose 1-phosphate,chebi:60002,C7H13O10P,-2.0,288.02573,"InChI=1S/C7H15O10P/c8-1-2(9)6-4(11)3(10)5(12)7(16-6)17-18(13,14)15/h2-12H,1H2,(H2,13,14,15)/p-2/t2-,3+,4+,5+,6-,7?/m1/s1",InChIKey=KMEJCSKJXSBBAN-NNPWBXLPSA-L,O=P([O-])([O-])OC1O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]1O
787503,MNXM731400,polyphosphate,chebi:16838,HO4P,-2.0,95.96234,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2",InChIKey=NBIIXXVUZAFLBC-UHFFFAOYSA-L,O=P([O-])([O-])O
787900,MNXM731834,(R)-lactate,chebi:16004,C3H5O3,-1.0,89.02442,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m1/s1",InChIKey=JVTAAEKCZFNVCJ-UWTATZPHSA-M,C[C@@H](O)C(=O)[O-]
787901,MNXM731835,(S)-lactate,chebi:16651,C3H5O3,-1.0,89.02442,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1",InChIKey=JVTAAEKCZFNVCJ-REOHCLBHSA-M,C[C@H](O)C(=O)[O-]
787907,MNXM731840,(1->4)-beta-D-mannan,chebi:27857,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6-/m1/s1",InChIKey=WQZGKKKJIJFFOK-RWOPYEJCSA-N,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
787909,MNXM731842,beta-D-mannose,chebi:28563,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6-/m1/s1",InChIKey=WQZGKKKJIJFFOK-RWOPYEJCSA-N,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
788153,MNXM732104,D-allose,chebi:40822,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5-,6+/m0/s1",InChIKey=GZCGUPFRVQAUEE-BGPJRJDNSA-N,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO
788154,MNXM732105,D-allopyranose,chebi:4093,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5-,6?/m1/s1",InChIKey=WQZGKKKJIJFFOK-IVMDWMLBSA-N,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O
788631,MNXM732621,peroxide,chebi:44785,O2,-2.0,31.99093,InChI=1S/O2/c1-2/q-2,InChIKey=ANAIPYUSIMHBEL-UHFFFAOYSA-N,[O-][O-]
789234,MNXM733314,D-sedoheptulose 7-phosphate,chebi:57483,C7H13O10P,-2.0,288.02573,"InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/p-2/t4-,5-,6-,7+/m1/s1",InChIKey=JDTUMPKOJBQPKX-GBNDHIKLSA-L,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
789519,MNXM733627,alpha-D-hexose 1-phosphate,chebi:57734,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3?,4?,5?,6-/m1/s1",InChIKey=HXXFSFRBOHSIMQ-ZOSDKUOISA-L,O=P([O-])([O-])O[C@H]1O[C@H](CO)C(O)C(O)C1O
789617,MNXM733730,"(1,4-beta-D-glucosyl)n",chebi:18246,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1",InChIKey=WQZGKKKJIJFFOK-VFUOTHLCSA-N,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
789646,MNXM733758,lactate,chebi:24996,C3H5O3,-1.0,89.02442,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1",InChIKey=JVTAAEKCZFNVCJ-UHFFFAOYSA-M,CC(O)C(=O)[O-]
789647,MNXM733759,rac-lactic acid,chebi:28358,C6H12O6,0.0,180.06339,"InChI=1S/2C3H6O3/c2*1-2(4)3(5)6/h2*2,4H,1H3,(H,5,6)/t2*2-/m10/s1",InChIKey=KVZLHPXEUGJPAH-QNDGGIRCSA-N,C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O
789656,MNXM733768,"(2,1-beta-D-fructosyl)n",chebi:29084,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1",InChIKey=RFSUNEUAIZKAJO-ARQDHWQXSA-N,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
789926,MNXM734080,6-phospho-D-gluconate,chebi:58759,C6H10O10P,-3.0,273.0028,"InChI=1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/p-3/t2-,3-,4+,5-/m1/s1",InChIKey=BIRSGZKFKXLSJQ-SQOUGZDYSA-K,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
790139,MNXM734299,a polyvinyl alcohol,chebi:17246,C2H6O,0.0,46.04186,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO
791015,MNXM735263,L-galactose,chebi:37619,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6?/m0/s1",InChIKey=WQZGKKKJIJFFOK-DHVFOXMCSA-N,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
791016,MNXM735265,alpha-L-galactose,chebi:42905,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m0/s1",InChIKey=WQZGKKKJIJFFOK-SXUWKVJYSA-N,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
791078,MNXM735336,8-oxo-dADP,chebi:71362,C10H12N5O10P2,-3.0,424.00759,"InChI=1S/C10H15N5O10P2/c11-8-7-9(13-3-12-8)15(10(17)14-7)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,14,17)(H,21,22)(H2,11,12,13)(H2,18,19,20)/p-3/t4-,5+,6+/m0/s1",InChIKey=FEPFWQCDWZFLGY-KVQBGUIXSA-K,Nc1ncnc2c1[nH]c(=O)n2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O1
791096,MNXM735357,D-allose 6-phosphate,chebi:58328,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h1,3-6,8-11H,2H2,(H2,12,13,14)/p-2/t3-,4+,5-,6+/m0/s1",InChIKey=VFRROHXSMXFLSN-BGPJRJDNSA-L,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
