,#ID,name,reference,formula,charge,mass,InChI,InChIKey,SMILES
113236,MNXM1107904,(S)-methylmalonyl-CoA,chebi:57327,C25H35N7O19P3S,-5.0,862.09487,"InChI=1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/p-5/t12-,13+,16+,17+,18-,22+/m0/s1",InChIKey=MZFOKIKEPGUZEN-IBNUZSNCSA-I,C[C@@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
113237,MNXM1107905,methylmalonyl-CoA,chebi:59916,C25H35N7O19P3S,-5.0,862.09487,"InChI=1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/p-5/t12?,13-,16-,17-,18+,22-/m1/s1",InChIKey=MZFOKIKEPGUZEN-FBMOWMAESA-I,CC(C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
113238,MNXM1107906,superoxide,chebi:18421,O2,-1.0,31.99038,InChI=1S/O2/c1-2/q-1,InChIKey=MXDZWXWHPVATGF-UHFFFAOYSA-N,[O][O-]
113240,MNXM1107908,O2-,seedM:cpd00532,O2,-1.0,31.99038,InChI=1S/O2/c1-2/q-1,InChIKey=MXDZWXWHPVATGF-UHFFFAOYSA-N,[O][O-]
113281,MNXM1107945,D-tagatofuranose 6-phosphate,chebi:58695,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/p-2/t3-,4+,5+,6?/m1/s1",InChIKey=BGWGXPAPYGQALX-OEXCPVAWSA-L,O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@H]1O
113292,MNXM1107955,D-glycero-beta-D-manno-heptose 1-phosphate,chebi:61593,C7H13O10P,-2.0,288.02573,"InChI=1S/C7H15O10P/c8-1-2(9)6-4(11)3(10)5(12)7(16-6)17-18(13,14)15/h2-12H,1H2,(H2,13,14,15)/p-2/t2-,3+,4+,5+,6-,7+/m1/s1",InChIKey=KMEJCSKJXSBBAN-QTNLNCNHSA-L,O=P([O-])([O-])O[C@@H]1O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]1O
113307,MNXM1107969,L-altropyranose,chebi:155877,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5+,6?/m0/s1",InChIKey=WQZGKKKJIJFFOK-VSOAQEOCSA-N,OC[C@@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
113309,MNXM1107970,beta-L-altrose,chebi:63421,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5+,6-/m0/s1",InChIKey=WQZGKKKJIJFFOK-XKTQNOIPSA-N,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
113423,MNXM1108073,(2R)-3-phospho-glyceroyl phosphate,chebi:57604,C3H4O10P2,-4.0,261.93016,"InChI=1S/C3H8O10P2/c4-2(1-12-14(6,7)8)3(5)13-15(9,10)11/h2,4H,1H2,(H2,6,7,8)(H2,9,10,11)/p-4/t2-/m1/s1",InChIKey=LJQLQCAXBUHEAZ-UWTATZPHSA-J,O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-]
113444,MNXM1108092,ethanol,chebi:16236,C2H6O,0.0,46.04186,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO
113536,MNXM1108175,alpha-D-galactose,chebi:28061,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1",InChIKey=WQZGKKKJIJFFOK-PHYPRBDBSA-N,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
113537,MNXM1108176,D-galactose,chebi:4139,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6?/m1/s1",InChIKey=WQZGKKKJIJFFOK-SVZMEOIVSA-N,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
113558,MNXM1108195,alpha-D-gulose,chebi:37692,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5-,6+/m1/s1",InChIKey=WQZGKKKJIJFFOK-RXRWUWDJSA-N,OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
113559,MNXM1108196,D-gulopyranose,chebi:4191,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5-,6?/m1/s1",InChIKey=WQZGKKKJIJFFOK-CBPJZXOFSA-N,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O
113850,MNXM1108458,alpha-L-galactose 1-phosphate,chebi:60389,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3+,4+,5-,6-/m0/s1",InChIKey=HXXFSFRBOHSIMQ-KGJVWPDLSA-L,O=P([O-])([O-])O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
118382,MNXM1112546,L-gulofuranose,chebi:146452,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5+,6?/m0/s1",InChIKey=AVVWPBAENSWJCB-ZNVMLXAYSA-N,OC[C@H](O)[C@H]1OC(O)[C@@H](O)[C@H]1O
118742,MNXM1112871,beta-L-mannofuranose,chebi:146876,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5-,6-/m0/s1",InChIKey=AVVWPBAENSWJCB-QYESYBIKSA-N,OC[C@H](O)[C@@H]1O[C@H](O)[C@H](O)[C@@H]1O
118770,MNXM1112897,beta-L-galactofuranose,chebi:146919,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5+,6-/m0/s1",InChIKey=AVVWPBAENSWJCB-XKTQNOIPSA-N,OC[C@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O
119201,MNXM1113286,beta-L-talofuranose,chebi:147529,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5+,6-/m0/s1",InChIKey=AVVWPBAENSWJCB-YJRYQGEOSA-N,OC[C@H](O)[C@H]1O[C@H](O)[C@H](O)[C@@H]1O
119252,MNXM1113332,L-glucofuranose,chebi:147589,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5-,6?/m0/s1",InChIKey=AVVWPBAENSWJCB-HOWGCPQDSA-N,OC[C@H](O)[C@@H]1OC(O)[C@@H](O)[C@@H]1O
119364,MNXM1113433,alpha-D-talofuranose,chebi:147718,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5+,6+/m1/s1",InChIKey=AVVWPBAENSWJCB-PQMKYFCFSA-N,OC[C@@H](O)[C@@H]1O[C@H](O)[C@@H](O)[C@H]1O
119533,MNXM1113587,beta-D-idofuranose,chebi:147926,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5+,6-/m1/s1",InChIKey=AVVWPBAENSWJCB-QBFJYBIGSA-N,OC[C@@H](O)[C@@H]1O[C@@H](O)[C@@H](O)[C@@H]1O
119572,MNXM1113622,aldehydo-L-altrose,chebi:147973,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5+,6-/m0/s1",InChIKey=GZCGUPFRVQAUEE-AZGQCCRYSA-N,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO
119629,MNXM1113674,alpha-L-galactofuranose,chebi:148031,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5+,6+/m0/s1",InChIKey=AVVWPBAENSWJCB-FQJSGBEDSA-N,OC[C@H](O)[C@H]1O[C@@H](O)[C@@H](O)[C@@H]1O
119658,MNXM1113700,L-altrofuranose,chebi:148061,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5-,6?/m0/s1",InChIKey=AVVWPBAENSWJCB-DHVFOXMCSA-N,OC[C@H](O)[C@@H]1OC(O)[C@H](O)[C@H]1O
119969,MNXM1113982,D-idofuranose,chebi:148418,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5+,6?/m1/s1",InChIKey=AVVWPBAENSWJCB-WHZQZERISA-N,OC[C@@H](O)[C@@H]1OC(O)[C@@H](O)[C@@H]1O
120039,MNXM1114046,beta-L-gulofuranose,chebi:148497,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5+,6-/m0/s1",InChIKey=AVVWPBAENSWJCB-ZSNZIGRDSA-N,OC[C@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@H]1O
120096,MNXM1114098,alpha-L-mannofuranose,chebi:148580,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5-,6+/m0/s1",InChIKey=AVVWPBAENSWJCB-MDMQIMBFSA-N,OC[C@H](O)[C@@H]1O[C@@H](O)[C@H](O)[C@@H]1O
120228,MNXM1114217,alpha-D-glucofuranose,chebi:148749,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5-,6+/m1/s1",InChIKey=AVVWPBAENSWJCB-UKFBFLRUSA-N,OC[C@@H](O)[C@H]1O[C@H](O)[C@H](O)[C@H]1O
120332,MNXM1114311,beta-D-talofuranose,chebi:148879,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5+,6-/m1/s1",InChIKey=AVVWPBAENSWJCB-RWOPYEJCSA-N,OC[C@@H](O)[C@@H]1O[C@@H](O)[C@@H](O)[C@H]1O
120524,MNXM1114486,beta-L-glucofuranose,chebi:149114,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5-,6-/m0/s1",InChIKey=AVVWPBAENSWJCB-RUTHBDMASA-N,OC[C@H](O)[C@@H]1O[C@H](O)[C@@H](O)[C@@H]1O
120688,MNXM1114634,L-galactofuranose,chebi:149304,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5+,6?/m0/s1",InChIKey=AVVWPBAENSWJCB-VSOAQEOCSA-N,OC[C@H](O)[C@H]1OC(O)[C@@H](O)[C@@H]1O
120737,MNXM1114679,alpha-L-talopyranose,chebi:149369,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5+,6+/m0/s1",InChIKey=WQZGKKKJIJFFOK-YDMGZANHSA-N,OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
120838,MNXM1114770,L-mannofuranose,chebi:149536,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5-,6?/m0/s1",InChIKey=AVVWPBAENSWJCB-ZZWDRFIYSA-N,OC[C@H](O)[C@@H]1OC(O)[C@H](O)[C@@H]1O
120839,MNXM1114771,L-talofuranose,chebi:149539,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5+,6?/m0/s1",InChIKey=AVVWPBAENSWJCB-JFNONXLTSA-N,OC[C@H](O)[C@H]1OC(O)[C@H](O)[C@@H]1O
120840,MNXM1114772,D-talofuranose,chebi:149542,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1",InChIKey=AVVWPBAENSWJCB-QTVWNMPRSA-N,OC[C@@H](O)[C@@H]1OC(O)[C@@H](O)[C@H]1O
121593,MNXM1115452,beta-L-altrofuranose,chebi:150524,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5-,6-/m0/s1",InChIKey=AVVWPBAENSWJCB-KGJVWPDLSA-N,OC[C@H](O)[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
121712,MNXM1115560,alpha-L-altrofuranose,chebi:150666,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5-,6+/m0/s1",InChIKey=AVVWPBAENSWJCB-SXUWKVJYSA-N,OC[C@H](O)[C@@H]1O[C@@H](O)[C@H](O)[C@H]1O
122272,MNXM1116068,beta-D-gulofuranose,chebi:151369,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5+,6-/m1/s1",InChIKey=AVVWPBAENSWJCB-FDROIEKHSA-N,OC[C@@H](O)[C@@H]1O[C@@H](O)[C@H](O)[C@@H]1O
122369,MNXM1116155,alpha-D-gulofuranose,chebi:151495,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5+,6+/m1/s1",InChIKey=AVVWPBAENSWJCB-RDQKPOQOSA-N,OC[C@@H](O)[C@@H]1O[C@H](O)[C@H](O)[C@@H]1O
122580,MNXM1116347,alpha-L-gulofuranose,chebi:151758,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5+,6+/m0/s1",InChIKey=AVVWPBAENSWJCB-DSOBHZJASA-N,OC[C@H](O)[C@H]1O[C@@H](O)[C@@H](O)[C@H]1O
122826,MNXM1116569,alpha-D-altrofuranose,chebi:152069,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1",InChIKey=AVVWPBAENSWJCB-PHYPRBDBSA-N,OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O
122857,MNXM1116597,alpha-L-glucofuranose,chebi:152105,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5-,6+/m0/s1",InChIKey=AVVWPBAENSWJCB-GKFJPSPNSA-N,OC[C@H](O)[C@@H]1O[C@@H](O)[C@@H](O)[C@@H]1O
123012,MNXM1116736,beta-D-mannofuranose,chebi:152296,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1",InChIKey=AVVWPBAENSWJCB-VFUOTHLCSA-N,OC[C@@H](O)[C@H]1O[C@@H](O)[C@@H](O)[C@H]1O
123221,MNXM1116924,D-gulofuranose,chebi:152556,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5+,6?/m1/s1",InChIKey=AVVWPBAENSWJCB-YIDFTEPTSA-N,OC[C@@H](O)[C@@H]1OC(O)[C@H](O)[C@@H]1O
123223,MNXM1116926,D-altrofuranose,chebi:152558,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5-,6?/m1/s1",InChIKey=AVVWPBAENSWJCB-SVZMEOIVSA-N,OC[C@@H](O)[C@H]1OC(O)[C@@H](O)[C@@H]1O
123226,MNXM1116929,D-mannofuranose,chebi:152562,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",InChIKey=AVVWPBAENSWJCB-GASJEMHNSA-N,OC[C@@H](O)[C@H]1OC(O)[C@@H](O)[C@H]1O
123455,MNXM1117136,L-idofuranose,chebi:152858,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5+,6?/m0/s1",InChIKey=AVVWPBAENSWJCB-CGDLOXFJSA-N,OC[C@H](O)[C@H]1OC(O)[C@H](O)[C@H]1O
123918,MNXM1117556,alpha-D-mannofuranose,chebi:153460,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4+,5-,6+/m1/s1",InChIKey=AVVWPBAENSWJCB-DVKNGEFBSA-N,OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@H]1O
