,BiGG,BiGG_target
5950,M_h2o_c,M_nadph_c
5951,M_h2o_c,M_nh4_c
5952,M_nadp_c,M_akg_c
5953,M_nadp_c,M_h_c
5954,M_nadp_c,M_nadph_c
5955,M_nadp_c,M_nh4_c
5956,M_23camp_p,M_3amp_p
5957,M_23camp_p,M_h_p
5958,M_h2o_p,M_3amp_p
5959,M_h2o_p,M_h_p
5960,M_galt_p,M_galt1p_c
5961,M_galt_p,M_pyr_c
5962,M_pep_c,M_galt1p_c
5963,M_pep_c,M_pyr_c
5964,M_galur_p,M_galur_c
5965,M_galur_p,M_h_c
5966,M_h_p,M_galur_c
5967,M_h_p,M_h_c
5968,M_atp_c,M_adp_c
5969,M_atp_c,M_h_c
5970,M_atp_c,M_pi_c
5971,M_atp_c,M_zn2_p
5972,M_h2o_c,M_adp_c
5973,M_h2o_c,M_h_c
5974,M_h2o_c,M_pi_c
5975,M_h2o_c,M_zn2_p
5976,M_zn2_c,M_adp_c
5977,M_zn2_c,M_h_c
5978,M_zn2_c,M_pi_c
5979,M_zn2_c,M_zn2_p
5980,M_csn_e,M_csn_p
5981,M_glx_c,M_glyclt_c
5982,M_glx_c,M_nadp_c
5983,M_h_c,M_glyclt_c
5984,M_h_c,M_nadp_c
5985,M_nadph_c,M_glyclt_c
5986,M_nadph_c,M_nadp_c
5987,M_h_c,M_15dap_c
5988,M_h_c,M_co2_c
5989,M_lys__L_c,M_15dap_c
5990,M_lys__L_c,M_co2_c
5991,M_ala__D_c,M_fadh2_c
5992,M_ala__D_c,M_nh4_c
5993,M_ala__D_c,M_pyr_c
5994,M_fad_c,M_fadh2_c
5995,M_fad_c,M_nh4_c
5996,M_fad_c,M_pyr_c
5997,M_h2o_c,M_fadh2_c
5998,M_h2o_c,M_nh4_c
5999,M_h2o_c,M_pyr_c
6000,M_glcn_p,M_glcn_c
6001,M_glcn_p,M_h_c
6002,M_h_p,M_glcn_c
6003,M_h_p,M_h_c
6004,M_glc__D_p,M_g6p_c
6005,M_glc__D_p,M_pyr_c
6006,M_pep_c,M_g6p_c
6007,M_pep_c,M_pyr_c
6008,M_glcr_p,M_glcr_c
6009,M_glcr_p,M_h_c
6010,M_h_p,M_glcr_c
6011,M_h_p,M_h_c
6012,M_glc__D_p,M_glc__D_c
6013,M_glc__D_p,M_h_c
6014,M_h_p,M_glc__D_c
6015,M_h_p,M_h_c
6016,M_urea_p,M_urea_c
6017,M_h_p,M_h_c
6018,M_h_p,M_xan_c
6019,M_xan_p,M_h_c
6020,M_xan_p,M_xan_c
6021,M_atp_c,M_adp_c
6022,M_atp_c,M_glyc3p_c
6023,M_atp_c,M_h_c
6024,M_atp_c,M_pi_c
6025,M_glyc3p_p,M_adp_c
6026,M_glyc3p_p,M_glyc3p_c
6027,M_glyc3p_p,M_h_c
6028,M_glyc3p_p,M_pi_c
6029,M_h2o_c,M_adp_c
6030,M_h2o_c,M_glyc3p_c
6031,M_h2o_c,M_h_c
6032,M_h2o_c,M_pi_c
6033,M_h_p,M_h_c
6034,M_h_p,M_pppn_c
6035,M_pppn_p,M_h_c
6036,M_pppn_p,M_pppn_c
6037,M_orn_c,M_orn_p
6038,M_orn_c,M_ptrc_c
6039,M_ptrc_p,M_orn_p
6040,M_ptrc_p,M_ptrc_c
6041,M_glcur_p,M_glcur_c
6042,M_glcur_p,M_h_c
6043,M_h_p,M_glcur_c
6044,M_h_p,M_h_c
6045,M_acmum_p,M_acmum6p_c
6046,M_acmum_p,M_pyr_c
6047,M_pep_c,M_acmum6p_c
6048,M_pep_c,M_pyr_c
6049,M_glu__L_c,M_akg_c
6050,M_glu__L_c,M_hisp_c
6051,M_imacp_c,M_akg_c
6052,M_imacp_c,M_hisp_c
6053,M_atp_c,M_adp_c
6054,M_atp_c,M_h_c
6055,M_atp_c,M_pi_c
6056,M_atp_c,M_spmd_c
6057,M_h2o_c,M_adp_c
6058,M_h2o_c,M_h_c
6059,M_h2o_c,M_pi_c
6060,M_h2o_c,M_spmd_c
6061,M_spmd_p,M_adp_c
6062,M_spmd_p,M_h_c
6063,M_spmd_p,M_pi_c
6064,M_spmd_p,M_spmd_c
6065,M_cynt_e,M_cynt_p
6066,M_hg2_e,M_hg2_p
6067,M_datp_c,M_damp_c
6068,M_datp_c,M_h_c
6069,M_datp_c,M_ppi_c
6070,M_h2o_c,M_damp_c
6071,M_h2o_c,M_h_c
6072,M_h2o_c,M_ppi_c
6073,M_h2o_c,M_coa_c
6074,M_h2o_c,M_sl2a6o_c
6075,M_succoa_c,M_coa_c
6076,M_succoa_c,M_sl2a6o_c
6077,M_thdp_c,M_coa_c
6078,M_thdp_c,M_sl2a6o_c
6079,M_acon_T_c,M_aconm_c
6080,M_acon_T_c,M_ahcys_c
6081,M_amet_c,M_aconm_c
6082,M_amet_c,M_ahcys_c
6083,M_xtsn_e,M_xtsn_p
6084,M_atp_c,M_adp_c
6085,M_atp_c,M_h_c
6086,M_atp_c,M_pi_c
6087,M_h2o_c,M_adp_c
6088,M_h2o_c,M_h_c
6089,M_h2o_c,M_pi_c
6090,M_cys__L_e,M_cys__L_p
6091,M_h2o_c,M_nad_c
6092,M_h2o_c,M_pi_c
6093,M_nadp_c,M_nad_c
6094,M_nadp_c,M_pi_c
6095,M_thr__L_c,M_2obut_c
6096,M_thr__L_c,M_nh4_c
6097,M_dcmp_c,M_dcyt_c
6098,M_dcmp_c,M_pi_c
6099,M_h2o_c,M_dcyt_c
6100,M_h2o_c,M_pi_c
6101,M_cytd_e,M_cytd_p
6102,M_h2o_c,M_gthrd_c
6103,M_h2o_c,M_h_c
6104,M_h2o_c,M_lac__D_c
6105,M_lgt__S_c,M_gthrd_c
6106,M_lgt__S_c,M_h_c
6107,M_lgt__S_c,M_lac__D_c
6108,M_dad_2_e,M_dad_2_p
6109,M_LalaDgluMdapDala_e,M_LalaDgluMdapDala_p
6110,M_atp_c,M_adp_c
6111,M_atp_c,M_nicrnt_c
6112,M_atp_c,M_pi_c
6113,M_atp_c,M_ppi_c
6114,M_h2o_c,M_adp_c
6115,M_h2o_c,M_nicrnt_c
6116,M_h2o_c,M_pi_c
6117,M_h2o_c,M_ppi_c
6118,M_nac_c,M_adp_c
6119,M_nac_c,M_nicrnt_c
6120,M_nac_c,M_pi_c
6121,M_nac_c,M_ppi_c
6122,M_prpp_c,M_adp_c
6123,M_prpp_c,M_nicrnt_c
6124,M_prpp_c,M_pi_c
6125,M_prpp_c,M_ppi_c
6126,M_atp_c,M_amp_c
6127,M_atp_c,M_pi_c
6128,M_atp_c,M_selnp_c
6129,M_h2o_c,M_amp_c
6130,M_h2o_c,M_pi_c
6131,M_h2o_c,M_selnp_c
6132,M_seln_c,M_amp_c
6133,M_seln_c,M_pi_c
6134,M_seln_c,M_selnp_c
6135,M_dha_e,M_dha_p
6136,M_etoh_e,M_etoh_p
6137,M_Nmtrp_c,M_fald_c
6138,M_Nmtrp_c,M_h2o2_c
6139,M_Nmtrp_c,M_trp__L_c
6140,M_h2o_c,M_fald_c
6141,M_h2o_c,M_h2o2_c
6142,M_h2o_c,M_trp__L_c
6143,M_o2_c,M_fald_c
6144,M_o2_c,M_h2o2_c
6145,M_o2_c,M_trp__L_c
6146,M_anhgm4p_p,M_ala__D_p
6147,M_anhgm4p_p,M_anhgm3p_p
6148,M_h2o_p,M_ala__D_p
6149,M_h2o_p,M_anhgm3p_p
6150,M_gdptp_c,M_h_c
6151,M_gdptp_c,M_pi_c
6152,M_gdptp_c,M_ppgpp_c
6153,M_h2o_c,M_h_c
6154,M_h2o_c,M_pi_c
6155,M_h2o_c,M_ppgpp_c
6156,M_crncoa_c,M_crnDcoa_c
6157,M_atp_c,M_adp_c
6158,M_atp_c,M_gal_c
6159,M_atp_c,M_h_c
6160,M_atp_c,M_pi_c
6161,M_gal_p,M_adp_c
6162,M_gal_p,M_gal_c
6163,M_gal_p,M_h_c
6164,M_gal_p,M_pi_c
6165,M_h2o_c,M_adp_c
6166,M_h2o_c,M_gal_c
6167,M_h2o_c,M_h_c
6168,M_h2o_c,M_pi_c
6169,M_glyclt_p,M_glyclt_c
6170,M_glyclt_p,M_h_c
6171,M_h_p,M_glyclt_c
6172,M_h_p,M_h_c
6173,M_gua_p,M_gua_c
6174,M_gua_p,M_h_c
6175,M_h_p,M_gua_c
6176,M_h_p,M_h_c
6177,M_3hpppn_p,M_3hpppn_c
6178,M_3hpppn_p,M_h_c
6179,M_h_p,M_3hpppn_c
6180,M_h_p,M_h_c
6181,M_gdp_c,M_dgdp_c
6182,M_gdp_c,M_h2o_c
6183,M_gdp_c,M_trdox_c
6184,M_trdrd_c,M_dgdp_c
6185,M_trdrd_c,M_h2o_c
6186,M_trdrd_c,M_trdox_c
6187,M_anhm_c,M_acmum6p_c
6188,M_anhm_c,M_adp_c
6189,M_anhm_c,M_h_c
6190,M_atp_c,M_acmum6p_c
6191,M_atp_c,M_adp_c
6192,M_atp_c,M_h_c
6193,M_h2o_c,M_acmum6p_c
6194,M_h2o_c,M_adp_c
6195,M_h2o_c,M_h_c
6196,M_dca_e,M_dca_p
6197,M_dhf_c,M_nadp_c
6198,M_dhf_c,M_thf_c
6199,M_h_c,M_nadp_c
6200,M_h_c,M_thf_c
6201,M_nadph_c,M_nadp_c
6202,M_nadph_c,M_thf_c
6203,M_pran_c,M_2cpr5p_c
6204,M_h2o_c,M_h_c
6205,M_h2o_c,M_ncam_c
6206,M_h2o_c,M_r5p_c
6207,M_nmn_c,M_h_c
6208,M_nmn_c,M_ncam_c
6209,M_nmn_c,M_r5p_c
6210,M_h2o_c,M_h_c
6211,M_h2o_c,M_nadh_c
6212,M_h2o_c,M_urate_c
6213,M_nad_c,M_h_c
6214,M_nad_c,M_nadh_c
6215,M_nad_c,M_urate_c
6216,M_xan_c,M_h_c
6217,M_xan_c,M_nadh_c
6218,M_xan_c,M_urate_c
6219,M_3oocoa_c,M_3hocoa_c
6220,M_3oocoa_c,M_nad_c
6221,M_h_c,M_3hocoa_c
6222,M_h_c,M_nad_c
6223,M_nadh_c,M_3hocoa_c
6224,M_nadh_c,M_nad_c
6225,M_akg_c,M_34hpp_c
6226,M_akg_c,M_glu__L_c
6227,M_tyr__L_c,M_34hpp_c
6228,M_tyr__L_c,M_glu__L_c
6229,M_atp_c,M_adp_c
6230,M_atp_c,M_h_c
6231,M_atp_c,M_skm5p_c
6232,M_skm_c,M_adp_c
6233,M_skm_c,M_h_c
6234,M_skm_c,M_skm5p_c
6235,M_dcyt_e,M_dcyt_p
6236,M_acac_e,M_acac_p
6237,M_acnam_e,M_acnam_p
6238,M_arbtn_fe3_p,M_adp_c
6239,M_arbtn_fe3_p,M_arbtn_fe3_c
6240,M_arbtn_fe3_p,M_h_c
6241,M_arbtn_fe3_p,M_pi_c
6242,M_atp_c,M_adp_c
6243,M_atp_c,M_arbtn_fe3_c
6244,M_atp_c,M_h_c
6245,M_atp_c,M_pi_c
6246,M_h2o_c,M_adp_c
6247,M_h2o_c,M_arbtn_fe3_c
6248,M_h2o_c,M_h_c
6249,M_h2o_c,M_pi_c
6250,M_dmbzid_c,M_5prdmbz_c
6251,M_dmbzid_c,M_h_c
6252,M_dmbzid_c,M_nac_c
6253,M_nicrnt_c,M_5prdmbz_c
6254,M_nicrnt_c,M_h_c
6255,M_nicrnt_c,M_nac_c
6256,M_dgsn_e,M_dgsn_p
6257,M_athr__L_c,M_acald_c
6258,M_athr__L_c,M_gly_c
6259,M_aso3_c,M_adp_c
6260,M_aso3_c,M_aso3_p
6261,M_aso3_c,M_h_c
6262,M_aso3_c,M_pi_c
6263,M_atp_c,M_adp_c
6264,M_atp_c,M_aso3_p
6265,M_atp_c,M_h_c
6266,M_atp_c,M_pi_c
6267,M_h2o_c,M_adp_c
6268,M_h2o_c,M_aso3_p
6269,M_h2o_c,M_h_c
6270,M_h2o_c,M_pi_c
6271,M_h2s_e,M_h2s_p
6272,M_atp_c,M_adp_c
6273,M_atp_c,M_ppi_c
6274,M_pi_c,M_adp_c
6275,M_pi_c,M_ppi_c
6276,M_h2o_c,M_co2_c
6277,M_h2o_c,M_nh4_c
6278,M_h2o_c,M_sucorn_c
6279,M_h_c,M_co2_c
6280,M_h_c,M_nh4_c
6281,M_h_c,M_sucorn_c
6282,M_sucarg_c,M_co2_c
6283,M_sucarg_c,M_nh4_c
6284,M_sucarg_c,M_sucorn_c
6285,M_akg_c,M_glu__L_c
6286,M_akg_c,M_nadp_c
6287,M_gln__L_c,M_glu__L_c
6288,M_gln__L_c,M_nadp_c
6289,M_h_c,M_glu__L_c
6290,M_h_c,M_nadp_c
6291,M_nadph_c,M_glu__L_c
6292,M_nadph_c,M_nadp_c
6293,M_gua_c,M_gmp_c
6294,M_gua_c,M_ppi_c
6295,M_prpp_c,M_gmp_c
6296,M_prpp_c,M_ppi_c
6297,M_3c4mop_c,M_4mop_c
6298,M_3c4mop_c,M_co2_c
6299,M_h_c,M_4mop_c
6300,M_h_c,M_co2_c
6301,M_4abutn_c,M_4abut_c
6302,M_4abutn_c,M_h_c
6303,M_4abutn_c,M_nadh_c
6304,M_h2o_c,M_4abut_c
6305,M_h2o_c,M_h_c
6306,M_h2o_c,M_nadh_c
6307,M_nad_c,M_4abut_c
6308,M_nad_c,M_h_c
6309,M_nad_c,M_nadh_c
6310,M_e4p_c,M_4per_c
6311,M_e4p_c,M_h_c
6312,M_e4p_c,M_nadh_c
6313,M_h2o_c,M_4per_c
6314,M_h2o_c,M_h_c
6315,M_h2o_c,M_nadh_c
6316,M_nad_c,M_4per_c
6317,M_nad_c,M_h_c
6318,M_nad_c,M_nadh_c
6319,M_gln__L_c,M_aicar_c
6320,M_gln__L_c,M_eig3p_c
6321,M_gln__L_c,M_glu__L_c
6322,M_gln__L_c,M_h_c
6323,M_prlp_c,M_aicar_c
6324,M_prlp_c,M_eig3p_c
6325,M_prlp_c,M_glu__L_c
6326,M_prlp_c,M_h_c
6327,M_coa_c,M_accoa_c
6328,M_coa_c,M_co2_c
6329,M_coa_c,M_nadh_c
6330,M_nad_c,M_accoa_c
6331,M_nad_c,M_co2_c
6332,M_nad_c,M_nadh_c
6333,M_pyr_c,M_accoa_c
6334,M_pyr_c,M_co2_c
6335,M_pyr_c,M_nadh_c
6336,M_h_c,M_5mthf_c
6337,M_h_c,M_nad_c
6338,M_mlthf_c,M_5mthf_c
6339,M_mlthf_c,M_nad_c
6340,M_nadh_c,M_5mthf_c
6341,M_nadh_c,M_nad_c
6342,M_2dmmql8_c,M_2dmmq8_c
6343,M_2dmmql8_c,M_dms_p
6344,M_2dmmql8_c,M_h2o_p
6345,M_dmso_p,M_2dmmq8_c
6346,M_dmso_p,M_dms_p
6347,M_dmso_p,M_h2o_p
6348,M_h2s_c,M_h2s_p
6349,M_atp_c,M_adp_c
6350,M_atp_c,M_dadp_c
6351,M_damp_c,M_adp_c
6352,M_damp_c,M_dadp_c
6353,M_dutp_c,M_dump_c
6354,M_dutp_c,M_h_c
6355,M_dutp_c,M_ppi_c
6356,M_h2o_c,M_dump_c
6357,M_h2o_c,M_h_c
6358,M_h2o_c,M_ppi_c
6359,M_2dmmq8_c,M_2dmmql8_c
6360,M_2dmmq8_c,M_h_p
6361,M_h2_c,M_2dmmql8_c
6362,M_h2_c,M_h_p
6363,M_h_c,M_2dmmql8_c
6364,M_h_c,M_h_p
6365,M_h_c,M_h2o_c
6366,M_h_c,M_h_p
6367,M_h_c,M_no2_c
6368,M_h_c,M_q8_c
6369,M_no3_c,M_h2o_c
6370,M_no3_c,M_h_p
6371,M_no3_c,M_no2_c
6372,M_no3_c,M_q8_c
6373,M_q8h2_c,M_h2o_c
6374,M_q8h2_c,M_h_p
6375,M_q8h2_c,M_no2_c
6376,M_q8h2_c,M_q8_c
6377,M_ctp_c,M_cdp_c
6378,M_ctp_c,M_h_c
6379,M_ctp_c,M_pi_c
6380,M_h2o_c,M_cdp_c
6381,M_h2o_c,M_h_c
6382,M_h2o_c,M_pi_c
6383,M_cellb_e,M_6pgg_c
6384,M_cellb_e,M_pyr_c
6385,M_pep_c,M_6pgg_c
6386,M_pep_c,M_pyr_c
6387,M_for_p,M_for_c
6388,M_for_p,M_h_c
6389,M_h_p,M_for_c
6390,M_h_p,M_h_c
6391,M_5mta_c,M_5mtr_c
6392,M_5mta_c,M_ade_c
6393,M_h2o_c,M_5mtr_c
6394,M_h2o_c,M_ade_c
6395,M_2dhp_c,M_nadp_c
6396,M_2dhp_c,M_pant__R_c
6397,M_h_c,M_nadp_c
6398,M_h_c,M_pant__R_c
6399,M_nadph_c,M_nadp_c
6400,M_nadph_c,M_pant__R_c
6401,M_ACP_c,M_amp_c
6402,M_ACP_c,M_octeACP_c
6403,M_ACP_c,M_ppi_c
6404,M_atp_c,M_amp_c
6405,M_atp_c,M_octeACP_c
6406,M_atp_c,M_ppi_c
6407,M_ocdcea_c,M_amp_c
6408,M_ocdcea_c,M_octeACP_c
6409,M_ocdcea_c,M_ppi_c
6410,M_man_p,M_man6p_c
6411,M_man_p,M_pyr_c
6412,M_pep_c,M_man6p_c
6413,M_pep_c,M_pyr_c
6414,M_dgmp_c,M_dgsn_c
6415,M_dgmp_c,M_pi_c
6416,M_h2o_c,M_dgsn_c
6417,M_h2o_c,M_pi_c
6418,M_galct__D_c,M_5dh4dglc_c
6419,M_galct__D_c,M_h2o_c
6420,M_h2o_c,M_glc__D_c
6421,M_h2o_c,M_maltpt_c
6422,M_malthx_c,M_glc__D_c
6423,M_malthx_c,M_maltpt_c
6424,M_nad_c,M_co2_c
6425,M_nad_c,M_nadh_c
6426,M_nad_c,M_udpLa4o_c
6427,M_udpglcur_c,M_co2_c
6428,M_udpglcur_c,M_nadh_c
6429,M_udpglcur_c,M_udpLa4o_c
6430,M_dgsn_c,M_2dr1p_c
6431,M_dgsn_c,M_gua_c
6432,M_pi_c,M_2dr1p_c
6433,M_pi_c,M_gua_c
6434,M_8aonn_c,M_amob_c
6435,M_8aonn_c,M_dann_c
6436,M_amet_c,M_amob_c
6437,M_amet_c,M_dann_c
6438,M_g6p_c,M_glc__D_c
6439,M_g6p_c,M_pi_c
6440,M_h2o_c,M_glc__D_c
6441,M_h2o_c,M_pi_c
6442,M_h_c,M_co2_c
6443,M_h_c,M_ppcoa_c
6444,M_mmcoa__S_c,M_co2_c
6445,M_mmcoa__S_c,M_ppcoa_c
6446,M_atp_c,M_adp_c
6447,M_atp_c,M_gln__L_c
6448,M_atp_c,M_h_c
6449,M_atp_c,M_pi_c
6450,M_glu__L_c,M_adp_c
6451,M_glu__L_c,M_gln__L_c
6452,M_glu__L_c,M_h_c
6453,M_glu__L_c,M_pi_c
6454,M_nh4_c,M_adp_c
6455,M_nh4_c,M_gln__L_c
6456,M_nh4_c,M_h_c
6457,M_nh4_c,M_pi_c
6458,M_tym_e,M_tym_p
6459,M_atp_c,M_adp_c
6460,M_atp_c,M_gthrd_c
6461,M_atp_c,M_h_c
6462,M_atp_c,M_pi_c
6463,M_glucys_c,M_adp_c
6464,M_glucys_c,M_gthrd_c
6465,M_glucys_c,M_h_c
6466,M_glucys_c,M_pi_c
6467,M_gly_c,M_adp_c
6468,M_gly_c,M_gthrd_c
6469,M_gly_c,M_h_c
6470,M_gly_c,M_pi_c
6471,M_accoa_c,M_aacoa_c
6472,M_accoa_c,M_coa_c
6473,M_arg__L_p,M_arg__L_c
6474,M_arg__L_p,M_orn_p
6475,M_orn_c,M_arg__L_c
6476,M_orn_c,M_orn_p
6477,M_cmp_e,M_cmp_p
6478,M_dump_e,M_dump_p
6479,M_xmp_e,M_xmp_p
6480,M_LalaDgluMdap_e,M_LalaDgluMdap_p
6481,M_anhgm_e,M_anhgm_p
6482,M_malt_p,M_malt6p_c
6483,M_malt_p,M_pyr_c
6484,M_pep_c,M_malt6p_c
6485,M_pep_c,M_pyr_c
6486,M_glu__L_c,M_akg_c
6487,M_glu__L_c,M_udpLa4n_c
6488,M_udpLa4o_c,M_akg_c
6489,M_udpLa4o_c,M_udpLa4n_c
6490,M_10fthf_c,M_h_c
6491,M_10fthf_c,M_thf_c
6492,M_10fthf_c,M_udpLa4fn_c
6493,M_udpLa4n_c,M_h_c
6494,M_udpLa4n_c,M_thf_c
6495,M_udpLa4n_c,M_udpLa4fn_c
6496,M_h2o_p,M_ins_p
6497,M_h2o_p,M_pi_p
6498,M_imp_p,M_ins_p
6499,M_imp_p,M_pi_p
6500,M_25dkglcn_c,M_5dglcn_c
6501,M_25dkglcn_c,M_nad_c
6502,M_h_c,M_5dglcn_c
6503,M_h_c,M_nad_c
6504,M_nadh_c,M_5dglcn_c
6505,M_nadh_c,M_nad_c
6506,M_accoa_c,M_acglu_c
6507,M_accoa_c,M_coa_c
6508,M_accoa_c,M_h_c
6509,M_glu__L_c,M_acglu_c
6510,M_glu__L_c,M_coa_c
6511,M_glu__L_c,M_h_c
6512,M_camp_c,M_amp_c
6513,M_camp_c,M_h_c
6514,M_h2o_c,M_amp_c
6515,M_h2o_c,M_h_c
6516,M_udcpp_c,M_uLa4fn_c
6517,M_udcpp_c,M_udp_c
6518,M_udpLa4fn_c,M_uLa4fn_c
6519,M_udpLa4fn_c,M_udp_c
6520,M_h2o_c,M_for_c
6521,M_h2o_c,M_uLa4n_c
6522,M_uLa4fn_c,M_for_c
6523,M_uLa4fn_c,M_uLa4n_c
6524,M_uLa4n_c,M_uLa4n_p
6525,M_adphep_LD_c,M_adp_c
6526,M_adphep_LD_c,M_h_c
6527,M_adphep_LD_c,M_hlipa_c
6528,M_lipa_c,M_adp_c
6529,M_lipa_c,M_h_c
6530,M_lipa_c,M_hlipa_c
6531,M_fald_e,M_fald_p
6532,M_2mcit_c,M_2mcacn_c
6533,M_2mcit_c,M_h2o_c
6534,M_cu2_e,M_cu2_p
6535,M_accoa_c,M_acglc__D_c
6536,M_accoa_c,M_coa_c
6537,M_glc__D_c,M_acglc__D_c
6538,M_glc__D_c,M_coa_c
6539,M_h_c,M_acetol_c
6540,M_h_c,M_nadp_c
6541,M_mthgxl_c,M_acetol_c
6542,M_mthgxl_c,M_nadp_c
6543,M_nadph_c,M_acetol_c
6544,M_nadph_c,M_nadp_c
6545,M_malt_c,M_glc__D_c
6546,M_malt_c,M_maltpt_c
6547,M_maltttr_c,M_glc__D_c
6548,M_maltttr_c,M_maltpt_c
6549,M_maltpt_c,M_g1p_c
6550,M_maltpt_c,M_maltttr_c
6551,M_pi_c,M_g1p_c
6552,M_pi_c,M_maltttr_c
6553,M_adphep_LD_c,M_adp_c
6554,M_adphep_LD_c,M_h_c
6555,M_adphep_LD_c,M_hhlipa_c
6556,M_hlipa_c,M_adp_c
6557,M_hlipa_c,M_h_c
6558,M_hlipa_c,M_hhlipa_c
6559,M_fecrm_un_p,M_fecrm_un_e
6560,M_fecrm_un_p,M_h_c
6561,M_h_p,M_fecrm_un_e
6562,M_h_p,M_h_c
6563,M_ala__D_c,M_adp_c
6564,M_ala__D_c,M_alaala_c
6565,M_ala__D_c,M_h_c
6566,M_ala__D_c,M_pi_c
6567,M_atp_c,M_adp_c
6568,M_atp_c,M_alaala_c
6569,M_atp_c,M_h_c
6570,M_atp_c,M_pi_c
6571,M_cl_e,M_cl_p
6572,M_cys__D_e,M_cys__D_p
6573,M_atp_c,M_adp_c
6574,M_atp_c,M_cys__D_c
6575,M_atp_c,M_h_c
6576,M_atp_c,M_pi_c
6577,M_cys__D_p,M_adp_c
6578,M_cys__D_p,M_cys__D_c
6579,M_cys__D_p,M_h_c
6580,M_cys__D_p,M_pi_c
6581,M_h2o_c,M_adp_c
6582,M_h2o_c,M_cys__D_c
6583,M_h2o_c,M_h_c
6584,M_h2o_c,M_pi_c
6585,M_h2o_c,M_h_c
6586,M_h2o_c,M_nadh_c
6587,M_h2o_c,M_xan_c
6588,M_hxan_c,M_h_c
6589,M_hxan_c,M_nadh_c
6590,M_hxan_c,M_xan_c
6591,M_nad_c,M_h_c
6592,M_nad_c,M_nadh_c
6593,M_nad_c,M_xan_c
6594,M_gmp_e,M_gmp_p
6595,M_imp_e,M_imp_p
6596,M_g3pi_e,M_g3pi_p
6597,M_atp_c,M_adp_c
6598,M_atp_c,M_cd2_p
6599,M_atp_c,M_h_c
6600,M_atp_c,M_pi_c
6601,M_cd2_c,M_adp_c
6602,M_cd2_c,M_cd2_p
6603,M_cd2_c,M_h_c
6604,M_cd2_c,M_pi_c
6605,M_h2o_c,M_adp_c
6606,M_h2o_c,M_cd2_p
6607,M_h2o_c,M_h_c
6608,M_h2o_c,M_pi_c
6609,M_g3pg_e,M_g3pg_p
6610,M_g3pe_e,M_g3pe_p
6611,M_g3pc_e,M_g3pc_p
6612,M_ckdo_c,M_cmp_c
6613,M_ckdo_c,M_h_c
6614,M_ckdo_c,M_kphphhlipa_c
6615,M_phphhlipa_c,M_cmp_c
6616,M_phphhlipa_c,M_h_c
6617,M_phphhlipa_c,M_kphphhlipa_c
6618,M_ump_e,M_ump_p
6619,M_g1p_e,M_g1p_p
6620,M_adn_c,M_adp_c
6621,M_adn_c,M_amp_c
6622,M_adn_c,M_h_c
6623,M_atp_c,M_adp_c
6624,M_atp_c,M_amp_c
6625,M_atp_c,M_h_c
6626,M_cu_c,M_cu_e
6627,M_cu_c,M_h_c
6628,M_h_e,M_cu_e
6629,M_h_e,M_h_c
6630,M_h_p,M_h_c
6631,M_h_p,M_zn2_p
6632,M_zn2_c,M_h_c
6633,M_zn2_c,M_zn2_p
6634,M_skm_e,M_skm_p
6635,M_h_p,M_h_c
6636,M_h_p,M_mn2_c
6637,M_mn2_p,M_h_c
6638,M_mn2_p,M_mn2_c
6639,M_dtdprmn_c,M_dtdp_c
6640,M_dtdprmn_c,M_h_c
6641,M_dtdprmn_c,M_icolipa_c
6642,M_kphphhlipa_c,M_dtdp_c
6643,M_kphphhlipa_c,M_h_c
6644,M_kphphhlipa_c,M_icolipa_c
6645,M_atp_c,M_adp_c
6646,M_atp_c,M_glc__D_c
6647,M_atp_c,M_h_c
6648,M_atp_c,M_pi_c
6649,M_glc__D_p,M_adp_c
6650,M_glc__D_p,M_glc__D_c
6651,M_glc__D_p,M_h_c
6652,M_glc__D_p,M_pi_c
6653,M_h2o_c,M_adp_c
6654,M_h2o_c,M_glc__D_c
6655,M_h2o_c,M_h_c
6656,M_h2o_c,M_pi_c
6657,M_gicolipa_c,M_gagicolipa_c
6658,M_gicolipa_c,M_h_c
6659,M_gicolipa_c,M_udp_c
6660,M_udpg_c,M_gagicolipa_c
6661,M_udpg_c,M_h_c
6662,M_udpg_c,M_udp_c
6663,M_mn2_e,M_mn2_p
6664,M_gal1p_e,M_gal1p_p
6665,M_gagicolipa_c,M_ggagicolipa_c
6666,M_gagicolipa_c,M_h_c
6667,M_gagicolipa_c,M_udp_c
6668,M_udpg_c,M_ggagicolipa_c
6669,M_udpg_c,M_h_c
6670,M_udpg_c,M_udp_c
6671,M_glyc2p_p,M_glyc_p
6672,M_glyc2p_p,M_pi_p
6673,M_h2o_p,M_glyc_p
6674,M_h2o_p,M_pi_p
6675,M_h2o_p,M_g1p_p
6676,M_h2o_p,M_h_p
6677,M_h2o_p,M_ump_p
6678,M_udpg_p,M_g1p_p
6679,M_udpg_p,M_h_p
6680,M_udpg_p,M_ump_p
6681,M_o2s_e,M_o2s_p
6682,M_atp_c,M_adp_c
6683,M_atp_c,M_h_c
6684,M_atp_c,M_phhlipa_c
6685,M_hhlipa_c,M_adp_c
6686,M_hhlipa_c,M_h_c
6687,M_hhlipa_c,M_phhlipa_c
6688,M_adphep_LD_c,M_adp_c
6689,M_adphep_LD_c,M_h_c
6690,M_adphep_LD_c,M_hphhlipa_c
6691,M_phhlipa_c,M_adp_c
6692,M_phhlipa_c,M_h_c
6693,M_phhlipa_c,M_hphhlipa_c
6694,M_atp_c,M_adp_c
