(15.43379999999996,282)
(-1.7793999999999994,26)
(-3.4673299999999974,118)
(-3.5910299999999977,132)
(14.052599999999973,276)
(-1.5728,24)
(-2.2713999999999994,30)
(16.153619999999957,290)
(-0.8330999999999991,60)
(-0.0025,5)
(-3.105199999999998,118)
(-2.9963999999999995,32)
(1.1630000000000043,358)
(-1.6746999999999999,34)
(-0.40133000000000024,56)
