BiGG,MNXM,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
M_pnto__R_c,MNXM734864,10.039223789052658,-1.3155054799697663,10.039223789052658,0.1599848828420256,0.36921656954876714,218.22899999999998,202.10099999999997,218.10339619191,88,0,0.21072928430670856,-0.5500989207676146,0.5500989207676146,0.21072928430670856,1.5333333333333334,2.066666666666667,2.466666666666667,16.3659067762668,9.872754388018372,2.306238665611952,-2.261351059492403,2.1952098645053417,-2.3894650699649014,5.791885876716598,-0.304888935145058,4.302546443092552,248.88725879004696,12.060477932315068,8.804021575676828,8.804021575676828,6.808566297394197,4.530573358120832,4.530573358120832,3.9111595740947975,3.9111595740947975,1.9820362615394314,1.9820362615394314,0.7841612484668018,0.7841612484668018,-1.14,1165.540621343829,13.860000000000001,5.670840567860766,4.754859733976717,87.89256753769035,25.220646763434644,6.103966387748303,0.0,5.897745344357611,0.0,0.0,4.992404732635669,0.0,0.0,0.0,13.847474399381248,0.0,24.349873786187214,6.606881964512918,25.220646763434644,11.86705063230946,0.0,0.0,10.407395202032449,26.372262410055562,13.151638370425493,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,46.442237575005365,4.794537184071822,5.41499046939678,20.268296022307258,4.992404732635669,0.0,0.0,0.0,113.18,23.386007489454546,20.11411936859394,0.0,19.572459993351504,0.0,0.0,0.0,13.847474399381248,0.0,4.992404732635669,5.106527394840706,0.0,0.0,13.50795064090451,37.715707606345006,-0.9215705309901736,-1.8492979707315014,0.0,-1.6385872543461835,2.6024641754850086,0.0,0.7777777777777778,15,3,6,0,0,0,0,0,0,5,3,6,6,0,0,0,0,-1.5376999999999987,51.42840000000003,1,3,3,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_kdo_c,MNXM734869,10.593018156336608,-2.024586613966574,10.593018156336608,0.8617269778281678,0.2755114937629265,237.18399999999997,224.07999999999996,237.06159095591002,94,0,0.18045111530607216,-0.5417080037973748,0.5417080037973748,0.18045111530607216,1.0,1.4375,1.8125,16.392059568042136,9.994776035191942,2.3067187558641917,-2.2474105551406987,2.077219069798456,-2.4710555616793055,6.312273837518217,-0.29986074459312734,4.323412607915126,252.42286534333684,12.87831517751085,8.184427488022978,8.184427488022978,7.306636870238851,4.381445732222277,4.381445732222277,3.2132124077630704,3.2132124077630704,1.9476237782215033,1.9476237782215033,0.9572390894316686,0.9572390894316686,-1.06,2030.6902279128972,14.94,6.506858717965585,4.207165294209406,90.38229254186942,35.43370155311605,24.281204451196757,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,12.71084835226122,40.22823873718787,11.75255023431679,0.0,0.0,0.0,30.836687173919216,6.606881964512918,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,68.30793472402644,9.589074368143644,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,158.35,49.19611937274892,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.426109579362823,0.0,0.0,20.605013936130007,54.78114801167381,0.0,-3.471588220164608,0.0,-8.38618008314437,-0.8617269778281678,0.0,0.75,16,5,8,0,0,0,0,0,0,8,5,8,7,0,0,0,0,-4.868599999999996,45.744000000000014,1,5,5,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_doxrbcn_c,MNXM735003,13.651321520299016,-2.2251121425638924,13.651321520299016,0.04495900617473447,0.22100247806577933,544.5330000000004,514.2930000000003,544.1813372000898,208,0,0.2016312814501295,-0.5068479547044311,0.5068479547044311,0.2016312814501295,1.1538461538461537,1.8461538461538463,2.4871794871794872,16.6933323237703,9.715574702488894,2.4993029482516818,-2.4119068432684796,2.520933892789416,-2.713168220327718,6.310529474343765,-0.46625638438391226,1.6862632099701687,1376.5187409654495,28.386022388089117,21.33989377973271,21.33989377973271,18.427777117237827,12.486716692523535,12.486716692523535,10.256158105383633,10.256158105383633,7.880178936952934,7.880178936952934,5.810396511844776,5.810396511844776,-3.3900000000000006,374870204.0707537,27.187262938747462,9.662462759118538,4.111772825118512,222.0813970275671,45.47689331276586,41.60227549224458,17.85651662206509,5.783244946364939,0.0,0.0,14.383611552215466,0.0,0.0,0.0,12.13273413692322,12.990104268152233,29.531997720943004,42.42890641479113,59.860504864981316,17.34973483909482,0.0,0.0,0.0,62.43101960118041,13.716679505790452,51.579810155566804,0.0,17.248535499851716,10.470530430962235,0.0,17.248535499851716,0.0,86.73990246405228,20.68908471459793,0.0,68.83913015161657,18.19910120538483,0.0,0.0,0.0,207.68999999999997,95.66900423213335,39.91624852641899,0.0,34.4241394229979,0.0,0.0,25.30889874666236,6.923737199690624,0.0,5.733667477162185,14.210588861400147,17.078137074670884,0.0,39.76429098149872,53.797587470910784,0.3618422883212973,-3.709179482601199,3.902092480031433,-4.71504600526792,0.609654649281741,1.327287209820926,0.4444444444444444,39,8,12,2,1,3,2,0,2,11,6,12,5,0,1,1,5,-0.7154999999999989,130.45510000000007,0,3,2,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M_acolipa_c,MNXM735042,17.08690833736891,-7.207643228814792,17.08690833736891,0.03242521611728022,0.0067136086522734985,4307.340999999964,3987.8049999999757,4304.864301003476,1700,0,0.47462642280693274,-0.8619164986009697,0.8619164986009697,0.47462642280693274,0.23367697594501718,0.5326460481099656,0.9553264604810997,31.209242801722194,9.879458555559792,2.7297273368534714,-2.561776481340689,2.5959928147299176,-2.733989638388044,7.4722932086009095,-0.44464913689602886,0.9951792202576946,8644.730946601256,214.57385099344572,164.5200398111994,168.0977485751991,138.06427372166834,101.5626503728418,107.61413408954292,77.47048925708788,82.3611127014748,54.30976005667839,56.80411834273,37.64656913874678,40.25741142433672,-7.209999999999988,2.0273811605731745e+114,255.92043445367395,126.81901664537891,76.80478335474513,1682.6850272457518,455.58783688431123,371.81371523605634,87.68825352751914,17.36133345771179,7.822697123132171,47.345312521203915,51.82299513333722,13.695144854793988,0.0,0.0,375.42514759029586,70.08580087181394,44.94575136048208,148.00362990467065,505.3874999300089,84.87141619690685,0.0,0.0,15.718476942433522,993.1238778927973,92.49634750318086,0.0,0.0,0.0,36.159716054118185,0.0,0.0,31.290788492528684,896.639148315292,226.0203037583889,0.0,491.5028523797282,9.984809465271338,0.0,0.0,0.0,1709.6500000000005,730.3553621965648,277.430768631124,53.75838096872508,77.04985947511214,109.15396758974221,212.39002913332303,0.0,0.0,34.61868599845312,16.908546664961964,179.93201780732295,284.68756773500763,0.0,204.07465847724197,589.6394952917209,6.222012416203528,-31.56899656119941,-7.381640196163406,-189.41846501901094,-10.444979452856511,-27.504097135388477,0.9502762430939227,291,51,106,0,15,15,0,0,0,100,50,110,135,0,15,15,15,-14.193099999999834,967.2726000000041,3,43,43,0,0,0,0,0,3,3,7,7,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
M_dadp_c,MNXM735047,11.259928192632017,-5.789907368559174,11.259928192632017,0.036720560909548894,0.46808174535799585,408.1800000000001,396.08400000000006,408.01267096372993,144,0,0.27136774564175736,-0.7895094717435162,0.7895094717435162,0.27136774564175736,1.3461538461538463,2.076923076923077,2.769230769230769,31.270249360525707,10.169913265307773,2.36471139570604,-2.35053491430401,2.5034418875099753,-2.276460377736198,7.580919297724437,-0.3394202739291383,1.686753116601419,900.1438811576409,19.112519696192855,12.774796669721463,14.563651051721292,12.056261991000504,7.011047010868908,9.932233984229791,5.287039964727439,7.987290501216618,3.4984052597594943,5.563704224276318,2.4274454031871837,3.925301652979325,-1.4700000000000002,538077.7042964357,19.29598276684404,6.925010694070048,4.257087682972211,144.9667056634027,39.34608808070352,24.17588835086398,11.465039998602755,0.0,7.822697123132171,0.0,13.44277930234627,14.951935562841626,0.0,0.0,0.0,0.0,6.4208216229260096,26.860865550157932,42.48810025809624,32.62713496248336,0.0,19.519035210632982,0.0,24.856655569157486,12.340549441675103,12.654640149529083,0.0,0.0,20.41390228541961,5.817862777835028,0.0,15.645394246264342,43.440377345483206,22.70133805499811,0.0,12.64872279366088,12.654640149529083,0.0,11.16387793838399,0.0,220.85999999999996,40.68811015700874,28.91685877296079,0.0,12.238684400761038,11.16387793838399,0.0,17.22173979732044,0.0,0.0,23.78631409417703,10.470530430962235,36.185674735383905,0.0,43.81961844438442,10.007274777966742,6.342049608058051,0.14933009055182112,0.0,-0.4371954212425726,-0.7617091836734695,-11.193931940317784,0.5,26,3,14,0,1,1,0,2,2,14,2,16,6,0,1,1,3,-2.612799999999997,76.51920000000001,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_aconm_c,MNXM735058,10.71023148148148,-1.6651388888888883,10.71023148148148,0.3627314814814815,0.3412772955068164,186.11899999999997,180.07099999999997,186.01753507182002,72,0,0.33367214262192624,-0.5498014387213187,0.5498014387213187,0.33367214262192624,1.3076923076923077,1.8461538461538463,2.1538461538461537,16.523943094283638,10.157874753331184,2.086533300492373,-2.0566431313418616,2.0149399628221336,-2.264775959128585,5.977668857946261,-0.3042659005445392,4.645770536433846,264.15633251232987,10.430721420318147,6.733946793159352,6.733946793159352,5.968432912787327,3.1674502122316257,3.1674502122316257,2.02897835587421,2.02897835587421,1.0744540774685813,1.0744540774685813,0.6109807492173962,0.6109807492173962,-1.8499999999999999,463.5510984544975,11.150000000000002,4.914244097789473,4.566975732019171,73.42587971605512,24.538992111625106,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,6.076020106833881,17.963231440947126,13.079102829229383,29.333529295696927,17.90791586385555,0.0,0.0,0.0,6.4208216229260096,7.109797541277533,11.64912463690315,0.0,0.0,10.213054789681411,0.0,0.0,0.0,25.01771340513308,19.120474506015515,0.0,6.4208216229260096,11.64912463690315,0.0,0.0,0.0,106.55999999999999,29.90184201685082,24.596666341896878,0.0,0.0,6.076020106833881,7.109797541277533,0.0,0.0,0.0,4.736862953800049,0.0,4.124675925925926,0.0,30.751720521541948,20.04148904006047,-0.5254629629629626,-4.270416666666665,0.0,-0.4560648148148152,0.0,1.0007256235827664,0.2857142857142857,13,0,6,0,0,0,0,0,0,6,0,6,4,0,0,0,0,-3.0242999999999993,34.73,2,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_indole_c,MNXM735090,3.1195370370370368,1.2060185185185186,3.1195370370370368,1.2060185185185186,0.5439155908694729,117.15099999999998,110.09499999999998,117.057849224,44,0,0.04533934729771151,-0.3611762912891017,0.3611762912891017,0.04533934729771151,1.0,1.8888888888888888,2.7777777777777777,14.649928150899141,10.253540731635148,1.8616440572121364,-1.8272806035282254,2.085426823634758,-1.6127048350681639,5.782479110967436,1.4776825391303146,2.954659790285104,278.54542122074673,6.104448006685086,4.964101615137755,4.964101615137755,4.4663264951887856,2.9880338717125854,2.9880338717125854,2.064921349280117,2.064921349280117,1.4625176415169716,1.4625176415169716,0.9950141132135774,0.9950141132135774,-1.24,254.268989977729,4.621116323679656,1.6217242815493544,0.6166634028189337,53.322228072246475,4.9839785209472085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,17.518958351388015,11.713544289229338,0.0,0.0,10.902924932081056,0.0,4.9839785209472085,0.0,0.0,0.0,36.52867891392113,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,36.52867891392113,0.0,10.902924932081056,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,10.902924932081056,0.0,18.3295777085363,23.18307972633204,0.0,0.0,0.0,3.1195370370370368,1.2754629629629632,1.2060185185185186,0.0,10.283240740740741,1.949074074074074,0.0,0.0,0.0,9,1,1,0,0,0,1,1,2,0,1,1,0,0,0,0,2,2.1679,38.29870000000001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_all6p_c,MNXM735357,10.011963332143557,-5.304956057011282,10.011963332143557,0.08972682823129219,0.25906660767261297,258.11899999999997,247.03099999999995,258.01516572182004,96,0,0.15075482953097852,-0.7898733877845938,0.7898733877845938,0.15075482953097852,1.1875,1.6875,2.0625,31.204461312202152,10.046361336520487,2.2980783193634804,-2.311254986704015,2.2449539708052044,-2.4639831211392007,7.427291895733673,-0.34285747465514804,4.22168486231286,262.7248250995196,12.930721420318145,7.871167556953783,8.765594747953699,7.186557829466051,4.029051321116392,5.489644807796834,2.9181875754482602,4.0708136561953365,1.6368813324112577,2.1021802969280823,0.7763663643765222,1.1116735134606315,-0.38000000000000006,1712.5615882051748,15.62,6.378583805050231,5.635050485212928,90.15404211701438,44.09626541558274,24.41586555099321,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.429579087645088,44.09626541558274,14.108857646261725,0.0,0.0,0.0,24.41586555099321,6.606881964512918,0.0,0.0,0.0,9.78682320550495,0.0,0.0,7.822697123132171,57.735017617998494,13.883332630714968,0.0,0.0,0.0,0.0,0.0,0.0,170.41,38.8454446386383,19.146408674508102,0.0,6.286160523129555,0.0,0.0,0.0,0.0,0.0,4.5237471617118175,20.426109579362823,13.636560610355252,0.0,30.026757360866153,35.90638255070547,0.0,0.0,0.0,-8.036650801524313,-1.0892047745023934,-5.304956057011282,0.8333333333333334,16,4,9,0,0,0,0,0,0,9,4,10,7,0,0,0,0,-4.525799999999998,43.64970000000001,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_o2_c,MNXM735438,7.0,7.0,7.0,7.0,0.37829615354121426,31.998,31.998,31.98982924,12,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.706106781186545,15.291893218813449,0.7071067811865474,-0.7071067811865474,0.7406067811865472,-0.6736067811865474,4.074106781186547,2.659893218813453,2.0,0.0,2.0,0.8164965809277261,0.8164965809277261,1.0,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,2.0,1.6000000000000005,0.5999999999999998,-4.899999999999997,11.307062301569806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.929461356600067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.929461356600067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.929461356600067,0.0,0.0,0.0,0.0,0.0,34.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.929461356600067,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0.067,6.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_apg120_c,MNXM735474,12.61226972681391,-4.940674407537048,12.61226972681391,0.16101081112465576,0.027178818723253777,792.0650000000009,711.4250000000008,791.5443735899103,320,0,0.3057658044200655,-0.7561187221322062,0.7561187221322062,0.3057658044200655,0.46296296296296297,0.7777777777777778,1.1666666666666667,31.204696719387538,10.066274416704172,2.2190928220401385,-2.261097859608175,2.382439790791806,-2.306433231902152,7.4540581531178995,-0.23009388646659873,4.59368979737909,931.9472311515917,39.96391581222346,34.67324119436038,35.56766838536029,26.128559396607187,21.918616980448633,23.379210467129084,14.90574416892242,16.316569139416657,9.461974605190145,10.392572534223794,6.057461025919934,6.835488236129613,-1.52,190639532288.4797,52.480000000000004,38.35857833936233,37.406339330033525,328.8922483446233,33.258022182416966,19.31773031677414,6.103966387748303,0.0,7.822697123132171,17.90791586385555,18.948659837146796,0.0,0.0,0.0,174.87093054929616,19.26246486877803,19.26246486877803,13.213763929025836,52.20668201956376,25.730612986987722,0.0,0.0,0.0,225.60379306234884,26.427527858051672,0.0,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,61.649903892244524,42.20674302197058,0.0,213.39586028685224,0.0,0.0,0.0,0.0,157.71999999999997,57.75919165602307,28.948598834739975,0.0,25.869346833290948,19.26246486877803,57.787394606334104,96.31232434389018,0.0,0.0,20.771211599071872,23.258083184823782,38.112195999796874,0.0,49.53871428695193,10.135763788394442,0.0,-1.434481100864209,0.0,28.023974060800338,4.536729594679886,-4.940674407537048,0.9285714285714286,54,1,11,0,0,0,0,0,0,11,1,12,41,0,0,0,0,10.609799999999993,212.84729999999905,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
M_apg140_c,MNXM735476,12.711854925607536,-4.951129501265485,12.711854925607536,0.1626060831096423,0.02683864588172064,876.2270000000004,783.4910000000006,875.6382739739103,356,0,0.3057658044200655,-0.7561187221322062,0.7561187221322062,0.3057658044200655,0.4166666666666667,0.7,1.05,31.204697261125567,10.053193413318231,2.219690901447182,-2.2610983516748497,2.382740333763139,-2.306433251087052,7.4540635248679274,-0.23009527008043304,4.570787816355203,1026.2788461088678,44.206556499342724,38.91588188147964,39.810309072479555,29.128559396607187,24.918616980448633,26.379210467129084,17.027064512482063,18.437889482976306,10.961974605190138,11.892572534223786,7.118121197699753,7.896148407909433,-1.52,3507166725708.8604,58.480000000000004,44.10177588680428,43.141352537889574,367.08190103100293,33.258022182416966,19.31773031677414,6.103966387748303,0.0,7.822697123132171,17.90791586385555,18.948659837146796,0.0,0.0,0.0,213.39586028685224,19.26246486877803,19.26246486877803,13.213763929025836,52.20668201956376,25.730612986987722,0.0,0.0,0.0,264.12872279990495,26.427527858051672,0.0,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,61.649903892244524,42.20674302197058,0.0,251.92079002440832,0.0,0.0,0.0,0.0,157.71999999999997,57.75919165602307,28.948598834739975,0.0,25.869346833290948,19.26246486877803,57.787394606334104,134.83725408144625,0.0,0.0,20.771211599071872,23.258083184823782,38.37741098643384,0.0,49.904940808611,10.200110389397812,0.0,-1.420879955647884,0.0,36.243539597313244,4.618229897379707,-4.951129501265485,0.9375,60,1,11,0,0,0,0,0,0,11,1,12,47,0,0,0,0,12.95039999999998,240.54929999999894,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
M_apg160_c,MNXM735478,12.791576572342715,-4.959774190385203,12.791576572342715,0.16366127278621057,0.026765155645531287,960.389,855.5570000000004,959.7321743579103,392,0,0.3057658044200655,-0.7561187221322062,0.7561187221322062,0.3057658044200655,0.3787878787878788,0.6363636363636364,0.9545454545454546,31.204697803243068,10.04432100219359,2.2202983639147735,-2.2610985365868785,2.3830562670505953,-2.306433253956661,7.454068918912652,-0.2300966505136192,4.547063749905815,1121.7087980992303,48.449197186462,43.15852256859892,44.05294975959883,32.12855939660719,27.918616980448633,29.379210467129084,19.148384856041712,20.559209826535945,12.461974605190138,13.392572534223786,8.178781369479573,8.956808579689254,-1.52,64327363283108.484,64.48000000000002,49.88697484155994,48.92030082504494,405.27155371738246,33.258022182416966,19.31773031677414,6.103966387748303,0.0,7.822697123132171,17.90791586385555,18.948659837146796,0.0,0.0,0.0,251.92079002440832,19.26246486877803,19.26246486877803,13.213763929025836,52.20668201956376,25.730612986987722,0.0,0.0,0.0,302.65365253746086,26.427527858051672,0.0,0.0,0.0,4.893411602752475,0.0,0.0,7.822697123132171,61.649903892244524,42.20674302197058,0.0,290.44571976196426,0.0,0.0,0.0,0.0,157.71999999999997,57.75919165602307,28.948598834739975,0.0,25.869346833290948,19.26246486877803,57.787394606334104,173.36218381900233,0.0,0.0,20.771211599071872,23.258083184823782,38.59240349373027,0.0,50.20063537009121,10.253261868138562,0.0,-1.4105544224818864,0.0,44.61970769452301,4.6765424086062675,-4.959774190385203,0.9444444444444444,66,1,11,0,0,0,0,0,0,11,1,12,53,0,0,0,0,15.290999999999965,268.2512999999991,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
