BiGG_iML1515
R_BWCOGDS1
R_RNTR4c2
R_RNTR3c2
R_BWCOS
R_BMOCOS
R_S2FE2ST
R_I4FE4SR
R_RNTR2c2
R_RNTR1c2
R_CDGR
R_MECDPDH5
R_ICYSDS
R_APG3PAT180
R_EX_5mtr_e
R_MEOHtex
R_APG3PAT161
R_APG3PAT160
R_ACPPAT180
R_ACPPAT161
R_ACPPAT141
R_REPHACCOAI
R_ETOHtrpp
R_PMEACPE
R_OPMEACPR
R_EGMEACPR
R_OGMEACPD
R_SELR
R_SELtex
R_CCGS
R_S4FE4SR
R_S2FE2SS
R_DOXRBCNtpp
R_DOXRBCNtex
R_SCYSDS
R_EX_LalaDglu_e
R_MEOHtrpp
R_MINCYCtpp
R_AOXSr2
R_MINCYCtex
R_RFAMPtex
R_EPMEACPR
R_OPMEACPD
R_APH160
R_APH140
R_APG3PAT181
R_FUSAtpp
R_CMtpp
R_3HPPtex
R_MOADSUx
R_APG3PAT141
R_MPTAT
R_LDGUNPD
R_APG3PAT140
R_ACPPAT140
R_FDH5pp
R_FDH4pp
R_K2L4Aabctex
R_3AMACHYD
R_CLIPAabctex
R_CTECOAI7
R_LALALGLUtpp
R_ACACT8r
R_CDGUNPD
R_S2FE2SR
R_LALADGLUtex
R_GLDBRAN2
R_XYLK2
R_DGUNC
R_LIPAabctex
R_OPMEACPS
R_OGMEACPR
R_OGMEACPS
R_THRA
R_FE3abcpp
R_ETHAt2pp
R_CD2tpp
R_MG2t3_2pp
R_MN2t3pp
R_FE2t3pp
R_CU2tpp
R_THYMtex
R_PSCLYStex
R_MALCOAMT
R_EX_slnt_e
R_SELGTHR3
R_SELGTHR
R_MTHTHFSs
R_CTECOAI6
R_CTECOAI8
R_HACD8
R_POR5
R_EX_ppal_e
R_CLt3_2pp
R_THYMt3pp
R_GALCTLO
R_GALCTNLt2pp
R_PPAtex
R_NI2t3pp
R_5MTRtex
R_MG2tpp
R_MN2tpp
R_UM3PL
R_DM_aacald_c
R_LPLIPAL2A181
R_FE2tpp
R_DALAt2pp
R_BALAt2pp
R_EX_anhgm_e
R_ALAt2pp
R_GLYt2pp
R_LPLIPAL2A180
R_LPLIPAL2A161
R_LPLIPAL2A160
R_LPLIPAL2A140
R_OXCDC
R_COBALT2tpp
R_LYSt2pp
R_PSCLYSt2pp
R_LPLIPAL1A160pp
R_LPLIPAL1A161pp
R_PLIPA2G180pp
R_PLIPA2G120pp
R_TUNGStex
R_EX_psclys_e
R_EX_LalaDgluMdap_e
R_FRULYSt2pp
R_FRULYSE
R_PLIPA2E180pp
R_PLIPA2E161pp
R_GLYt4pp
R_CHLt2pp
R_CRNCAL2
R_DTARTD
R_EX_5dglcn_e
R_EX_LalaDgluMdapDala_e
R_5DGLCNtex
R_CRNDCAL2
R_FA100ACPHi
R_MALDt2_2pp
R_OROTt2_2pp
R_PPAt4pp
R_FA140ACPHi
R_FA80ACPHi
R_FA120ACPHi
R_AMMQLT8
R_OPHHX3
R_GDPMNP
R_EX_crn__D_e
R_OROTtex
R_MALDtex
R_FA160ACPHi
R_ARGt3pp
R_THRt2pp
R_FA141ACPHi
R_BGLA1
R_FA161ACPHi
R_NADH17pp
R_OBTFL
R_CTBTCAL2
R_CA2t3pp
R_EX_tungs_e
R_KDUI
R_LYSt3pp
R_ALAt4pp
R_EX_hom__L_e
R_DSERt2pp
R_EX_galctn__L_e
R_GALCTNLtex
R_GALCTNt2pp
R_5DGLCNt2rpp
R_GLYBt2pp
R_EX_tartr__D_e
R_NADH18pp
R_NADH16pp
R_ACOAD6f
R_ACOAD4f
R_ACOAD2f
R_ACOAD3f
R_CAt6pp
R_LPLIPAL2A120
R_PLIPA1A180pp
R_PLIPA1A161pp
R_PLIPA1A160pp
R_PLIPA1A141pp
R_EX_dopa_e
R_PLIPA1A140pp
R_ACOAD5f
R_PLIPA1A120pp
R_ACOAD8f
R_ACOAD7f
R_NADHPO
R_23DAPPAt2pp
R_COBALT2t3pp
R_EX_arbtn_e
R_NI2tpp
R_ZN2tpp
R_EX_cu_e
R_2MAHMP
R_UM4PL
R_PSSA120
R_OMMBLHX3
R_GTHRDabc2pp
R_GTHRDtex
R_EX_acser_e
R_TDSR2
R_CDAPPA120
R_3HAD180
R_3OAS180
R_PGSA120
R_G3PAT120
R_3OAR180
R_LPLIPAL1E120pp
R_LPLIPAL1A181pp
R_NTP11
R_12DGR181tipp
R_12DGR161tipp
R_PE181abcpp
R_EAR80x
R_LPLIPAL1A140pp
R_LPLIPAL1A120pp
R_EX_cys__D_e
R_PLIPA2G161pp
R_EAR60x
R_MLTGY4pp
R_PLIPA2G141pp
R_PLIPA2E120pp
R_MLTGY2pp
R_EX_ag_e
R_MLDEP2pp
R_DAGK181
R_DAGK180
R_PSD181
R_MLDEP1pp
R_EAR60y
R_EAR40x
R_DASYN120
R_AGPAT161
R_MDDEP2pp
R_MDDEP1pp
R_EX_cpgn_un_e
R_EX_skm_e
R_PAPA120
R_AGPAT141
R_AGPAT180
R_PSD120
R_EX_urate_e
R_3HAD160
R_3HAD140
R_3HAD100
R_3HAD60
R_DSERDHr
R_3OAR100
R_3OAR40
R_LSERDHr
R_3OAS120
R_3OAS100
R_3OAS80
R_3OAS121
R_EAR140y
R_2AGPA141tipp
R_2AGPA180tipp
R_ATHRDHr
R_2AGPA160tipp
R_EAR160x
R_EAR120x
R_EAR100x
R_LPLIPAL2E120
R_2AGPA140tipp
R_2AGPE181tipp
R_MLDCP1Bpp
R_MLDCP3App
R_3OAR80
R_3OAR60
R_CLPNH180pp
R_PLIPA2A160pp
R_PLIPA2A120pp
R_CGLYabcpp
R_TDSR1
R_DSBDR
R_DSBAO2
R_DSBAO1
R_GTHOXtex
R_PAPA161
R_PAPA141
R_3OAS160
R_3OAS60
R_PLIPA1E141pp
R_3HAD40
R_CGLYtex
R_EX_3cmp_e
R_MLTGY1pp
R_PAPA140
R_PE180abcpp
R_MDDEP4pp
R_MDDEP3pp
R_PE120abcpp
R_PGPP161pp
R_PA180abcpp
R_PA161abcpp
R_AGPAT181
R_DAGK161
R_DAGK141
R_DAGK160
R_DAGK140
R_PSSA181
R_PSSA160
R_PETNT161pp
R_PA141abcpp
R_LPLIPAL2G120
R_2AGPG120tipp
R_2AGPA181tipp
R_2AGPA161tipp
R_EX_23ccmp_e
R_2AGPE161tipp
R_2AGPE141tipp
R_PAPA181
R_PAPA180
R_2AGPE180tipp
R_2AGPE160tipp
R_2AGPE140tipp
R_PAPA160
R_CFAS180G
R_EX_dcmp_e
R_CFAS180E
R_LPLIPAL2G160
R_LPLIPAL2G140
R_LPLIPAL2E160
R_PLIPA1G141pp
R_CFAS160E
R_PE140abcpp
R_EX_gal1p_e
R_PG120abcpp
R_PLIPA1G160pp
R_EX_o2s_e
R_G3PAT180
R_CLPNS141pp
R_CLPNS140pp
R_MDDCP4pp
R_12DGR120tipp
R_MLTGY3pp
R_MDDCP5pp
R_PGPP141
R_PGPP140
R_PGSA181
R_EX_12ppd__R_e
R_CLPNH140pp
R_PA140abcpp
R_PAPA181pp
R_EX_dump_e
R_PGP180abcpp
R_CLPNH120pp
R_PGPP181pp
R_PGPP120pp
R_12DGR180tipp
R_PGP160abcpp
R_PGP141abcpp
R_AM4PA
R_PG181abcpp
R_12DGR160tipp
R_PG180abcpp
R_12DGR140tipp
R_MLDCP2App
R_ACONTa
R_PG141abcpp
R_PG140abcpp
R_PSD141
R_PE161abcpp
R_PE160abcpp
R_LPLIPAL1G140pp
R_LPLIPAL1E161pp
R_LPLIPAL1E140pp
R_LPLIPAL1A180pp
R_LPLIPAL1A141pp
R_PGSA140
R_CDAPPA181
R_PE141abcpp
R_NTP12
R_AGM4PH
R_CDAPPA180
R_MICITDr
R_PSD140
R_PGPP181
R_PGPP161
R_PGPP180
R_EAR121x
R_3HAD141
R_3OAR161
R_3OAR141
R_EAR100y
R_PGPP160
R_3HAD181
R_PGSA161
R_PDE4
R_3OAR160
R_EAR160y
R_MLDCP1App
R_CDAPPA140
R_3OAR140
R_3OAS140
R_MLDCP2Bpp
R_PGSA160
R_AGPAT140
R_AGPAT160
R_G3PAT161
R_G3PAT160
R_G3PAT140
R_EAR161y
R_3OAS181
R_EX_gal_bD_e
R_GAMAN6Ptex
R_EAR40y
R_EAR140x
R_MDDCP3pp
R_F6Ptex
R_PLIPA2A181pp
R_PLIPA2A161pp
R_PLIPA2E160pp
R_PLIPA2E140pp
R_LPLIPAL1G120pp
R_MDDCP2pp
R_EX_progly_e
R_PROGLYtex
R_EX_o2_e
R_GTHRDHpp
R_LPLIPAL1G161pp
R_LPLIPAL1G160pp
R_LPLIPAL1E181pp
R_EAR121y
R_3HAD121
R_3OAR181
R_EAR120y
R_EAR80y
R_ASNS1
R_LPLIPAL1E180pp
R_LPLIPAL1E160pp
R_12PPDRtex
R_LALDO2x
R_LPLIPAL1E141pp
R_FADRx2
R_SUCDi
R_PLIPA2G181pp
R_CU1Opp
R_PLIPA2G160pp
R_3HAD161
R_CUtex
R_CA2tex
R_PPALtex
R_PLIPA2G140pp
R_PLIPA2E181pp
R_FE3HOXabcpp
R_PLIPA2E141pp
R_GAM6Pt6_2pp
R_PLIPA2A180pp
R_PLIPA2A141pp
R_PLIPA2A140pp
R_PPALtpp
R_F6Pt6_2pp
R_GLCP2
R_ACONTb
R_ACONIs
R_LPLIPAL1G181pp
R_LPLIPAL1G180pp
R_LPLIPAL1G141pp
R_COLIPAabcpp
R_PSD180
R_PSD161
R_PSD160
R_PSSA141
R_PSSA161
R_ASNtex
R_PSSA180
R_ALLTNtex
R_DAGK120
R_PGPP120
R_ALR4x
R_DM_oxam_c
R_AMPMS2
R_DHNAOT4
R_AGPAT120
R_EAR180y
R_SO4t2pp
R_AKGtex
R_EAR180x
R_DSBGGT
R_DSBCGT
R_3HAD120
R_3HAD80
R_3OAR120
R_FACOAE120
R_K2L4Aabcpp
R_DHORDfum
R_PYDAMK
R_SFGTHi
R_12PPDRtpp
R_MINOHPtexi
R_NAt3pp
R_GLCtex_copy2
R_EX_g1p_e
R_EX_pydx_e
R_EX_lipoate_e
R_DM_5drib_c
R_5DOAN
R_EX_dtmp_e
R_EX_alaala_e
R_PGSA141
R_MELIBt3ipp
R_PERD
R_MCTP1Bpp
R_CDAPPA141
R_CDAPPA160
R_MCTP2App
R_MCTP1App
R_RPI
R_DASYN141
R_MPTG2
R_DASYN180
R_MPTG
R_DASYN140
R_G3PAT181
R_AGMH
R_UDCPPtppi
R_OXAMTC
R_2DOXG6PP
R_G3PAT141
R_EAR181y
R_TPI
R_EAR181x
R_EAR141x
R_GPDDA3
R_MLTG5
R_GLYCK
R_EX_maltttr_e
R_CYTBO3_4pp
R_HG2t3pp
R_LPLIPAL2A141
R_PGM
R_PLIPA1A181pp
R_OMBZLM
R_GUI2
R_MDDCP1pp
R_PDX5PO2
R_PDX5POi
R_PFK
R_PPPGO3
R_EX_n2o_e
R_THIORDXi
R_DHBS
R_PHEt2rpp
R_EX_tsul_e
R_FORtex
R_SBTtex
R_GSNtex
R_EX_man6p_e
R_EX_3hpppn_e
R_FMNRx
R_EX_4hoxpacd_e
R_GSNt2pp
R_GAMptspp
R_EX_dgmp_e
R_ACGAM1PPpp
R_TPRDCOAS
R_FEOXAMtonex
R_ECAP3pp
R_23DAPPAtex
R_H2tpp
R_AACTOOR
R_FE3DHBZStonex
R_EX_cl_e
R_HYD1pp
R_FE3HOXUtex
R_HPYRI
R_PROtex
R_PAPA180pp
R_12PPDStpp
R_MALTHXtexi
R_PAPA161pp
R_G6Pt6_2pp
R_PAPA160pp
R_34dhpactex
R_PAPA141pp
R_EX_metsox_R__L_e
R_GGPTRCO
R_PAPA140pp
R_PAPA120pp
R_PGP140abcpp
R_FRUpts2pp
R_PG160abcpp
R_ALLtex
R_EX_manglyc_e
R_CLPNS161pp
R_CLPNS160pp
R_PLIPA1G161pp
R_PLIPA1G140pp
R_XYLUtex
R_THMtex
R_FLVRx
R_RIBtex
R_PLIPA1E180pp
R_D_LACt2pp
R_CLPNH181pp
R_AICART
R_CLPNH161pp
R_CLPNH160pp
R_CLPNH141pp
R_SERD_D
R_2AGPG160tipp
R_PGPP180pp
R_2AGPG140tipp
R_PGPP160pp
R_PGPP141pp
R_PGPP140pp
R_GTHRDabcpp
R_PROGLYabcpp
R_ADSL1r
R_AMPTASEPG
R_12DGR141tipp
R_PA181abcpp
R_2AGPGAT161
R_G3PCabcpp
R_G3PEabcpp
R_HEXt2rpp
R_ALAALAabcpp
R_PLIPA1G181pp
R_PA160abcpp
R_FACOAL161t2pp
R_FACOAL141t2pp
R_LPLIPAL2ATE181
R_LPLIPAL2ATE161
R_PLIPA1G180pp
R_PLIPA1E181pp
R_2AGPGAT140
R_2AGPEAT181
R_LPLIPAL2ATE141
R_LPLIPAL2ATE180
R_LPLIPAL2ATE160
R_EX_orot_e
R_LPLIPAL2ATE140
R_2AGPEAT180
R_ALAALAD
R_LPLIPAL2ATE120
R_2AGPGAT120
R_ALPATG160pp
R_HDCEAtexi
R_TTDCEAtexi
R_EX_gsn_e
R_FACOAE161
R_ALPATE160pp
R_CLPNS120pp
R_FACOAE141
R_URAt2pp
R_PLIPA1G120pp
R_PA120abcpp
R_PGP181abcpp
R_PGP161abcpp
R_CFAS160G
R_3OAR121
R_3OAS141
R_NO3tex
R_MALtex
R_PGP120abcpp
R_PG161abcpp
R_EX_cys__L_e
R_CLPNS181pp
R_PLIPA1E120pp
R_CLPNS180pp
R_FACOAE60
R_FACOAE80
R_FACOAE100
R_LPLIPAL2ATG181
R_LPLIPAL2ATG161
R_LPLIPAL2ATG180
R_LPLIPAL2ATG160
R_LPLIPAL2ATG141
R_LPLIPAL2ATG140
R_FACOAE180
R_2AGPGAT141
R_PSSA140
R_PGCD
R_PGSA180
R_2AGPGAT160
R_2AGPEAT141
R_2AGPEAT161
R_CDAPPA161
R_DASYN181
R_DASYN161
R_DASYN160
R_2AGPEAT120
R_2AGPEAT140
R_2AGPG181tipp
R_2AGPG161tipp
R_2AGPG141tipp
R_EAR161x
R_EAR141y
R_DHQS
R_3OAS161
R_2AGPGAT181
R_2AGPGAT180
R_T2DECAI
R_FACOAL181t2pp
R_ALAALAtex
R_KAS15
R_UPP3MT
R_ORNDC
R_IPDDI
R_2AGPG180tipp
R_2AGPA120tipp
R_LPLIPAL2G141
R_LPLIPAL2G180
R_YUMPS
R_LPLIPAL2E181
R_NTD11
R_AMALT4
R_LDH_D
R_LPLIPAL2E161
R_LPLIPAL2E141
R_QMO3
R_QMO2
R_G3PSabcpp
R_HISTP
R_GCALDD
R_GALCTND
R_G1PPpp
R_ECOAH7
R_DURADx
R_G3PIabcpp
R_G3PGabcpp
R_PANTS
R_AACPS7
R_2AGPEAT160
R_AACPS6
R_HXCT
R_2AGPE120tipp
R_LPLIPAL2G181
R_LPLIPAL2G161
R_LPLIPAL2E180
R_AACPS9
R_AACPS8
R_PLIPA1E161pp
R_GALKr
R_PLIPA1E160pp
R_LPLIPAL2E140
R_PLIPA1E140pp
R_LPLIPAL2ATG120
R_GPDDA4
R_GDMANE
R_PRAIS
R_NTP10
R_LALDO3
R_ACSERtex
R_ACSERtpp
R_DTMPtex
R_DGMPtex
R_DCMPtex
R_DAMPtex
R_NTP1
R_EX_34dhpac_e
R_EX_peamn_e
R_EX_g3ps_e
R_CYStpp
R_CYSDDS
R_SUCBZL
R_SUCOAS
R_SHCHF
R_EX_g3pi_e
R_EX_g3pg_e
R_EX_g3pc_e
R_LDH_D2
R_SO2tpp
R_SO2tex
R_HOMtex
R_EX_feoxam_un_e
R_PPPGO
R_AGM3PApp
R_EX_fe3dhbzs_e
R_EX_tcynt_e
R_EX_aso3_e
R_HOMt2pp
R_AGM3PH
R_EX_isetac_e
R_CPPPGO2
R_EX_dimp_e
R_CYSSADS
R_EX_damp_e
R_EX_xmp_e
R_R5PP
R_EX_pser__L_e
R_EX_14glucan_e
R_EX_udpglcur_e
R_EX_udpgal_e
R_EX_udpg_e
R_EX_udpacgal_e
R_Kt3pp
R_EX_uacgam_e
R_ALDD3y
R_HEPK2
R_HEPT3
R_HEPK1
R_O2Stex
R_EX_tyrp_e
R_EX_cyan_e
R_EX_acgal1p_e
R_UDPGPpp
R_G2PPpp
R_GLCTR2
R_GAL1Ptex
R_MNtex
R_GALT1
R_GLCabcpp
R_RHAT1
R_MNt2pp
R_SKMtex
R_ZN2t3pp
R_CUt3
R_ADNK1
R_G1Ptex
R_UMPtex
R_MOAT3C
R_G3PCtex
R_G3PEtex
R_G3PGtex
R_CD2abcpp
R_G3PItex
R_IMPtex
R_GMPtex
R_EX_dms_e
R_EX_so2_e
R_EX_acgal_e
R_EX_pydxn_e
R_EX_fald_e
R_HXAND
R_CYSDabcpp
R_CYSDtex
R_CLtex
R_EX_thrp_e
R_ALAALAr
R_FECRMUtex
R_HEPT2
R_MLTP1
R_AMALT2
R_ALR2
R_GLCATr
R_EX_glcur1p_e
R_CU2tex
R_MCITD
R_FALDtex
R_HEPT1
R_ULA4Ntppi
R_UPLA4FNF
R_UPLA4FNT
R_PDE1
R_ACGS
R_DKGLCNR2x
R_EX_galt_e
R_NTD11pp
R_EX_acgam1p_e
R_ULA4NFT
R_UDPKAAT
R_MALTptspp
R_ANHGMtex
R_EX_pppn_e
R_EX_12ppd__S_e
R_3PEPTtex
R_XMPtex
R_DUMPtex
R_CMPtex
R_EX_dmso_e
R_ARGORNt7pp
R_ACACT1r
R_EX_na1_e
R_EX_k_e
R_EX_his__L_e
R_EX_pacald_e
R_EX_g3pe_e
R_GTHS
R_TYMtex
R_GLNS
R_MMCD
R_G6PP
R_EX_etoh_e
R_EX_csn_e
R_AMAOTr
R_PUNP4
R_UDPGDC
R_MLTG4
R_EX_malthx_e
R_GALCTD
R_NTD8
R_EX_cmp_e
R_MANptspp
R_AACPS5
R_EX_halipa_e
R_DPR
R_MTAN
R_EX_glyc2p_e
R_EX_r5p_e
R_FORt2pp
R_CELBpts
R_NTP5
R_NO3R1pp
R_HYD3pp
R_EX_ddca_e
R_DUTPDP
R_DADK
R_EX_nh4_e
R_H2St1pp
R_DMSOR2pp
R_MTHFR2
R_PDH
R_IG3PS
R_E4PD
R_ABUTD
R_OMCDC
R_EX_uri_e
R_EX_thr__L_e
R_EX_phe__L_e
R_GUAPRT
R_GLUSy
R_SADH
R_EX_so4_e
R_PPK
R_H2Stex
R_ASO3t8pp
R_THRA2
R_DGSNtex
R_NNDMBRT
R_EX_mobd_e
R_EX_inost_e
R_ARBTNabcpp
R_ACNAMtex
R_ACACtex
R_EX_gam_e
R_DCYTtex
R_SHKK
R_TYRTA
R_HACD3
R_EX_no2_e
R_XAND
R_NMNN
R_EX_mal__L_e
R_PRAIi
R_EX_cit_e
R_DHFR
R_DCAtex
R_ANHMK
R_EX_asn__L_e
R_RNDR2
R_HPPPNt2rpp
R_GUAt2pp
R_GLYCLTt2rpp
R_GALabcpp
R_CRNCAR
R_GTPDPDP
R_AGM4PCPpp
R_MTRPOX
R_ETOHtex
R_DHAtex
R_SELNPS
R_EX_pnto__R_e
R_NAMNPP
R_4PEPTtex
R_DADNtex
R_GLYOX
R_CYTDtex
R_NTD3
R_EX_malt_e
R_THRD_L
R_EX_mnl_e
R_NADPPPS
R_CYStex
R_ATPM
R_XTSNtex
R_ACONMT
R_THDPS
R_NTPP5
R_HG2tex
R_CYNTtex
R_SPMDabcpp
R_HSTPT
R_EX_ala__D_e
R_EX_h2o_e
R_ACMUMptspp
R_GLCURt2rpp
R_PTRCORNt7pp
R_PPPNt2rpp
R_GLYC3Pabcpp
R_XANt2pp
R_UREAtpp
R_GLCt2pp
R_GLCRt2rpp
R_GLCptspp
R_GLCNt2rpp
R_DAAD
R_LYSDC
R_GLYCLTDy
R_CSNtex
R_ZN2abcpp
R_GALURt2rpp
R_GALTptspp
R_23PDE7pp
R_GLUDy
R_MEPCT
R_HYPOE
R_FHL
R_RMK
R_3NTD9pp
R_3NTD2pp
R_3NTD4pp
R_DMStex
R_3NTD7pp
R_HMBS
R_GNK
R_EX_glcr_e
R_EX_hdca_e
R_DIMPtex
R_PPA2
R_NTD12pp
R_FALGTHLs
R_PPDOy
R_DHPTPE
R_DINStex
R_14GLUCANtexi
R_14GLUCANabcpp
R_ARBt3ipp
R_PPK2
R_LCTSt3ipp
R_COBALT2tex
R_LYSabcpp
R_ACGK
R_EX_etha_e
R_CRNtex
R_GLYALDtpp
R_GLUt4pp
R_CBIAT
R_HISt2rpp
R_HISabcpp
R_HCINNMt2rpp
R_GLUt2rpp
R_GLUABUTt7pp
R_GLUabcpp
R_CO2tex
R_GLNabcpp
R_H2Otpp
R_GLYCtpp
R_GLYCLTt4pp
R_CD2tex
R_MMETt2pp
R_Zn2tex
R_MG2tex
R_FE3tex
R_MMETtex
R_GLYC3Pt6pp
R_GLYBabcpp
R_CHLtex
R_FALDH2
R_HCYSMT2
R_4PCPpp
R_MG2uabcpp
R_NI2abcpp
R_COBALT2abcpp
R_CU2abcpp
R_FE3HOXtonex
R_4PCP
R_AGM4PCP
R_EX_hacolipa_e
R_BUTtex
R_EX_enlipa_e
R_FACOAL140t2pp
R_GLYCAtex
R_GLYCAt2rpp
R_FACOAL120t2pp
R_GPDDA2pp
R_GPDDA4pp
R_GPDDA3pp
R_O16AP1pp
R_O16AUNDtpp
R_O16GLCT2
R_O16GALFT
R_O16AT
R_ECAtpp
R_RIBabcpp
R_FACOAL100t2pp
R_ASCBtex
R_INSH
R_ARGtex
R_ARBtex
R_FRUURtex
R_FRUURt2rpp
R_METOX2s
R_XTSNH
R_METOX1s
R_AMPtex
R_EX_frulys_e
R_MANGLYCtex
R_DALAtex
R_BALAtex
R_ALAtex
R_AGMtex
R_ASO3tex
R_ASR
R_GLBRAN2
R_NADPHQR4
R_NADPHQR3
R_NADPHQR2
R_ADNtex
R_ADEtex
R_ALLULPE
R_ALLK
R_ALLPI
R_URIH
R_ARGDCpp
R_H2O2tex
