Source	BiGG	MNXM	Stuff	
bigg.metabolite:	gam6p	MNXM1104065	D-Glucosamine6-phosphate
bigg.metabolite:	lnlncgcoa	MNXM1104071	Gamma-linolenoyl-CoA
bigg.metabolite:	l2xser	MNXM1104073	(Gal)2-Xyl-L-Ser(protein)
bigg.metabolite:	mi13456p	MNXM1104075	1DmyoInositol13456pentakisphosphate
bigg.metabolite:	pail_hs	MNXM1104079	Phosphatidylinositol(homosapiens)
bigg.metabolite:	cholcoa	MNXM1104082	Choloyl-CoA(4-)
bigg.metabolite:	 bildglcur	MNXM1104084	Bilirubinbeta-diglucuronide
bigg.metabolite:	xoltri27	MNXM1104086	7-alpha,27-Dihydroxycholesterol
bigg.metabolite:	xoltetrol	MNXM1104088	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane
bigg.metabolite:	sphs1p	MNXM1104091	Sphingosine1-phosphate
bigg.metabolite:	dhcholestancoa	MNXM1104095	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
bigg.metabolite:	M00012	MNXM1104099	11Z,14Z,17Z-EicosatrienoylCoenzymeA
bigg.metabolite:	unagamuf	MNXM1104103	Undecaprenyl-diphosphoN-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose
bigg.metabolite:	cholcoaone	MNXM1104105	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA
bigg.metabolite:	core4	MNXM1104107	Core4
bigg.metabolite:	M00067	MNXM1104109	(2E)-TricosenoylCoenzymeA
bigg.metabolite:	dmhptcoa	MNXM1104111	2,6dimethylheptanoyl-CoA
bigg.metabolite:	T_antigen	MNXM1104113	Tantigen(core1)
bigg.metabolite:	adpcoa	MNXM1104115	Adipoyl-CoA||5-Carboxypentanoyl-CoA
bigg.metabolite:	dhcholoylcoa	MNXM1104117	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA
bigg.metabolite:	seahcys	MNXM1104119	Se-Adenosylselenohomocysteine
bigg.metabolite:	M03047	MNXM1104122	TricosanoylCoenzymeA
bigg.metabolite:	HC01162	MNXM1104124	(2R,4S,5R,6R)-2-[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphinato)oxy]-4-hydroxy-5-(2-hydroxyacetamido)-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylate
bigg.metabolite:	cmpglna	MNXM1104124	CMP-N-glycoloylneuraminate
bigg.metabolite:	ga1_hs	MNXM1104126	GA1(homosapiens)
bigg.metabolite:	ga2_hs	MNXM1104128	GA2(homosapiens)
bigg.metabolite:	malthp	MNXM1104130	Maltoheptaose
bigg.metabolite:	HC02027	MNXM1104132	Cholesterol-ester-arach
bigg.metabolite:	xolest204_hs	MNXM1104132	CholesterylArachidonate,Cholesterol-Ester(20:4,Delta5,8,11,14)
bigg.metabolite:	estroneglc	MNXM1104134	Estrone3-glucosiduronicacid
bigg.metabolite:	tststeroneglc	MNXM1104136	Testosterone3-glucosiduronicacid
bigg.metabolite:	M00170	MNXM1104140	(S)-3-Hydroxy-11-Cis-OctadecenoylCoenzymeA
bigg.metabolite:	CE4818	MNXM1104142	3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA
bigg.metabolite:	dhocholoylcoa	MNXM1104148	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane
bigg.metabolite:	acnamp	MNXM1104151	N-Acetylneuraminate9-phosphate
bigg.metabolite:	egme	MNXM1104153	Ecgoninemethylester
bigg.metabolite:	gdpddman	MNXM1104155	GDP-4-dehydro-6-deoxy-D-mannose
bigg.metabolite:	CE5794	MNXM1104163	NeuromedinB||Gly-Asn-Leu
bigg.metabolite:	HC01412	MNXM1104173	(2E)-TetradecenoylCoenzymeA
bigg.metabolite:	td2coa	MNXM1104173	Trans-Tetradec-2-enoyl-CoA
bigg.metabolite:	tetdece1coa	MNXM1104173	Tetradecenoyl-CoA||(2E)-Tetradecenoyl-CoA
bigg.metabolite:	thcholoylcoa	MNXM1104176	3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA
bigg.metabolite:	C04717	MNXM1104179	13(S)-HPODE(1-)
bigg.metabolite:	sucr	MNXM1104180	Sucrose
bigg.metabolite:	itaccoa	MNXM1104182	ItaconylCoA
bigg.metabolite:	coke	MNXM1104184	Cocaine
bigg.metabolite:	rml1p	MNXM1104186	L-Rhamnulose1-phosphate
bigg.metabolite:	gdpmann	MNXM1104188	GDP-D-mannose
bigg.metabolite:	prostg1	MNXM1104200	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate
bigg.metabolite:	retncoa	MNXM1104202	Retncoac
bigg.metabolite:	micit	MNXM1104204	Methylisocitrate
bigg.metabolite:	cytd	MNXM1104207	Cytidine
bigg.metabolite:	pail35p_hs	MNXM1104211	Phosphatidylinositol-3,5-bisphosphate(Homosapiens)
bigg.metabolite:	HC02110	MNXM1104216	4Alpha-Methylzymosterol
bigg.metabolite:	whtststerone	MNXM1104220	Whydroxytestosterone||19-Hydroxytestosterone
bigg.metabolite:	hnifedipine	MNXM1104221	Hnifedipinec
bigg.metabolite:	2ommbl	MNXM1104227	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol
bigg.metabolite:	digalside_hs	MNXM1104229	Digalactosylceramide
bigg.metabolite:	hmgcoa	MNXM1104235	HydroxymethylglutarylCoA
bigg.metabolite:	cdpdag_hs	MNXM1104245	CDPdiacylglycerol(homosapiens)
bigg.metabolite:	spc_hs	MNXM1104253	Sphingosylphosphorylcholine(homosapiens)
bigg.metabolite:	M00063	MNXM1104255	(2E)-PentenoylCoenzymeA
bigg.metabolite:	2ddecdicoa	MNXM1104257	2,6-DodecadienoylCoenzymeA
bigg.metabolite:	C05279	MNXM1104257	Trans,Cis-Lauro-2,6-DienoylCoenzymeA
bigg.metabolite:	ethmalcoa	MNXM1104259	EthylmalonylCoenzymeA
bigg.metabolite:	pail34p_hs	MNXM1104261	Phosphatidylinositol-3,4-bisphosphate(Homosapiens)
bigg.metabolite:	accoa	MNXM1104266	Acetyl-CoA
bigg.metabolite:	 b2coa	MNXM1104270	Crotonoyl-CoA
bigg.metabolite:	2omhmbl	MNXM1104278	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol
bigg.metabolite:	aqcobal	MNXM1104280	Aquacob(III)alamin
bigg.metabolite:	tdcoa	MNXM1104283	Tetradecanoyl-CoA(n-C14:0CoA)
bigg.metabolite:	tchola	MNXM1104296	Taurocholicacid
bigg.metabolite:	 btcoa	MNXM1104300	Butanoyl-CoA
bigg.metabolite:	 btamp	MNXM1104306	Biotinyl5AMP
bigg.metabolite:	dtdp4d6dm	MNXM1104310	DTDP-4-dehydro-6-deoxy-L-mannose
bigg.metabolite:	CE5656	MNXM1104314	Lipoyl-AMP(1-)
bigg.metabolite:	malt6p	MNXM1104316	Maltose6'-phosphate
bigg.metabolite:	 bzcoa	MNXM1104318	BenzoylCoenzymeA
bigg.metabolite:	thfglu	MNXM1104336	TetrahydrofolylGlu2
bigg.metabolite:	hhlipa	MNXM1104340	Heptosyl-heptosyl-kdo2-lipidA
bigg.metabolite:	stcoa	MNXM1104352	Stearoyl-CoA(n-C18:0CoA)
bigg.metabolite:	3hadicoa	MNXM1104364	3-Hydroxy-AdipoylCoenzymeA
bigg.metabolite:	3hadpcoa	MNXM1104364	(3S)-3-Hydroxyadipyl-CoA
bigg.metabolite:	moco	MNXM1104368	Molybdenumcofactor
bigg.metabolite:	udpxyl	MNXM1104370	UDP-D-xylose
bigg.metabolite:	M02694	MNXM1104372	PentanoylCoenzymeA
bigg.metabolite:	pentcoa	MNXM1104372	PentanoylCoenzymeA
bigg.metabolite:	sql	MNXM1104376	Squalene
bigg.metabolite:	xmp	MNXM1104385	Xanthosine5'-phosphate
bigg.metabolite:	M02977	MNXM1104387	TetraHCA
bigg.metabolite:	4ampm	MNXM1104391	4-Amino-2-methyl-5-phosphomethylpyrimidine
bigg.metabolite:	5mthf	MNXM1104393	5-Methyltetrahydrofolate
bigg.metabolite:	preq1	MNXM1104395	7-aminomethyl-7-deazaguanine
bigg.metabolite:	CE5726	MNXM1104397	ProstaglandinPGE21-glycerylester
bigg.metabolite:	cdpdhdecg	MNXM1104403	CDP-1,2-dihexadecanoylglycerol
bigg.metabolite:	c226coa	MNXM1104405	CervonylcoenzymeA
bigg.metabolite:	seasmet	MNXM1104411	Se-Adenosylselenomethionine
bigg.metabolite:	M02197	MNXM1104413	N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide
bigg.metabolite:	phsph1p	MNXM1104415	Phytosphingosine-1-Phosphate
bigg.metabolite:	lcts	MNXM1104432	Lactose
bigg.metabolite:	ddcacoa	MNXM1104435	Dodecanoyl-CoA(n-C12:0CoA)
bigg.metabolite:	HC01446	MNXM1104439	3-Ketolactose
bigg.metabolite:	CE2251	MNXM1104443	3-oxoicosanoyl-CoA(4-)
bigg.metabolite:	dmnoncoa	MNXM1104447	4,8dimethylnonanoyl-CoA
bigg.metabolite:	glutcoa	MNXM1104451	Glutaryl-CoAmitochondria
bigg.metabolite:	prpp	MNXM1104453	5-Phospho-alpha-D-ribose1-diphosphate
bigg.metabolite:	3mb2coa	MNXM1104459	3-Methylbut-2-enoyl-CoA
bigg.metabolite:	sbt6p	MNXM1104463	D-Sorbitol6-phosphate
bigg.metabolite:	CE1589	MNXM1104465	Deoxycholoyl-CoA
bigg.metabolite:	fucacgalfucgalacglcgalgluside_hs	MNXM1104469	(Gal)2(GalNAc)1(Glc)1(GlcNAc)1(LFuc)2(Cer)1
bigg.metabolite:	galacgalfuc12gal14acglcgalgluside_hs	MNXM1104471	(Gal)3(GalNAc)1(Glc)1(GlcNAc)1(LFuc)1(Cer)1
bigg.metabolite:	acgalfucgalacglcgal14acglcgalgluside_hs	MNXM1104473	(Gal)3(GalNAc)1(Glc)1(GlcNAc)2(LFuc)1(Cer)1
bigg.metabolite:	acgalfucgalacgalfuc12gal14acglcgalgluside_hs	MNXM1104475	TypeIIIAglycolipid
bigg.metabolite:	fucfucgalacglcgalgluside_hs	MNXM1104477	Lebglycolipid
bigg.metabolite:	fucfuc12gal14acglcgalgluside_hs	MNXM1104479	Leyglycolipid
bigg.metabolite:	fuc12gal14acglcgalgluside_hs	MNXM1104481	TypeIIHglycolipid
bigg.metabolite:	fucgalacglcgal14acglcgalgluside_hs	MNXM1104483	VI2Fuc-nLc6
bigg.metabolite:	gm1b_hs	MNXM1104485	GM1b(homosapiens)
bigg.metabolite:	6pgl	MNXM1104491	6-phospho-D-glucono-1,5-lactone
bigg.metabolite:	arachdcoa	MNXM1104493	C20:4-CoA
bigg.metabolite:	eitetcoa	MNXM1104493	5,8,11,14-EicosatetraenoylCoenzymeA
bigg.metabolite:	tmtrdcoa	MNXM1104495	4,8,12-TrimethylTridecanoylCoenzymeA
bigg.metabolite:	gm1a_hs	MNXM1104499	GM1alpha(homosapiens)
bigg.metabolite:	fucgalacglc13galacglcgal14acglcgalgluside_hs	MNXM1104501	(Gal)4(Glc)1(GlcNAc)3(LFuc)1(Cer)1
bigg.metabolite:	galgbside_hs	MNXM1104503	Galactosylgloboside(homosapiens)
bigg.metabolite:	1a2425thvitd3	MNXM1104507	1-alpha,24R,25-TrihydroxyvitaminD3
bigg.metabolite:	dtdp4d6dg	MNXM1104509	DTDP-4-dehydro-6-deoxy-D-glucose
bigg.metabolite:	clpndcoa	MNXM1104511	ClupanodonylCoA
bigg.metabolite:	allul6p	MNXM1104516	Allulose6-phosphate
bigg.metabolite:	fprica	MNXM1104518	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
bigg.metabolite:	gbside_hs	MNXM1104520	Globoside(homosapiens)
bigg.metabolite:	gar	MNXM1104522	N1-(5-Phospho-D-ribosyl)glycinamide
bigg.metabolite:	malttr	MNXM1104527	Maltotriose
bigg.metabolite:	uacgam	MNXM1104529	UDP-N-acetyl-D-glucosamine
bigg.metabolite:	ibcoa	MNXM1104531	Isobutyryl-CoA
bigg.metabolite:	ivcoa	MNXM1104535	Isovaleryl-CoA
bigg.metabolite:	M00023	MNXM1104537	13Z,16Z-DocosadienoylCoenzymeA
bigg.metabolite:	dpcoa	MNXM1104543	Dephospho-CoA
bigg.metabolite:	adprib	MNXM1104545	ADPribose
bigg.metabolite:	pram	MNXM1104549	5-Phospho-beta-D-ribosylamine
bigg.metabolite:	adocbl	MNXM1104551	Adenosylcobalamin
bigg.metabolite:	paps	MNXM1104555	3'-Phosphoadenylylsulfate
bigg.metabolite:	idp	MNXM1104559	IDP
bigg.metabolite:	3ivcoa	MNXM1104561	3-HydroxyisovalerylCoenzymeA
bigg.metabolite:	phaccoa	MNXM1104563	Phenylacetyl-CoA
bigg.metabolite:	3ohodcoa	MNXM1104572	3-Oxooctadecanoyl-CoA
bigg.metabolite:	eicostetcoa	MNXM1104574	EicosatetranoylcoenzymeA
bigg.metabolite:	2maacoa	MNXM1104585	2-Methyl-3-acetoacetyl-CoA
bigg.metabolite:	mnl	MNXM1104590	D-Mannitol
bigg.metabolite:	estradiolglc	MNXM1104601	17beta-estradiol3-glucosiduronicacid
bigg.metabolite:	3h26dm5coa	MNXM1104611	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
bigg.metabolite:	M02107	MNXM1104615	HeptanoylCoenzymeA
bigg.metabolite:	hepcoa	MNXM1104615	HeptanoylCoenzymeA
bigg.metabolite:	M02451	MNXM1104617	Maltotetraose
bigg.metabolite:	maltttr	MNXM1104617	Maltotetraose
bigg.metabolite:	xser	MNXM1104619	Xyl-L-Ser(protein)
bigg.metabolite:	digalsgalside_hs	MNXM1104623	Digalactosylceramidesulfate
bigg.metabolite:	hcit	MNXM1104627	2Hydroxybutane124tricarboxylate
bigg.metabolite:	dc2coa	MNXM1104631	Trans-Dec-2-enoyl-CoA
bigg.metabolite:	hdd2coa	MNXM1104633	Trans-Hexadec-2-enoyl-CoA
bigg.metabolite:	leuktrF4	MNXM1104641	LeukotrieneF4cytosol
bigg.metabolite:	25aics	MNXM1104647	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate
bigg.metabolite:	2mb2coa	MNXM1104649	Trans-2-Methylbut-2-enoyl-CoA
bigg.metabolite:	ksi	MNXM1104651	KeratansulfateI
bigg.metabolite:	core2	MNXM1104657	Core2
bigg.metabolite:	dd2coa	MNXM1104661	Trans-Dodec-2-enoyl-CoA
bigg.metabolite:	tethex3coa	MNXM1104667	TetracosahexaenoylcoenzymeA
bigg.metabolite:	M02616	MNXM1104669	NonanoylCoenzymeA
bigg.metabolite:	noncoa	MNXM1104671	NonanoylCoenzymeA
bigg.metabolite:	prpncoa	MNXM1104673	Propenoyl-CoA
bigg.metabolite:	alaala	MNXM1104679	D-Alanyl-D-alanine
bigg.metabolite:	3hdcoa	MNXM1104681	(S)-3-Hydroxydecanoyl-CoA
bigg.metabolite:	3odcoa	MNXM1104685	3-Oxodecanoyl-CoA
bigg.metabolite:	3hmbcoa	MNXM1104693	(S)-3-Hydroxy-2-methylbutyryl-CoA
bigg.metabolite:	3oddcoa	MNXM1104695	3-Oxododecanoyl-CoA
bigg.metabolite:	3ohcoa	MNXM1104699	3-Oxohexanoyl-CoA
bigg.metabolite:	HC01408	MNXM1104699	3-Oxo-HexanoylCoenzymeA
bigg.metabolite:	udpg	MNXM1104702	UDPglucose
bigg.metabolite:	3hddcoa	MNXM1104711	(S)-3-Hydroxydodecanoyl-CoA
bigg.metabolite:	3ohdcoa	MNXM1104713	3-Oxohexadecanoyl-CoA
bigg.metabolite:	4hbzcoa	MNXM1104715	4hydroxybenoylCoA
bigg.metabolite:	hx2coa	MNXM1104717	Trans-Hex-2-enoyl-CoA
bigg.metabolite:	pailpalm_hs	MNXM1104719	1-Palmitoylglycerophosphoinositol
bigg.metabolite:	3hhcoa	MNXM1104721	(S)-3-Hydroxyhexanoyl-CoA
bigg.metabolite:	HC01407	MNXM1104721	3S-Hydroxy-HexanoylCoenzymeA
bigg.metabolite:	3hocoa	MNXM1104724	(S)-3-Hydroxyoctanoyl-CoA
bigg.metabolite:	HC01405	MNXM1104724	3S-Hydroxy-OctanoylCoenzymeA
bigg.metabolite:	3htdcoa	MNXM1104726	(S)-3-Hydroxytetradecanoyl-CoA
bigg.metabolite:	HC02210	MNXM1104732	Prostaglandin-d3
bigg.metabolite:	cbl2	MNXM1104738	CobIIalamin
bigg.metabolite:	kdo2lipid4	MNXM1104740	KDO(2)-lipidIV(A)
bigg.metabolite:	M03116	MNXM1104752	UndecanoylCoenzymeA
bigg.metabolite:	undcoa	MNXM1104752	UndecanoylCoenzymeA
bigg.metabolite:	udpgal	MNXM1104754	UDPgalactose
bigg.metabolite:	cbl1	MNXM1104756	Cob(I)alamin
bigg.metabolite:	adrncoa	MNXM1104760	AdrenylcoenzymeA
bigg.metabolite:	pecgoncoa	MNXM1104762	Pseudoecgonyl-CoA
bigg.metabolite:	phytcoa	MNXM1104764	Phytanoyl-CoA(4-)
bigg.metabolite:	3mgcoa	MNXM1104767	3-Methylglutaconyl-CoA
bigg.metabolite:	sectrna	MNXM1104770	L-Selenocysteinyl-tRNA(Sec)
bigg.metabolite:	phyt2ohcoa	MNXM1104772	2-Hydroxyphytanoyl-CoA
bigg.metabolite:	succoa	MNXM1104774	Succinyl-CoA
bigg.metabolite:	acgpail_hs	MNXM1104776	N-Acetyl-D-glucosaminylphosphatidylinositol
bigg.metabolite:	hpdcacoa	MNXM1104779	Heptadecanoylcoa
bigg.metabolite:	2mp2coa	MNXM1104781	2-Methylprop-2-enoyl-CoA
bigg.metabolite:	od2coa	MNXM1104783	Trans-Octadec-2-enoyl-CoA
bigg.metabolite:	lnlncacoa	MNXM1104785	Alpha-Linolenoyl-CoA
bigg.metabolite:	f1p	MNXM1104787	D-Fructose1-phosphate
bigg.metabolite:	phphtna	MNXM1104792	Pheophytina
bigg.metabolite:	lys__D	MNXM1104802	D-Lysine
bigg.metabolite:	HC02214	MNXM1104805	Prostaglandin-f1alpha
bigg.metabolite:	CE4980	MNXM1104807	ProstaglandinPGE2glycerylester
bigg.metabolite:	ugam	MNXM1104816	UDP-glucosamine
bigg.metabolite:	galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs	MNXM1104819	(Gal)6(Glc)1(GlcNAc)3(LFuc)2(Cer)1
bigg.metabolite:	ump	MNXM1104823	UMP
bigg.metabolite:	CE6244	MNXM1104833	S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione
bigg.metabolite:	CE6241	MNXM1104835	S-(9-deoxy-delta12-PGD2)-glutathione
bigg.metabolite:	CE6242	MNXM1104837	S-(PGJ2)-glutathione
bigg.metabolite:	xoltri24	MNXM1104855	7-alpha,24(S)-Dihydroxycholesterol
bigg.metabolite:	sheme	MNXM1104857	Siroheme
bigg.metabolite:	adpman	MNXM1104866	Adenosine-5'-Diphosphate-D-Mannose
bigg.metabolite:	arachcrn	MNXM1104870	Arachidylcarnitine
bigg.metabolite:	mn	MNXM1104872	Beta-1,4-mannose-N-acetylglucosamine
bigg.metabolite:	adocbip	MNXM1104880	Adenosylcobinamidephosphate
bigg.metabolite:	HC01700	MNXM1104882	Gamma-Glutamyl-3-aminopropiononitrile
bigg.metabolite:	gp1calpha_hs	MNXM1104886	GP1calpha(homosapiens)
bigg.metabolite:	udpglcur	MNXM1104890	UDP-D-glucuronate
bigg.metabolite:	4ahmmp	MNXM1104899	4-Amino-5-hydroxymethyl-2-methylpyrimidine
bigg.metabolite:	dec24dicoa	MNXM1104901	2,4-DecadienoylCoenzymeA
bigg.metabolite:	decdicoa	MNXM1104901	DecadienoylCoenzymeA
bigg.metabolite:	CE2947	MNXM1104908	Xanthurenate-8-O-beta-D-glucoside
bigg.metabolite:	stcrn	MNXM1104916	Stearoylcarnitine
bigg.metabolite:	phsphings	MNXM1104918	Phytosphingosine
bigg.metabolite:	psphings	MNXM1104920	Phytosphingosine
bigg.metabolite:	mi1346p	MNXM1104928	1D-myo-Inositol1,3,4,6-tetrakisphosphate
bigg.metabolite:	acglcgalacglcgal14acglcgalgluside_hs	MNXM1104934	(Gal)3(Glc)1(GlcNAc)3(Cer)1
bigg.metabolite:	gam1p	MNXM1104944	D-Glucosamine1-phosphate
bigg.metabolite:	15kprostgf2	MNXM1104949	15-Keto-ProstaglandinF2A
bigg.metabolite:	M03005	MNXM1104951	Trans,Cis,Cis,Cis-2,11,14,17-EicosatetraenoylCoenzymeA
bigg.metabolite:	4hexdtetcoa	MNXM1104955	4,7,10,13-HexadecatetraenoylCoenzymeA
bigg.metabolite:	 bhb	MNXM1104965	(R)-3-Hydroxybutanoate
bigg.metabolite:	tetdecdicoa	MNXM1104999	5,8-TetradecadienoylCoenzymeA
bigg.metabolite:	ttetddcoa	MNXM1104999	Trans5,8TetradecadienoylCoenzymeA
bigg.metabolite:	CE0785	MNXM1105000	Cis,Cis-Myristo-5,8-DienoylCoenzymeA
bigg.metabolite:	glc_D_B	MNXM1105026	Beta-D-Glucose
bigg.metabolite:	glc__bD	MNXM1105026	D-Glucose
bigg.metabolite:	Glc_aD	MNXM1105027	Alpha-D-glucose
bigg.metabolite:	glc__aD	MNXM1105027	AlphaD-glucose
bigg.metabolite:	glc__D	MNXM1105029	D-Glucose
bigg.metabolite:	dece4coa	MNXM1105050	4-DecenoylCoenzymeA
bigg.metabolite:	dd4coa	MNXM1105051	(4Z)-decenoyl-CoA
bigg.metabolite:	dec4coa	MNXM1105051	4cisdecenoylCoA
bigg.metabolite:	dxylnt	MNXM1105052	D-Xylonate
bigg.metabolite:	mevR	MNXM1105057	(R)-mevalonate
bigg.metabolite:	mev__R	MNXM1105057	RMevalonate
bigg.metabolite:	mmalsa	MNXM1105058	SMethylmalonatesemialdehyde
bigg.metabolite:	mmalsa__S	MNXM1105058	SMethylmalonatesemialdehyde
bigg.metabolite:	mmtsa	MNXM1105059	(S)-Methylmalonatesemialdehyde
bigg.metabolite:	1pyr5c	MNXM1105060	1-Pyrroline-5-carboxylate
bigg.metabolite:	pyr5carb	MNXM1105060	Pyrroline-5-carboxylate
bigg.metabolite:	stfrnA	MNXM1105063	StaphyloferrinA
bigg.metabolite:	Sptmyn	MNXM1105068	Spectinomycin
bigg.metabolite:	3AStrmyn	MNXM1105070	3''-Adenylylspectinomycin
bigg.metabolite:	C01836	MNXM1105073	Neurotensin
bigg.metabolite:	CE2917	MNXM1105086	Apelin-13
bigg.metabolite:	5hbzid	MNXM1105098	5-hydroxybenzimidazole
bigg.metabolite:	paf_hs	MNXM1105110	1-alkyl2-acteylglycerol3-phosphocholine(homosapiens)
bigg.metabolite:	prostgf2	MNXM1105114	ProstaglandinF2alpha
bigg.metabolite:	HC00955	MNXM1105116	L-3-Cyanoalanine
bigg.metabolite:	gullac	MNXM1105120	L-Gulono-1,4-lactone
bigg.metabolite:	tmndnccoa	MNXM1105681	TimnodonylcoenzymeA
bigg.metabolite:	5eipencoa	MNXM1105682	5,8,11,14,17-EicosapentenoylCoenzymeA
bigg.metabolite:	galam	MNXM1105683	DGalactosamine
bigg.metabolite:	gam	MNXM1105684	D-Glucosamine
bigg.metabolite:	ala__D	MNXM1105731	D-Alanine
bigg.metabolite:	ala__L	MNXM1105732	L-Alanine
bigg.metabolite:	galgluside_hs	MNXM1105733	Galactosylglucosylceramide
bigg.metabolite:	crn	MNXM1105737	L-Carnitine
bigg.metabolite:	c3dc	MNXM1105738	MalonylCarnitine
bigg.metabolite:	uacmamu	MNXM1105744	UDP-N-acetyl-D-mannosaminouronate
bigg.metabolite:	dopa4glcur	MNXM1105746	Dopamine-4-O-Glucuronide
bigg.metabolite:	CE2249	MNXM1105747	3-hydroxytetracosanoyl-CoA(4-)
bigg.metabolite:	adn	MNXM1105760	Adenosine
bigg.metabolite:	fadh2	MNXM1105762	Flavinadeninedinucleotidereduced
bigg.metabolite:	glcur	MNXM1105765	D-Glucuronate
bigg.metabolite:	HC01444	MNXM1105770	Galactosylglycerol
bigg.metabolite:	CE1273	MNXM1105771	5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol
bigg.metabolite:	CE1279	MNXM1105771	5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol
bigg.metabolite:	dttOX	MNXM1105777	Oxidizeddithiothreitol
bigg.metabolite:	CE2202	MNXM1105787	23S,25,26-trihydroxyvitaminD3
bigg.metabolite:	prostgd2	MNXM1105793	ProstaglandinD2
bigg.metabolite:	acgam1p	MNXM1105798	N-Acetyl-D-glucosamine1-phosphate
bigg.metabolite:	acgal1p	MNXM1105799	N-Acetyl-D-galactosamine1-phosphate
bigg.metabolite:	ppmi1346p	MNXM1105800	Diphosphoinositoltetrakisphosphate
bigg.metabolite:	fru	MNXM1105810	D-Fructose
bigg.metabolite:	gluala	MNXM1105815	5LGlutamylLalanine
bigg.metabolite:	glc1man	MNXM1105839	Glucose-1,3-mannoseoligosaccharide
bigg.metabolite:	man	MNXM1105842	D-Mannose
bigg.metabolite:	g6p_A	MNXM1105855	Alpha-D-glucose6phosphate
bigg.metabolite:	M01389	MNXM1105856	Beta-D-Glucose-6-Phosphate
bigg.metabolite:	g6p_B	MNXM1105856	BetaDglucose6phosphate
bigg.metabolite:	man6p	MNXM1105857	D-Mannose6-phosphate
bigg.metabolite:	g6p	MNXM1105858	D-Glucose6-phosphate
bigg.metabolite:	methsuccoa	MNXM1105876	Methyl-SuccinylCoenzymeA
bigg.metabolite:	acmana	MNXM1105881	N-Acetyl-D-mannosamine
bigg.metabolite:	pcrn	MNXM1105887	Propionyl-carnitine
bigg.metabolite:	pailar_hs	MNXM1105893	1-Arachidonoylglycerophosphoinositol
bigg.metabolite:	glac	MNXM1105901	D-glucurono-6,3-lactone
bigg.metabolite:	3hibutcoa	MNXM1105906	(S)-3-Hydroxyisobutyryl-CoA
bigg.metabolite:	HC01223	MNXM1105906	3-HydroxyisobutyrylCoenzymeA
bigg.metabolite:	3hbcoa	MNXM1105912	(S)-3-Hydroxybutanoyl-CoA
bigg.metabolite:	3hmp	MNXM1105921	3-Hydroxy-2-methylpropanoate
bigg.metabolite:	M00783	MNXM1105926	3-HydroxyhexacosanoylCoenzymeA
bigg.metabolite:	fmn	MNXM1105927	FMN
bigg.metabolite:	acgal	MNXM1105933	N-Acetyl-D-galactosamine
bigg.metabolite:	acgam	MNXM1105935	N-Acetyl-D-glucosamine
bigg.metabolite:	fad	MNXM1105936	Flavinadeninedinucleotideoxidized
bigg.metabolite:	oxadpcoa	MNXM1105939	3-Oxoadipyl-CoA
bigg.metabolite:	inost	MNXM1105941	Myo-Inositol
bigg.metabolite:	3oacoa	MNXM1105943	3-Oxoacyl-CoA
bigg.metabolite:	cmusa	MNXM1105947	2Amino3carboxymuconatesemialdehyde
bigg.metabolite:	dtdpglu	MNXM1105949	DTDPglucose
bigg.metabolite:	M00127	MNXM1105956	9E-OctadecenoicAcid
bigg.metabolite:	ocde9ecoa	MNXM1105956	9-OctadecenoylCoenzymeA
bigg.metabolite:	octdececoa	MNXM1105956	OctadecenoylCoenzymeA
bigg.metabolite:	odecoa	MNXM1105956	Octadecenoyl-CoA(n-C18:1CoA)
bigg.metabolite:	hexe3coa	MNXM1105962	3-HexenoylCoenzymeA
bigg.metabolite:	urate	MNXM1105965	Urate
bigg.metabolite:	adpglc	MNXM1105977	ADPglucose
bigg.metabolite:	air	MNXM1105983	5-amino-1-(5-phospho-D-ribosyl)imidazole
