BiGG,MNXM,MolWt,NumHeteroatoms,NumHAcceptors,NumValenceElectrons,MolMR,MolLogP,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,charge,NumHDonors
camp,MNXM243,328.201,12,11,118,68.08370000000001,-1.4493999999999994,0.2679224663709442,-0.7561112256999154,0.7561112256999154,0.2679224663709442,-1.0,2
msa,MNXM244,87.05399999999999,3,3,34,15.688,-1.6747000000000003,0.1250894577525463,-0.5497028903823098,0.5497028903823098,0.1250894577525463,-1.0,0
pheme,MNXM249,614.4830000000004,9,6,220,162.0539999999997,4.394940000000005,2.0,-0.65709569553653,2.0,0.65709569553653,-2.0,0
succ,MNXM25,116.07199999999996,4,4,46,19.247999999999998,-2.733599999999999,0.0417576436034463,-0.5501587540194414,0.5501587540194414,0.0417576436034463,-2.0,0
dhor__S,MNXM252,157.10500000000002,6,4,60,33.53959999999999,-1.483899999999999,0.3284972959874912,-0.8614985126446375,0.8614985126446375,0.3284972959874912,-1.0,2
glyc2p,MNXM2527,170.057,7,6,62,26.6511,-2.8150999999999997,0.1087238151213335,-0.7898620271946812,0.7898620271946812,0.1087238151213335,-2.0,2
thmpp,MNXM256,422.2960000000001,14,10,144,83.48640000000003,-1.223889999999997,0.2712845659097014,-0.7895094717679371,0.7895094717679371,0.2712845659097014,-2.0,2
dtmp,MNXM257,320.194,11,9,118,62.99110000000003,-2.248979999999998,0.3485621613850692,-0.8582549971190538,0.8582549971190538,0.3485621613850692,-2.0,2
e4p,MNXM258,198.067,8,7,72,31.636099999999995,-3.2476,0.1507408571865945,-0.7898733861901297,0.7898733861901297,0.1507408571865945,-2.0,2
23camp,MNXM2598,328.201,12,11,118,68.08370000000001,-1.4493999999999994,0.2683594934791453,-0.7561024835229189,0.7561024835229189,0.2683594934791453,-1.0,2
ac,MNXM26,59.044,2,2,24,10.681,-1.2438,0.0382785989211397,-0.5504770280073037,0.5504770280073037,0.0382785989211397,-1.0,0
dcmp,MNXM266,305.183,11,9,112,57.83880000000003,-2.438129999999997,0.2648370666494651,-0.8456018228062281,0.8456018228062281,0.2648370666494651,-2.0,3
hlipa,MNXM2680,2424.867999999996,49,45,972,595.7618000000022,8.472899999999978,0.4715041346578531,-0.8619164986009697,0.8619164986009697,0.4715041346578531,-6.0,16
na1,MNXM27,22.99,1,0,0,0.0,-2.996,1.0,1.0,1.0,1.0,1.0,0
ribflv,MNXM270,375.3610000000001,10,10,144,92.24120000000003,-1.94326,0.3680409861903413,-0.8568912176445477,0.8568912176445477,0.3680409861903413,-1.0,4
nac,MNXM274,122.103,3,3,46,28.56749999999999,-0.5549000000000002,0.0730294621821395,-0.5447555308470264,0.5447555308470264,0.0730294621821395,-1.0,0
2pg,MNXM275,183.032,8,7,66,24.5723,-4.057499999999999,0.1249512489798997,-0.7898512738906226,0.7898512738906226,0.1249512489798997,-3.0,1
actp,MNXM280,138.015,6,5,48,19.3725,-1.6218,0.3054457911857205,-0.7801604610261332,0.7801604610261332,0.3054457911857205,-2.0,0
arbt6p,MNXM2806,350.21600000000007,11,9,130,68.97470000000003,-2.5760999999999994,0.2648370888416786,-0.8724441468421463,0.8724441468421463,0.2648370888416786,-2.0,4
dhf,MNXM281,441.40400000000005,13,10,168,107.53580000000004,-1.7140299999999975,0.3257174992933484,-0.8569338771007677,0.8569338771007677,0.3257174992933484,-2.0,6
taur,MNXM282,125.149,5,3,44,25.47,-1.1670999999999998,0.2656022407648306,-0.3293693413195931,0.3293693413195931,0.2656022407648306,0.0,2
datp,MNXM286,487.1510000000002,20,17,168,85.21070000000002,-3.1277999999999966,0.2777751212132349,-0.7895093814523427,0.7895093814523427,0.2777751212132349,-4.0,2
13ppd,MNXM2861,76.095,2,2,32,18.7886,-0.6389,0.0452382368238775,-0.39628647261089,0.39628647261089,0.0452382368238775,0.0,2
glyb,MNXM289,117.148,3,2,48,27.906399999999984,-1.5574999999999983,0.1183123004133498,-0.5441156203540279,0.5441156203540279,0.1183123004133498,0.0,0
gly,MNXM29,75.067,3,2,30,16.6902,-0.9703,0.3167559784055858,-0.4802971300243957,0.4802971300243957,0.3167559784055858,0.0,2
12dgr140,MNXM2902,512.8160000000005,5,5,214,150.08079999999987,8.835900000000004,0.3057654153359302,-0.4616286531043823,0.4616286531043823,0.3057654153359302,0.0,1
oxa,MNXM291,88.018,4,4,34,10.014,-3.5138000000000003,0.0869958033027098,-0.543497901651355,0.543497901651355,0.0869958033027098,-2.0,0
rephaccoa,MNXM2919,897.6430000000009,29,24,322,191.7460999999996,-2.6603999999999983,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
cpgn_un,MNXM2999,768.8620000000008,19,13,304,195.68249999999955,2.5262000000000047,0.3074695504305088,-0.4967879902026413,0.4967879902026413,0.3074695504305088,0.0,8
atp,MNXM3,503.1500000000002,21,18,174,86.60050000000001,-4.156999999999997,0.2777751212132938,-0.7895093814523427,0.7895093814523427,0.2777751212132938,-4.0,3
sarcs,MNXM300,89.09399999999998,3,2,36,21.5625,-0.7096000000000002,0.3169691057035338,-0.4802916016858335,0.4802916016858335,0.3169691057035338,0.0,2
btn,MNXM304,243.308,6,5,90,60.496500000000026,-0.3334999999999995,0.2822989244272819,-0.5501718608840283,0.5501718608840283,0.2822989244272819,-1.0,2
mptamp,MNXM3054,721.5440000000003,26,23,250,152.44179999999992,-3.0072299999999963,0.273972480624004,-0.8569952103502685,0.8569952103502685,0.273972480624004,-3.0,9
anhgm,MNXM3060,477.4430000000002,14,12,188,107.28080000000006,-2.9748999999999928,0.3320532614253721,-0.8618792822033722,0.8618792822033722,0.3320532614253721,-1.0,6
mththf,MNXM30887,150.12999999999997,5,5,60,29.75119999999999,-2.2331,0.2470265307133032,-0.3848368712736877,0.3848368712736877,0.2470265307133032,0.0,4
mthgxl,MNXM310,72.063,2,2,28,16.745,-0.2257,0.1916130531943373,-0.2946238542634083,0.2946238542634083,0.1916130531943373,0.0,0
pydx,MNXM311,167.16400000000002,4,4,64,41.949100000000016,0.4004199999999998,0.153766556560373,-0.5052825345300413,0.5052825345300413,0.153766556560373,0.0,2
12dgr160,MNXM3132,568.9240000000007,5,5,238,168.54879999999963,10.396299999999997,0.3057654153359302,-0.4616286531043823,0.4616286531043823,0.3057654153359302,0.0,1
ttdca,MNXM314,227.36799999999997,2,2,96,66.08500000000005,3.437400000000002,0.0413836168602579,-0.5501718609055201,0.5501718609055201,0.0413836168602579,-1.0,0
23ccmp,MNXM3148,304.175,11,9,110,58.09480000000003,-1.7897299999999998,0.4726739931169507,-0.8456009282932226,0.8456009282932226,0.4726739931169507,-1.0,3
23cump,MNXM3150,305.159,11,9,110,58.51010000000002,-1.9090000000000005,0.472674010353014,-0.8584386267006416,0.8584386267006416,0.472674010353014,-1.0,2
cyst__L,MNXM319,222.266,7,5,82,53.16440000000001,-1.0664999999999978,0.3208321307732309,-0.4800860693306415,0.4800860693306415,0.3208321307732309,0.0,4
cph4,MNXM3194,210.173,8,6,80,47.4246,-1.7466299999999997,0.3274765316871652,-0.8569952093105742,0.8569952093105742,0.3274765316871652,-1.0,5
pe160,MNXM32178,691.9720000000008,10,8,280,192.24669999999932,10.496299999999996,0.4718592390249758,-0.4616281734359622,0.4718592390249758,0.4616281734359622,0.0,2
1agpe160,MNXM32511,453.5570000000001,9,7,180,118.06150000000008,4.464100000000005,0.4718184965533102,-0.4628229144365099,0.4718184965533102,0.4628229144365099,0.0,3
1agpe120,MNXM32692,397.449,9,7,156,99.59350000000006,2.9037000000000006,0.4718184965533102,-0.4628229144365099,0.4718184965533102,0.4628229144365099,0.0,3
1agpe140,MNXM32693,425.503,9,7,168,108.82750000000009,3.683900000000002,0.4718184965533102,-0.4628229144365099,0.4718184965533102,0.4628229144365099,0.0,3
1agpg120,MNXM32695,428.45900000000006,10,8,168,103.63170000000004,2.2982000000000014,0.4718670933768655,-0.4628229144365099,0.4718670933768655,0.4628229144365099,0.0,4
agm,MNXM328,132.21100000000004,4,0,54,36.11159999999999,-3.3280999999999983,0.3382657618773771,-0.3575590924196491,0.3575590924196491,0.3382657618773771,2.0,4
glu__D,MNXM331,146.122,5,4,58,29.852199999999996,-2.071599999999999,0.3199803672883645,-0.5501705582123831,0.5501705582123831,0.3199803672883645,-1.0,2
pppi,MNXM332,252.91199999999995,13,10,80,24.9895,-3.8546,0.2751810844004361,-0.7895093882058928,0.7895093882058928,0.2751810844004361,-5.0,0
oxam,MNXM3329,88.04199999999999,4,3,34,14.2014,-2.7784,0.2638889026362725,-0.5402736441541099,0.5402736441541099,0.2638889026362725,-1.0,1
chor,MNXM337,224.16799999999995,6,6,86,47.25680000000001,-2.757799999999999,0.1472015100502078,-0.5448249501768456,0.5448249501768456,0.1472015100502078,-2.0,1
glcn,MNXM341,195.147,7,7,78,36.11999999999999,-4.827799999999997,0.1217521518020305,-0.5472091694087304,0.5472091694087304,0.1217521518020305,-1.0,5
crnDcoa,MNXM3411,907.7030000000008,30,24,330,194.7682999999996,-3.856899999999994,0.4782931693351808,-0.8619479510336412,0.8619479510336412,0.4782931693351808,-3.0,6
poaac,MNXM3415,103.07699999999996,4,4,40,22.0482,-0.5249999999999999,0.3665899639835004,-0.404386119191607,0.404386119191607,0.3665899639835004,0.0,2
dgtp,MNXM344,503.1500000000002,21,16,174,84.8735,-3.591829999999997,0.4820789163457546,-0.856932893031918,0.856932893031918,0.4820789163457546,-4.0,4
2agpe141,MNXM3447,423.487,9,7,166,108.73350000000006,3.459900000000002,0.4718184965533102,-0.4628229144324415,0.4718184965533102,0.4628229144324415,0.0,3
2agpe181,MNXM3449,479.59500000000014,9,7,190,127.20150000000008,5.020300000000005,0.4718184965533102,-0.4628229144365099,0.4718184965533102,0.4628229144365099,0.0,3
2agpg141,MNXM3452,453.489,10,9,178,110.55290000000008,2.222400000000001,0.3053741051254204,-0.7561191830585757,0.7561191830585757,0.3053741051254204,-1.0,3
2agpg181,MNXM3455,509.59700000000015,10,9,202,129.0209000000001,3.782800000000004,0.3053741035848233,-0.7561191830585757,0.7561191830585757,0.3053741035848233,-1.0,3
2agpg140,MNXM34739,455.50500000000005,10,9,180,110.64690000000007,2.446400000000001,0.3057241966945959,-0.7561187298080072,0.7561187298080072,0.3057241966945959,-1.0,3
2agpg160,MNXM34740,483.5590000000001,10,9,192,119.88090000000008,3.2266000000000026,0.3057241966945959,-0.7561187298080072,0.7561187298080072,0.3057241966945959,-1.0,3
2agpe120,MNXM34808,397.449,9,7,156,99.59350000000006,2.9037000000000006,0.4718584936520257,-0.4574158536275309,0.4718584936520257,0.4574158536275309,0.0,3
2agpe140,MNXM34809,425.503,9,7,168,108.82750000000009,3.683900000000002,0.4718584936520257,-0.4574158536275309,0.4718584936520257,0.4574158536275309,0.0,3
2agpe160,MNXM34810,453.5570000000001,9,7,180,118.06150000000008,4.464100000000005,0.4718584936520257,-0.4574158536275309,0.4718584936520257,0.4574158536275309,0.0,3
2agpe180,MNXM34811,481.61100000000016,9,7,192,127.29550000000008,5.244300000000005,0.4718584936520257,-0.4574158536275309,0.4718584936520257,0.4574158536275309,0.0,3
pppg9,MNXM351,566.7020000000002,8,4,220,160.18079999999975,3.5602800000000023,0.0417153414001638,-0.5501594948801236,0.5501594948801236,0.0417153414001638,-2.0,4
hom__L,MNXM353,119.12,4,3,48,27.313999999999997,-1.2192999999999998,0.3200588021583306,-0.4800853479336969,0.4800853479336969,0.3200588021583306,0.0,3
nmn,MNXM355,333.2130000000001,11,8,122,65.16660000000003,-3.243729999999997,0.2915484253319513,-0.8585301322506403,0.8585301322506403,0.2915484253319513,-1.0,4
ppa,MNXM356,73.071,2,2,30,15.298000000000002,-0.8537000000000001,0.041108964454662,-0.5501828650303152,0.5501828650303152,0.041108964454662,-1.0,0
dctp,MNXM360,463.1250000000001,19,15,160,75.22180000000002,-3.468129999999997,0.4820789163457546,-0.8456018228062281,0.8456018228062281,0.4820789163457546,-4.0,3
aspsa,MNXM361,117.10399999999998,4,3,46,26.292199999999998,-1.0127000000000004,0.3204184419580513,-0.4800764896218581,0.4800764896218581,0.3204184419580513,0.0,2
LalaDglu,MNXM3630,217.201,7,5,86,49.37800000000001,-1.7265999999999986,0.3280696807186035,-0.5501702055248269,0.5501702055248269,0.3280696807186035,-1.0,3
pyam5p,MNXM366,247.167,8,5,90,53.144500000000015,-0.4683799999999998,0.4694050144547882,-0.8710101370110488,0.8710101370110488,0.4694050144547882,-1.0,3
g3pc,MNXM367,257.223,8,6,98,55.50250000000005,-1.452599999999998,0.2676715809634713,-0.7561177995043883,0.7561177995043883,0.2676715809634713,0.0,2
pe141,MNXM3693,631.8320000000008,10,8,252,173.59069999999957,8.487900000000009,0.4718592390249758,-0.4616281734318937,0.4718592390249758,0.4616281734318937,0.0,2
gln__L,MNXM37,146.14600000000002,5,3,58,35.2007,-0.2862299999999998,0.3199828275063096,-0.496742604197077,0.496742604197077,0.3199828275063096,0.0,4
pan4p,MNXM373,356.33700000000005,11,8,130,80.85790000000001,-1.6796999999999986,0.4690969720095194,-0.8619479531882883,0.8619479531882883,0.4690969720095194,-2.0,4
hqn,MNXM376,110.11199999999998,2,2,42,29.771599999999992,1.0978,0.1153459512752557,-0.5079622369103997,0.5079622369103997,0.1153459512752557,0.0,2
12dgr161,MNXM3774,564.8920000000007,5,5,234,168.3607999999996,9.948299999999996,0.3057654153359409,-0.4616286531043823,0.4616286531043823,0.3057654153359409,0.0,1
12dgr181,MNXM3775,621.0000000000009,5,5,258,186.82879999999935,11.508699999999989,0.3057654153359302,-0.4616286531043823,0.4616286531043823,0.3057654153359302,0.0,1
thym,MNXM386,126.11499999999998,4,4,48,30.09859999999999,0.1962199999999997,0.3166697029882824,-0.4929267437574881,0.4929267437574881,0.3166697029882824,0.0,2
for,MNXM39,45.017,2,2,18,6.064,-1.6339,0.0274730316435245,-0.5538572254674495,0.5538572254674495,0.0274730316435245,-1.0,0
hpyr,MNXM392,103.05299999999998,4,4,40,17.099800000000002,-2.7023,0.2030442750484446,-0.5416449381959314,0.5416449381959314,0.2030442750484446,-1.0,1
btnso,MNXM3932,259.307,7,5,96,61.04790000000003,-1.3179999999999985,0.2823019245910243,-0.5501718608839403,0.5501718608839403,0.2823019245910243,-1.0,2
dttp,MNXM394,478.13600000000014,19,15,166,80.37410000000003,-3.278979999999996,0.4820789163457546,-0.8582549971190538,0.8582549971190538,0.4820789163457546,-4.0,2
ahdt,MNXM397,491.1390000000002,21,16,170,84.64699999999999,-4.370129999999998,0.482078916347376,-0.8569338738186407,0.8569338738186407,0.482078916347376,-4.0,6
ddca,MNXM402,199.314,2,2,84,56.85100000000005,2.6572000000000005,0.0413836168602579,-0.5501718609055201,0.5501718609055201,0.0413836168602579,-1.0,0
LalaLglu,MNXM4026,217.201,7,5,86,49.37800000000001,-1.7265999999999986,0.3280696807186035,-0.5501702055248269,0.5501702055248269,0.3280696807186035,-1.0,3
adp,MNXM40333,424.17900000000014,17,15,150,77.909,-3.6419999999999977,0.2713677598802404,-0.7895094717435162,0.7895094717435162,0.2713677598802404,-3.0,3
4mop,MNXM404,129.135,3,3,52,29.468999999999987,-0.6485000000000001,0.1780247662730815,-0.5417090925617657,0.5417090925617657,0.1780247662730815,-1.0,0
5aop,MNXM405,131.131,4,3,52,30.931199999999997,-0.621,0.3032898653148625,-0.481220626847653,0.481220626847653,0.3032898653148625,0.0,2
dcdp,MNXM411,384.15400000000005,15,12,136,66.53030000000003,-2.953129999999997,0.475653354558847,-0.8456018228062281,0.8456018228062281,0.475653354558847,-3.0,3
xdp,MNXM4133,441.1620000000001,18,14,156,76.8262,-3.812999999999997,0.4782890442616598,-0.8570020217020484,0.8570020217020484,0.4782890442616598,-3.0,4
uppg3,MNXM414,828.7400000000007,20,16,320,182.5507999999997,-8.42480000000002,0.0458494796010532,-0.5501594948680953,0.5501594948680953,0.0458494796010532,-8.0,4
acser,MNXM418,147.13,5,4,58,32.24419999999999,-1.0385999999999993,0.3235376868300642,-0.4799896285880234,0.4799896285880234,0.3235376868300642,0.0,2
pydxn,MNXM419,169.18,4,4,66,42.484400000000015,0.08022,0.1421423749862462,-0.5056586544704539,0.5056586544704539,0.1421423749862462,0.0,3
thymd,MNXM420,242.231,7,7,94,56.51840000000003,-1.1019800000000002,0.3524911710817164,-0.4929266011750775,0.4929266011750775,0.3524911710817164,0.0,3
4abz,MNXM421,136.13,3,3,52,35.18489999999999,-0.3677000000000001,0.0714836455768981,-0.5448150979356697,0.5448150979356697,0.0714836455768981,-1.0,1
12dgr180,MNXM4217,625.0320000000008,5,5,262,187.0167999999994,11.956699999999984,0.3057654153359302,-0.4616286531043823,0.4616286531043823,0.3057654153359302,0.0,1
4abutn,MNXM422,88.13,2,1,36,23.0531,-0.7925999999999995,0.1197149635583732,-0.3575496192146853,0.3575496192146853,0.1197149635583732,1.0,1
damp,MNXM432,329.20900000000006,12,11,120,67.82770000000001,-2.097799999999997,0.1670549839071601,-0.7898733866393421,0.7898733866393421,0.1670549839071601,-2.0,2
glyald,MNXM435,90.078,3,3,36,19.1566,-1.4615,0.1503429844222626,-0.3932136271940433,0.3932136271940433,0.1503429844222626,0.0,2
dgdp,MNXM436,424.17900000000014,17,13,150,76.182,-3.076829999999997,0.4756533545589519,-0.856932893031918,0.856932893031918,0.4756533545589519,-3.0,4
2ddglcn,MNXM440,177.13199999999998,6,6,70,33.73039999999999,-3.5904,0.1804508813773714,-0.5417080038021377,0.5417080038021377,0.1804508813773714,-1.0,3
dms,MNXM444,62.137,1,1,20,19.439,0.9792,-0.0186782118882655,-0.1688616875245137,0.1688616875245137,0.0186782118882655,0.0,0
tre6p,MNXM448,420.26000000000016,15,14,160,75.0921,-6.544199999999992,0.1893220559783909,-0.7898733865776115,0.7898733865776115,0.1893220559783909,-2.0,7
cdpdddecg,MNXM4507,839.8540000000008,20,17,324,198.3990999999993,4.970770000000006,0.4782931806722761,-0.8456009302374486,0.8456009302374486,0.4782931806722761,-2.0,4
dutp,MNXM452,464.1090000000001,19,15,160,75.63710000000002,-3.587399999999997,0.4820789163457546,-0.8584386267693661,0.8584386267693661,0.4820789163457546,-4.0,2
pdx5p,MNXM454,247.143,8,6,90,48.95710000000002,-1.0667799999999998,0.2650715086682306,-0.8709859940599218,0.8709859940599218,0.2650715086682306,-2.0,2
23dhb,MNXM455,153.11299999999997,4,3,58,34.5121,0.1639999999999997,0.3389454950896687,-0.8699532507327333,0.8699532507327333,0.3389454950896687,-1.0,2
betald,MNXM457,102.157,2,1,42,28.963399999999982,-0.1084999999999998,0.1736516590927516,-0.3249749683511414,0.3249749683511414,0.1736516590927516,1.0,0
but,MNXM458,87.09799999999998,2,2,36,19.915,-0.4636,0.0413732499353378,-0.5501720443794146,0.5501720443794146,0.0413732499353378,-1.0,0
oaa,MNXM46,130.05499999999998,5,5,50,19.638,-3.5546,0.1833552633603581,-0.5496764407015479,0.5496764407015479,0.1833552633603581,-2.0,0
dha,MNXM460,90.078,3,3,36,19.1786,-1.4599000000000002,0.1829100946870485,-0.388490605626107,0.388490605626107,0.1829100946870485,0.0,2
lyx__L,MNXM4641,150.12999999999997,5,5,60,29.979199999999988,-2.5823,0.1831150062338084,-0.3878997004049285,0.3878997004049285,0.1831150062338084,0.0,4
cbasp,MNXM465,174.112,7,5,68,31.9102,-3.67273,0.279220262888132,-0.5500748877807414,0.5500748877807414,0.279220262888132,-2.0,3
pacald,MNXM473,120.15099999999998,1,1,46,36.21,1.428,0.1238604937278099,-0.303028377438838,0.303028377438838,0.1238604937278099,0.0,0
2h3oppan,MNXM475,103.05299999999998,4,4,40,17.0778,-2.7039000000000004,0.1537840319386798,-0.5468303125702144,0.5468303125702144,0.1537840319386798,-1.0,1
colipa,MNXM47647,4171.169999999966,106,100,1648,927.583400000004,-15.782799999999888,0.4715041346578531,-0.8619164986009697,0.8619164986009697,0.4715041346578531,-11.0,43
5pg35pg,MNXM4772,705.4070000000004,27,21,256,136.6268000000001,-5.504459999999998,0.4722360957308401,-0.8569328930032929,0.8569328930032929,0.4722360957308401,-3.0,9
4hoxpacd,MNXM479,136.15,2,2,52,37.87480000000001,1.1335999999999995,0.1238605310873205,-0.5079666420305535,0.5079666420305535,0.1238605310873205,0.0,1
thdp,MNXM480,169.136,5,5,66,35.087999999999994,-2.520299999999999,0.0896661392859912,-0.5478080255449138,0.5478080255449138,0.0896661392859912,-2.0,0
so2,MNXM4835,64.065,3,2,18,8.9198,-0.6701999999999999,0.335215750537904,-0.167607875268952,0.335215750537904,0.167607875268952,0.0,0
gthrd,MNXM490899,306.32,10,7,114,72.48780000000002,-1.7231999999999972,0.324890710329937,-0.861972131601216,0.861972131601216,0.324890710329937,-1.0,5
duri,MNXM492,228.204,7,7,88,51.78140000000002,-1.4104,0.3524732368101215,-0.4931142649889858,0.4931142649889858,0.3524732368101215,0.0,3
12dgr120,MNXM4939,456.7080000000003,5,5,190,131.61280000000008,7.275500000000009,0.3057654153359302,-0.4616286531043823,0.4616286531043823,0.3057654153359302,0.0,1
12dgr141,MNXM4940,508.78400000000056,5,5,210,149.89279999999985,8.387900000000007,0.3057654168765322,-0.4616286531003139,0.4616286531003139,0.3057654168765322,0.0,1
nadp,MNXM5,740.3850000000004,27,22,264,141.9418,-5.208129999999997,0.4782931993871503,-0.8585301322506403,0.8585301322506403,0.4782931993871503,-3.0,6
N1aspmd,MNXM501,189.303,4,1,78,53.870300000000015,-1.061599999999996,0.1769305860325698,-0.4967951107552515,0.4967951107552515,0.1769305860325698,2.0,3
56dura,MNXM506,114.10399999999998,4,2,44,29.611599999999992,0.2605999999999999,0.3116880608847189,-0.4961885155044057,0.4961885155044057,0.3116880608847189,0.0,2
s17bp,MNXM507505,366.108,15,13,132,56.15120000000002,-6.310299999999996,0.1894569445964561,-0.7898733877845938,0.7898733877845938,0.1894569445964561,-4.0,4
clpn120,MNXM5078,1127.4219999999998,19,17,450,294.0817999999997,13.944099999999974,0.3057658044200655,-0.7561187259178659,0.7561187259178659,0.3057658044200655,-2.0,1
clpn180,MNXM5079,1464.0699999999986,19,17,594,404.8898000000018,23.306500000000028,0.3057658044200655,-0.7561187259178659,0.7561187259178659,0.3057658044200655,-2.0,1
mqn8,MNXM509,717.1349999999999,2,2,288,232.7879999999992,15.823899999999956,0.1899717824990748,-0.2889517443217303,0.2889517443217303,0.1899717824990748,0.0,0
methf,MNXM511,454.42300000000006,13,10,172,110.35910000000004,-2.4654299999999973,0.2663442160540465,-0.5501702354605159,0.5501702354605159,0.2663442160540465,-1.0,5
pgp120,MNXM5266,688.7290000000007,15,12,268,165.82159999999965,5.623000000000006,0.4719078387980389,-0.7898733893095977,0.7898733893095977,0.4719078387980389,-2.0,2
pgp181,MNXM5269,853.0210000000011,15,12,336,221.03759999999903,9.856199999999996,0.4719078387980389,-0.7898733893095977,0.7898733893095977,0.4719078387980389,-2.0,2
pgp141,MNXM5271,740.805000000001,15,12,288,184.1015999999994,6.735400000000009,0.4719078387980389,-0.7898733893095977,0.7898733893095977,0.4719078387980389,-2.0,2
pgp140,MNXM5272,744.8370000000009,15,12,292,184.2895999999994,7.183400000000009,0.4719078387980389,-0.7898733893095977,0.7898733893095977,0.4719078387980389,-2.0,2
26dap__M,MNXM529,190.199,6,4,76,45.0734,-1.019499999999998,0.3199673036345417,-0.4800864475621296,0.4800864475621296,0.3199673036345417,0.0,4
3php,MNXM541,181.016,8,7,64,23.5725,-3.8493,0.2037317766737942,-0.7898616951158134,0.7898616951158134,0.2037317766737942,-3.0,0
arab__D,MNXM544,150.12999999999997,5,5,60,29.979199999999988,-2.5823,0.1831150062338084,-0.3878997004049285,0.3878997004049285,0.1831150062338084,0.0,4
2hdecg3p,MNXM5465,410.488,8,5,162,105.27390000000008,4.481100000000006,0.4692110386616158,-0.4574158544608854,0.4692110386616158,0.4574158544608854,0.0,3
hmbil,MNXM547,846.7550000000008,21,17,328,185.66759999999968,-8.836700000000022,0.0833427992785882,-0.5501594963590639,0.5501594963590639,0.0833427992785882,-8.0,5
pydam,MNXM548,169.204,4,3,66,43.15370000000001,-0.67018,0.145471116212744,-0.5055146198830596,0.5055146198830596,0.145471116212744,1.0,3
2odecg3p,MNXM5481,438.542,8,5,174,114.50790000000008,5.261300000000007,0.4692110386616158,-0.4574158544608854,0.4692110386616158,0.4574158544608854,0.0,3
dhna,MNXM552,203.173,4,3,76,52.01810000000001,1.3172,0.3389713566567047,-0.8720132346712081,0.8720132346712081,0.3389713566567047,-1.0,2
ppbng,MNXM554,225.224,6,4,88,53.35190000000001,-1.2169999999999987,0.3073958110385557,-0.550159496358817,0.550159496358817,0.3073958110385557,-1.0,3
quln,MNXM555,165.10399999999998,5,5,62,32.898,-2.1914,0.0946721725023239,-0.5447304987060377,0.5447304987060377,0.0946721725023239,-2.0,0
2dmmql8,MNXM558,705.1240000000001,2,2,284,231.34959999999924,15.845199999999958,0.1266769404593571,-0.5072958333652318,0.5072958333652318,0.1266769404593571,0.0,2
hphhlipa,MNXM56168,2887.1649999999886,65,60,1148,679.5149000000022,1.6960999999999813,0.4715041346578531,-0.8619164986009697,0.8619164986009697,0.4715041346578531,-8.0,23
dudp,MNXM572,385.138,15,12,136,66.94560000000001,-3.0723999999999974,0.475653354559035,-0.8584386267693661,0.8584386267693661,0.475653354559035,-3.0,2
so4,MNXM58,96.063,5,4,32,10.4746,-1.338,0.0310508147275823,-0.7587686166726576,0.7587686166726576,0.0310508147275823,-2.0,0
alltt,MNXM584,175.124,8,4,68,35.7774,-2.77286,0.2806186273687377,-0.5458465355640363,0.5458465355640363,0.2806186273687377,-1.0,6
LalaDgluMdapDala,MNXM59271,460.4640000000001,14,9,182,112.21780000000008,-1.3372999999999928,0.3280691300636856,-0.8619714466155202,0.8619714466155202,0.3280691300636856,-1.0,7
pant__R,MNXM593,147.14999999999998,4,4,60,31.880599999999983,-1.8842999999999992,0.1005705308874567,-0.5472959582389952,0.5472959582389952,0.1005705308874567,-1.0,2
murein5px3p,MNXM5970,1821.769000000002,53,39,716,432.0782000000012,-5.952800000000016,0.3280567923921296,-0.8621744426991836,0.8621744426991836,0.3280567923921296,-4.0,22
iasp,MNXM599,130.07899999999998,5,4,50,24.9865,-1.7692300000000003,0.3493885328532799,-0.5497403104557784,0.5497403104557784,0.3493885328532799,-1.0,2
hco3,MNXM60,61.016000000000005,3,2,24,8.0248,-1.1122999999999998,0.2486458626186352,-0.5651787281645311,0.5651787281645311,0.2486458626186352,-1.0,1
skm,MNXM602,173.14399999999998,5,5,68,35.7274,-2.850899999999999,0.1096090547343996,-0.5451756245604139,0.5451756245604139,0.1096090547343996,-1.0,3
tym,MNXM603,138.19000000000003,2,1,54,39.5659,0.1765999999999998,0.1150949019464562,-0.5079666450057432,0.5079666450057432,0.1150949019464562,1.0,2
h2mb4p,MNXM606,259.06699999999995,10,8,90,43.092800000000025,-1.744699999999998,0.2715807222044983,-0.7895094709326025,0.7895094709326025,0.2715807222044983,-3.0,1
3dhsk,MNXM611,171.12799999999996,5,5,66,34.72759999999999,-2.6427,0.1866106470672641,-0.5451631210694857,0.5451631210694857,0.1866106470672641,-1.0,2
na15dap,MNXM6170,162.30100000000002,3,0,68,45.63759999999999,-2.405999999999997,0.0809237197544195,-0.3575608382396323,0.3575608382396323,0.0809237197544195,3.0,3
oxalcoa,MNXM618,834.5200000000008,30,25,298,166.25209999999976,-5.564199999999996,0.4807077012465598,-0.8619479510291975,0.8619479510291975,0.4807077012465598,-5.0,5
dxyl5p,MNXM622,212.09399999999997,8,7,78,36.2531,-2.857499999999998,0.1604697134976317,-0.7898733861842957,0.7898733861842957,0.1604697134976317,-2.0,2
