BiGG,MNXM,MolWt,NumHeteroatoms,NumHAcceptors,NumValenceElectrons,MolMR,MolLogP,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,charge,NumHDonors
db4p,MNXM1102294,184.08399999999995,7,4,66,34.683899999999994,-0.9544,0.4691826232018604,-0.3828822907842736,0.4691826232018604,0.3828822907842736,0.0,3
10fthf,MNXM1102376,471.43000000000006,14,10,180,112.77180000000006,-2.455129999999997,0.3257174992933485,-0.8569953158156386,0.8569953158156386,0.3257174992933485,-2.0,6
aps,MNXM1103086,425.27200000000016,17,15,150,79.9997,-3.0104999999999977,0.2819545148328868,-0.7554147755817548,0.7554147755817548,0.2819545148328868,-2.0,3
uri,MNXM1103104,244.203,8,8,94,53.17120000000002,-2.4396,0.3525656082593596,-0.4931142649145357,0.4931142649145357,0.3525656082593596,0.0,4
r1p,MNXM1103205,228.09299999999996,9,8,84,36.4519,-3.729299999999998,0.1907969272950467,-0.7897875067580183,0.7897875067580183,0.1907969272950467,-2.0,3
gdp,MNXM1103285,440.1780000000001,18,14,156,77.5718,-4.106029999999997,0.4756533689059622,-0.8569328930032929,0.8569328930032929,0.4756533689059622,-3.0,5
dnad,MNXM1103300,662.3980000000005,23,20,240,130.75210000000004,-5.015299999999998,0.2915490704837011,-0.7558706242248344,0.7558706242248344,0.2915490704837011,-2.0,5
cmp,MNXM1103302,321.182,12,10,118,59.22860000000003,-3.4673299999999974,0.2648370808872297,-0.8456009302374488,0.8456009302374488,0.2648370808872297,-2.0,4
dad_5,MNXM1103313,251.246,8,8,96,61.33300000000001,-0.9524,0.167138487527314,-0.3875283902922168,0.3875283902922168,0.167138487527314,0.0,3
3hodcoa,MNXM1103315,1050.0090000000007,29,20,390,251.8760999999994,5.577600000000011,0.4807077013816808,-0.4965485935517869,0.4965485935517869,0.4807077013816808,0.0,10
ametam,MNXM1103325,356.45200000000006,10,8,132,91.0541,-2.092199999999996,0.1671385242766162,-0.3873145292346315,0.3873145292346315,0.1671385242766162,2.0,4
ins,MNXM1103335,268.22900000000004,9,9,102,59.99720000000002,-1.8566000000000005,0.2424387592556575,-0.4916038490011165,0.4916038490011165,0.2424387592556575,0.0,4
frdp,MNXM1103344,379.306,9,7,140,87.66300000000005,2.735900000000001,0.2715807115379982,-0.7895094709326025,0.7895094709326025,0.2715807115379982,-3.0,0
aicar,MNXM1103365,336.197,13,11,124,65.16900000000001,-3.752529999999998,0.2648370808873282,-0.8575136894052151,0.8575136894052151,0.2648370808873282,-2.0,5
gsn,MNXM1103400,283.244,10,9,108,62.40760000000001,-2.4440299999999997,0.2441819088625081,-0.4915603419300545,0.4915603419300545,0.2441819088625081,0.0,6
itp,MNXM1103428,504.1340000000002,21,17,174,83.8529,-4.033599999999996,0.4820789163458481,-0.8569847253080327,0.8569847253080327,0.4820789163458481,-4.0,3
1ddecg3p,MNXM1103432,352.36400000000003,8,7,138,82.36830000000006,1.6566999999999996,0.3053741035181414,-0.7898733836825853,0.7898733836825853,0.3053741035181414,-2.0,1
3mop,MNXM1103447,129.135,3,3,52,29.468999999999987,-0.6485000000000001,0.1805469016814132,-0.5417016000585438,0.5417016000585438,0.1805469016814132,-1.0,0
pap,MNXM1103458,423.1710000000001,17,15,150,75.6902,-4.273999999999997,0.1671385091064096,-0.7898733865757005,0.7898733865757005,0.1671385091064096,-4.0,2
gtp,MNXM1103553,519.1490000000002,22,17,180,86.2633,-4.621029999999996,0.4820789163458481,-0.8569328930032929,0.8569328930032929,0.4820789163458481,-4.0,5
orot5p,MNXM1103557,365.167,14,12,134,63.97440000000002,-5.223099999999996,0.3491744363047849,-0.8584232710448383,0.8584232710448383,0.3491744363047849,-3.0,3
hxcoa,MNXM1103616,861.6540000000008,28,23,312,185.3870999999996,-1.733799999999996,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
dcamp,MNXM1103622,463.29600000000016,17,12,170,96.542,-2.1053999999999973,0.4691706850612386,-0.4811614693550267,0.4811614693550267,0.4691706850612386,0.0,7
kphphhlipa,MNXM1103668,3184.296999999984,76,70,1258,727.1880000000023,-3.116499999999988,0.4715041346578531,-0.8619164986009697,0.8619164986009697,0.4715041346578531,-11.0,25
mococdp,MNXM1103700,824.4480000000003,28,22,258,141.60710000000003,-4.219660000000001,2.0,-0.8569952103502685,2.0,0.8569952103502685,-2.0,9
adocbi,MNXM1103715,1240.3440000000007,28,20,470,322.6995000000002,7.778940000000009,2.0,-0.6677729313743526,2.0,0.6677729313743526,1.0,16
ctp,MNXM1103718,479.12400000000014,20,16,166,76.61160000000001,-4.497329999999996,0.4820789163458481,-0.8456009302374488,0.8456009302374488,0.4820789163458481,-4.0,4
25drapp,MNXM1103734,351.21200000000005,14,11,130,68.37539999999998,-4.119129999999998,0.26483708087378,-0.8570002040250335,0.8570002040250335,0.26483708087378,-2.0,7
xtsn,MNXM1103769,284.228,10,10,108,61.66200000000002,-2.151,0.318847097947427,-0.4915263138457397,0.4915263138457397,0.318847097947427,0.0,5
3otdcoa,MNXM1103776,987.8530000000007,29,24,364,222.71309999999943,0.5660000000000027,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-4.0,5
aacoa,MNXM1103802,847.5830000000008,29,24,304,176.5430999999997,-3.334999999999998,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-4.0,5
ap4a,MNXM1103833,832.3590000000006,33,29,292,156.90299999999985,-4.974399999999999,0.2803753408921344,-0.7558705633874921,0.7558705633874921,0.2803753408921344,-4.0,6
alac__S,MNXM1103847,131.107,4,4,52,26.311799999999987,-1.9236999999999995,0.1662943385060963,-0.546514287571718,0.546514287571718,0.1662943385060963,-1.0,1
glcur1p,MNXM1103867,271.09399999999994,11,10,100,40.379900000000006,-5.610799999999997,0.1911479957114762,-0.7897875053192785,0.7897875053192785,0.1911479957114762,-3.0,3
malthx,MNXM1103926,990.8610000000016,31,31,392,199.1529999999997,-14.100400000000034,0.1867327521498325,-0.3935665150908041,0.3935665150908041,0.1867327521498325,0.0,20
tagdp__D,MNXM1103932,336.082,14,12,120,48.95340000000002,-5.513799999999996,0.2192848606368092,-0.789873386572046,0.789873386572046,0.2192848606368092,-4.0,3
thf,MNXM1103936,443.42,13,10,170,107.85150000000004,-2.0060299999999973,0.3257174992933484,-0.856995315823367,0.856995315823367,0.3257174992933484,-2.0,7
melib,MNXM1103964,342.2970000000001,11,11,136,68.61940000000003,-5.397199999999993,0.1862643241939477,-0.3935665150995826,0.3935665150995826,0.1862643241939477,0.0,8
maltpt,MNXM1104039,828.7200000000009,26,26,328,166.51960000000008,-11.92460000000002,0.1867327521498325,-0.3935665150908041,0.3935665150908041,0.1867327521498325,0.0,17
r5p,MNXM1104056,230.10899999999995,9,6,84,40.88950000000001,-2.4653,0.4691706875727853,-0.387396174487608,0.4691706875727853,0.387396174487608,0.0,5
gam6p,MNXM1104065,258.143,10,8,96,46.64610000000002,-3.769999999999998,0.2648370832763794,-0.756254549938033,0.756254549938033,0.2648370832763794,-1.0,5
unagamuf,MNXM1104103,1531.8240000000003,27,22,602,407.956400000002,12.395599999999982,0.4830400836610485,-0.862175681702743,0.862175681702743,0.4830400836610485,-3.0,8
malthp,MNXM1104130,1153.0020000000018,36,36,456,231.7863999999998,-16.276200000000042,0.1867327521498325,-0.3935665150908041,0.3935665150908041,0.1867327521498325,0.0,23
gdpddman,MNXM1104155,585.3120000000004,22,18,212,110.01239999999996,-4.414029999999995,0.4806441960603523,-0.8569328930032929,0.8569328930032929,0.4806441960603523,-2.0,7
td2coa,MNXM1104173,971.8540000000008,28,23,358,222.22909999999945,1.1630000000000045,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
sucr,MNXM1104180,342.2970000000001,11,11,136,68.64140000000003,-5.395599999999993,0.2235503336827939,-0.3935665149997882,0.3935665149997882,0.2235503336827939,0.0,8
rml1p,MNXM1104186,242.11999999999995,9,8,90,42.259900000000016,-3.4965999999999977,0.1894547154839734,-0.7898618866764712,0.7898618866764712,0.1894547154839734,-2.0,3
gdpmann,MNXM1104188,603.3270000000003,23,19,220,112.42399999999996,-5.649829999999993,0.4806437881992894,-0.8569328930032929,0.8569328930032929,0.4806437881992894,-2.0,9
micit,MNXM1104204,203.126,7,7,80,33.7518,-5.006599999999999,0.1094277948187462,-0.5501453640522855,0.5501453640522855,0.1094277948187462,-3.0,1
cytd,MNXM1104207,243.219,8,8,94,52.755900000000025,-2.32033,0.2974482801336892,-0.4801186971655737,0.4801186971655737,0.2974482801336892,0.0,5
2ommbl,MNXM1104227,699.1170000000002,3,3,284,225.1325999999992,15.009019999999962,0.1639875069041298,-0.5075275216435244,0.5075275216435244,0.1639875069041298,0.0,2
accoa,MNXM1104266,805.5460000000007,28,23,288,166.9190999999997,-3.2941999999999974,0.4807077012465598,-0.8619479510336489,0.8619479510336489,0.4807077012465598,-4.0,5
b2coa,MNXM1104270,831.5840000000007,28,23,298,176.0590999999997,-2.737999999999997,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
2omhmbl,MNXM1104278,715.1160000000002,4,4,290,226.79739999999927,14.714619999999965,0.2066084474071675,-0.503967806592957,0.503967806592957,0.2066084474071675,0.0,3
tdcoa,MNXM1104283,973.8700000000008,28,23,360,222.3230999999994,1.387000000000004,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
btcoa,MNXM1104300,833.6000000000007,28,23,300,176.15309999999965,-2.513999999999997,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
dtdp4d6dm,MNXM1104310,544.2990000000003,19,16,198,104.12320000000004,-3.0719799999999946,0.480644196060259,-0.8582549971190538,0.8582549971190538,0.480644196060259,-2.0,4
malt6p,MNXM1104316,420.26000000000016,15,14,160,75.0921,-6.544199999999992,0.1867328335384301,-0.7898733865776119,0.7898733865776119,0.1867328335384301,-2.0,7
hhlipa,MNXM1104340,2619.050999999992,55,49,1048,638.8396000000022,6.921999999999974,0.4715041346578531,-0.8619164986009697,0.8619164986009697,0.4715041346578531,-4.0,22
stcoa,MNXM1104352,1029.9780000000003,28,23,384,240.7910999999993,2.9474000000000053,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
3hadpcoa,MNXM1104364,906.6270000000007,31,26,328,186.10989999999964,-5.032999999999997,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-5.0,6
moco,MNXM1104368,519.2650000000001,17,12,148,81.89129999999999,-2.8128299999999986,2.0,-0.8569952103722313,2.0,0.8569952103722313,-2.0,5
xmp,MNXM1104385,362.191,14,11,132,68.13470000000001,-3.2979999999999983,0.4691706850612386,-0.8570020217020484,0.8570020217020484,0.4691706850612386,-2.0,4
4ampm,MNXM1104391,217.121,8,6,78,41.57490000000001,-1.4571099999999986,0.1300803279031644,-0.7898635393943594,0.7898635393943594,0.1300803279031644,-2.0,2
5mthf,MNXM1104393,457.44700000000006,13,10,176,112.63180000000006,-1.981729999999997,0.3257174992933484,-0.8569906077741454,0.8569906077741454,0.3257174992933484,-2.0,6
preq1,MNXM1104395,180.19100000000003,6,3,68,44.556,-1.1820299999999997,0.2253652407136877,-0.4926576989075164,0.4926576989075164,0.2253652407136877,1.0,5
cdpdhdecg,MNXM1104403,952.070000000001,20,17,372,235.33509999999916,8.091570000000006,0.4782931806722761,-0.8456009302374486,0.8456009302374486,0.4782931806722761,-2.0,4
lcts,MNXM1104432,342.2970000000001,11,11,136,68.61940000000003,-5.397199999999993,0.1867323035692516,-0.3935665150908041,0.3935665150908041,0.1867323035692516,0.0,8
ddcacoa,MNXM1104435,945.8160000000008,28,23,348,213.08909999999943,0.6068000000000062,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
prpp,MNXM1104453,385.027,17,14,132,51.61610000000002,-5.391299999999999,0.273717053200135,-0.7898733865775057,0.7898733865775057,0.273717053200135,-5.0,2
sbt6p,MNXM1104463,260.135,10,9,98,44.671500000000016,-4.732399999999997,0.1106026671655719,-0.7898733877846065,0.7898733877846065,0.1106026671655719,-2.0,5
6pgl,MNXM1104491,256.10299999999995,10,9,94,41.45890000000001,-4.160199999999997,0.3377711212012331,-0.7898727096688651,0.7898727096688651,0.3377711212012331,-2.0,3
dtdp4d6dg,MNXM1104509,544.2990000000003,19,16,198,104.12320000000004,-3.0719799999999946,0.480644196060259,-0.8582549971190538,0.8582549971190538,0.480644196060259,-2.0,4
allul6p,MNXM1104516,258.119,10,9,96,43.671700000000016,-4.524199999999998,0.1887703134860404,-0.7898733877781836,0.7898733877781836,0.1887703134860404,-2.0,4
fprica,MNXM1104518,364.2070000000001,14,11,134,70.59779999999999,-3.9013999999999975,0.2707356851525908,-0.864103935967207,0.864103935967207,0.2707356851525908,-2.0,4
gar,MNXM1104522,285.169,11,8,106,55.16010000000002,-3.740099999999997,0.4691706850982848,-0.8610274433693936,0.8610274433693936,0.4691706850982848,-1.0,5
malttr,MNXM1104527,504.43800000000016,16,16,200,101.2528,-7.572999999999987,0.1867327521400145,-0.3935665150908041,0.3935665150908041,0.1867327521400145,0.0,11
uacgam,MNXM1104529,605.3390000000004,22,18,222,116.29659999999998,-5.226999999999992,0.4830399747627669,-0.8621744416517452,0.8621744416517452,0.4830399747627669,-2.0,7
dpcoa,MNXM1104543,685.5460000000004,23,19,248,151.16039999999995,-2.4970999999999948,0.4807076982329346,-0.8619479531882883,0.8619479531882883,0.4807076982329346,-2.0,7
adprib,MNXM1104545,559.3180000000002,21,17,202,111.19199999999996,-3.282699999999996,0.4807077069890922,-0.3874194759592037,0.4807077069890922,0.3874194759592037,0.0,8
pram,MNXM1104549,228.117,9,7,84,40.6393,-3.1308999999999982,0.2648370783827182,-0.7562545499502021,0.7562545499502021,0.2648370783827182,-1.0,4
adocbl,MNXM1104551,1579.6080000000004,37,28,594,394.3747000000011,4.988650000000013,2.0,-0.8621722872999844,2.0,0.8621722872999844,0.0,18
paps,MNXM1104555,503.2350000000002,21,18,174,86.47240000000001,-4.157499999999996,0.2819545178196941,-0.7898616327296052,0.7898616327296052,0.2819545178196941,-4.0,2
idp,MNXM1104559,425.1630000000001,17,14,150,75.1614,-3.518599999999997,0.4756533689059622,-0.8569847253080327,0.8569847253080327,0.4756533689059622,-3.0,3
phaccoa,MNXM1104563,881.6440000000008,28,23,316,191.3910999999996,-2.071399999999997,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-4.0,5
3ohodcoa,MNXM1104572,1043.9610000000007,29,24,388,241.18109999999936,2.1264000000000056,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-4.0,5
mnl,MNXM1104590,182.172,6,6,74,38.19879999999999,-3.585399999999998,0.1105786065313125,-0.393579134968567,0.393579134968567,0.1105786065313125,0.0,6
maltttr,MNXM1104617,666.5790000000004,21,21,264,133.88620000000012,-9.7488,0.1867327521498325,-0.3935665150908041,0.3935665150908041,0.1867327521498325,0.0,14
dc2coa,MNXM1104631,915.7460000000008,28,23,334,203.7610999999995,-0.3973999999999952,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
hdd2coa,MNXM1104633,999.9080000000008,28,23,370,231.4630999999994,1.943200000000004,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
25aics,MNXM1104647,450.25300000000016,17,15,168,83.29629999999999,-7.072799999999999,0.2648370808873282,-0.8573130921217684,0.8573130921217684,0.2648370808873282,-4.0,4
dd2coa,MNXM1104661,943.8000000000008,28,23,346,212.99509999999944,0.3828000000000065,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
prpncoa,MNXM1104673,817.5570000000007,28,23,292,171.4420999999997,-3.128099999999997,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
alaala,MNXM1104679,160.17300000000003,5,3,64,40.81099999999999,-0.2368000000000004,0.3277649436651604,-0.4954708034163467,0.4954708034163467,0.3277649436651604,0.0,3
3hdcoa,MNXM1104681,933.7610000000008,29,24,342,205.2448999999995,-1.2025999999999966,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,6
3odcoa,MNXM1104685,931.7450000000008,29,24,340,204.2450999999995,-0.9943999999999972,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-4.0,5
3oddcoa,MNXM1104695,959.7990000000008,29,24,352,213.47909999999945,-0.214199999999998,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-4.0,5
3ohcoa,MNXM1104699,875.6370000000009,29,24,316,185.7770999999996,-2.554799999999997,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-4.0,5
udpg,MNXM1104702,564.2860000000003,21,18,206,103.1876,-5.645399999999992,0.4806437881992894,-0.8584386267006714,0.8584386267006714,0.4806437881992894,-2.0,7
3hddcoa,MNXM1104711,961.8150000000009,29,24,354,214.47889999999944,-0.4223999999999974,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,6
3ohdcoa,MNXM1104713,1015.9070000000006,29,24,376,231.9470999999994,1.346200000000005,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-4.0,5
hx2coa,MNXM1104717,859.6380000000007,28,23,310,185.2930999999996,-1.957799999999997,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
3hhcoa,MNXM1104721,877.6530000000008,29,24,318,186.77689999999964,-2.762999999999997,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,6
3hocoa,MNXM1104724,905.7070000000008,29,24,330,196.01089999999957,-1.982799999999998,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,6
3htdcoa,MNXM1104726,989.8690000000008,29,24,366,223.71289999999948,0.3578000000000035,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,6
kdo2lipid4,MNXM1104740,1840.0330000000008,41,37,732,436.45320000000186,1.5639999999999938,0.4715041346578531,-0.8619164996500939,0.8619164996500939,0.4715041346578531,-6.0,14
udpgal,MNXM1104754,564.2860000000003,21,18,206,103.1876,-5.645399999999992,0.4806437881992894,-0.8584386267006714,0.8584386267006714,0.4806437881992894,-2.0,7
cbl1,MNXM1104756,1329.37,29,20,500,333.35870000000057,6.126860000000011,1.0,-0.8621722872999844,1.0,0.8621722872999844,-1.0,15
succoa,MNXM1104774,862.5740000000009,30,25,310,175.4860999999997,-4.783999999999996,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-5.0,5
od2coa,MNXM1104783,1027.962000000001,28,23,382,240.69709999999932,2.723400000000006,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
f1p,MNXM1104787,258.119,10,9,96,42.48070000000001,-4.366799999999997,0.2192844995975841,-0.7898717079554501,0.7898717079554501,0.2192844995975841,-2.0,4
ump,MNXM1104823,322.166,12,10,118,59.64390000000002,-3.5865999999999976,0.3486359264656928,-0.8584386267006714,0.8584386267006714,0.3486359264656928,-2.0,3
sheme,MNXM1104857,908.6070000000004,21,18,336,190.9339999999996,-7.056500000000016,2.0,-0.6573555284099944,2.0,0.6573555284099944,-8.0,0
adocbip,MNXM1104880,1318.3070000000007,32,23,494,328.35220000000044,5.500540000000009,2.0,-0.8621722872999844,2.0,0.8621722872999844,-1.0,15
udpglcur,MNXM1104890,577.2610000000003,22,19,210,101.1088,-6.887799999999998,0.480643981727215,-0.8584386267006714,0.8584386267006714,0.480643981727215,-3.0,6
4ahmmp,MNXM1104899,139.15800000000002,4,3,54,35.10219999999999,-0.3101100000000001,0.1300563671407479,-0.3914760503414372,0.3914760503414372,0.1300563671407479,0.0,3
gam1p,MNXM1104944,258.143,10,8,96,46.64610000000002,-3.769999999999998,0.2671479087636012,-0.7561968385531737,0.7561968385531737,0.2671479087636012,-1.0,5
glc__D,MNXM1105029,180.156,6,6,72,35.98599999999999,-3.2213999999999987,0.183570328512782,-0.3935665160029449,0.3935665160029449,0.183570328512782,0.0,5
dxylnt,MNXM1105052,165.12099999999998,6,6,66,30.113199999999985,-4.188699999999999,0.1217383641993905,-0.5472091713643283,0.5472091713643283,0.1217383641993905,-1.0,4
1pyr5c,MNXM1105060,112.108,3,3,44,26.52099999999999,-1.0305,0.0892108321860281,-0.5478083036900443,0.5478083036900443,0.0892108321860281,-1.0,0
gam,MNXM1105684,179.172,6,6,72,37.9546,-3.254999999999999,0.1725009303283749,-0.3935665301280517,0.3935665301280517,0.1725009303283749,0.0,5
ala__D,MNXM1105731,89.09399999999998,3,2,36,21.285200000000003,-0.5817999999999999,0.3196779563386595,-0.4800942338470611,0.4800942338470611,0.3196779563386595,0.0,2
ala__L,MNXM1105732,89.09399999999998,3,2,36,21.285200000000003,-0.5817999999999999,0.3196779563386595,-0.4800942338470611,0.4800942338470611,0.3196779563386595,0.0,2
crn,MNXM1105737,161.201,4,3,66,38.5302,-1.8064999999999984,0.1080457319082705,-0.5500638112675683,0.5500638112675683,0.1080457319082705,0.0,1
uacmamu,MNXM1105744,618.3140000000004,23,19,226,114.21779999999998,-6.469399999999997,0.4830402052413189,-0.862174441640625,0.862174441640625,0.4830402052413189,-3.0,6
adn,MNXM1105760,267.245,9,9,102,62.74480000000001,-1.98,0.167138505935341,-0.3935668539266412,0.3935668539266412,0.167138505935341,0.0,4
fadh2,MNXM1105762,785.5570000000007,26,22,288,173.44769999999983,-2.189659999999997,0.48070770447452,-0.8570560836475,0.8570560836475,0.48070770447452,-2.0,9
glcur,MNXM1105765,193.131,7,7,76,33.90719999999999,-4.463799999999998,0.1839309987166854,-0.5471963696346182,0.5471963696346182,0.1839309987166854,-1.0,4
acgam1p,MNXM1105798,299.172,11,9,112,55.56770000000003,-3.9499999999999966,0.2671684311937295,-0.8621744417051767,0.8621744417051767,0.2671684311937295,-2.0,4
acgal1p,MNXM1105799,299.172,11,9,112,55.56770000000003,-3.9499999999999966,0.2671684311937295,-0.8621744417051767,0.8621744417051767,0.2671684311937295,-2.0,4
fru,MNXM1105810,180.156,6,6,72,36.00799999999999,-3.219799999999999,0.2186094439193431,-0.3935662824119154,0.3935662824119154,0.2186094439193431,0.0,5
man,MNXM1105842,180.156,6,6,72,35.98599999999999,-3.2213999999999987,0.183570328512782,-0.3935665160029449,0.3935665160029449,0.183570328512782,0.0,5
man6p,MNXM1105857,258.119,10,9,96,42.458700000000015,-4.368399999999997,0.1835708599743968,-0.7898733865776169,0.7898733865776169,0.1835708599743968,-2.0,4
g6p,MNXM1105858,258.119,10,9,96,42.458700000000015,-4.368399999999997,0.1835708599743968,-0.7898733865776169,0.7898733865776169,0.1835708599743968,-2.0,4
acmana,MNXM1105881,221.209,7,6,88,49.50500000000002,-2.2372999999999985,0.1800197955161036,-0.4967849155565252,0.4967849155565252,0.1800197955161036,0.0,5
3hbcoa,MNXM1105912,849.5990000000007,29,24,306,177.5428999999997,-3.543199999999997,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,6
fmn,MNXM1105927,456.3480000000001,14,11,168,105.37030000000004,-1.19426,0.4691705186182052,-0.4915254000563865,0.4915254000563865,0.4691705186182052,0.0,6
acgal,MNXM1105933,221.209,7,6,88,49.50500000000002,-2.2372999999999985,0.1800197955161036,-0.4967849155565252,0.4967849155565252,0.1800197955161036,0.0,5
acgam,MNXM1105935,221.209,7,6,88,49.50500000000002,-2.2372999999999985,0.1800197955161036,-0.4967849155565252,0.4967849155565252,0.1800197955161036,0.0,5
fad,MNXM1105936,785.5570000000008,26,22,286,175.67279999999982,-2.0116599999999965,0.48070770447452,-0.4915254000563865,0.4915254000563865,0.48070770447452,0.0,9
oxadpcoa,MNXM1105939,904.6110000000008,31,26,326,185.1100999999996,-4.824799999999996,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-5.0,5
inost,MNXM1105941,180.156,6,6,72,36.04079999999999,-3.834599999999999,0.1109871995971122,-0.38749792699247,0.38749792699247,0.1109871995971122,0.0,6
dtdpglu,MNXM1105949,562.3140000000003,20,17,206,106.53480000000002,-4.307779999999993,0.480643788199196,-0.8582549971190538,0.8582549971190538,0.480643788199196,-2.0,6
odecoa,MNXM1105956,1027.962000000001,28,23,382,240.69709999999932,2.723400000000006,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
urate,MNXM1105965,168.11200000000002,7,6,62,36.6781,-0.5303000000000005,0.3188404515852168,-0.4915247145164828,0.4915247145164828,0.3188404515852168,0.0,4
adpglc,MNXM1105977,587.3280000000003,22,20,214,112.76119999999996,-5.185799999999993,0.2763111117679006,-0.7558706197995285,0.7558706197995285,0.2763111117679006,-2.0,7
air,MNXM1105983,294.18,11,9,108,58.34030000000002,-2.438199999999998,0.2648370808873282,-0.7562545499440461,0.7562545499440461,0.2648370808873282,-1.0,4
acmanap,MNXM1105998,301.188,11,7,112,60.41530000000003,-2.120299999999999,0.4691706874945982,-0.4967849155565252,0.4967849155565252,0.4691706874945982,0.0,6
acgam6p,MNXM1105999,299.172,11,9,112,55.56770000000003,-3.9499999999999966,0.264837083302303,-0.8621744433721863,0.8621744433721863,0.264837083302303,-2.0,4
aact,MNXM1106,74.103,2,1,30,18.436100000000007,-1.1827,0.1830873699973362,-0.3513892740880184,0.3513892740880184,0.1830873699973362,1.0,1
malt,MNXM1106000,342.2970000000001,11,11,136,68.61940000000003,-5.397199999999993,0.1867323035692516,-0.3935665150908041,0.3935665150908041,0.1867323035692516,0.0,8
gdpfuc,MNXM1106003,587.3280000000003,22,18,214,111.01219999999996,-4.622229999999994,0.4806437695565593,-0.8569328930032929,0.8569328930032929,0.4806437695565593,-2.0,8
oc2coa,MNXM1106007,887.6920000000008,28,23,322,194.52709999999956,-1.1775999999999962,0.4807077012465598,-0.8619479510292422,0.8619479510292422,0.4807077012465598,-4.0,5
tre,MNXM1106022,342.2970000000001,11,11,136,68.61940000000003,-5.397199999999993,0.1893215260167713,-0.3935665150090351,0.3935665150090351,0.1893215260167713,0.0,8
metsox_S__L,MNXM1106045,165.214,5,3,60,39.1616,-0.8330999999999991,0.3200008341166013,-0.4800860603028193,0.4800860603028193,0.3200008341166013,0.0,2
acnam,MNXM1106047,308.26300000000003,10,9,122,64.07880000000003,-4.229199999999996,0.3638420533920988,-0.8621756804964427,0.8621756804964427,0.3638420533920988,-1.0,6
man1p,MNXM1106057,258.119,10,9,96,42.458700000000015,-4.368399999999997,0.1907969502304209,-0.7897875067580153,0.7897875067580153,0.1907969502304209,-2.0,4
g1p,MNXM1106065,258.119,10,9,96,42.458700000000015,-4.368399999999997,0.1907969502304209,-0.7897875067580153,0.7897875067580153,0.1907969502304209,-2.0,4
gal1p,MNXM1106067,258.119,10,9,96,42.458700000000015,-4.368399999999997,0.1907969502304209,-0.7897875067580153,0.7897875067580153,0.1907969502304209,-2.0,4
g3pe,MNXM1106082,215.142,8,6,80,43.87630000000001,-1.5680999999999996,0.4718177681823161,-0.3935928597498912,0.4718177681823161,0.3935928597498912,0.0,4
malcoa,MNXM1106093,848.5470000000008,30,25,304,170.86909999999972,-5.174099999999996,0.4807077012465598,-0.8619479510336331,0.8619479510336331,0.4807077012465598,-5.0,5
fdp,MNXM1106095,336.082,14,12,120,48.95340000000002,-5.513799999999996,0.2192848606368092,-0.789873386572046,0.789873386572046,0.2192848606368092,-4.0,3
