BiGG,MNXM,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,SMR_VSA1,SlogP_VSA2,SlogP_VSA3,TPSA,FractionCSP3,HeavyAtomCount,NOCount,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,MolLogP,MolMR
appl,MNXM1107675,8.23611111111111,-0.3379629629629632,8.23611111111111,0.3379629629629632,0.4337552925789797,75.11099999999999,66.039,75.068413908,32,0.0633842746375363,-0.3921032417312494,0.3921032417312494,0.0633842746375363,2.0,2.2,2.2,16.265518375886685,10.431013704067825,1.813368813089531,-1.9055759811662083,1.651885830945694,-2.139461171457471,4.395031803627552,0.2032113111005044,2.5395388613593908,20.854752972273342,4.284457050376173,3.309020915065757,3.309020915065757,2.270055610029662,1.6520457398645132,1.6520457398645132,1.0847236264415954,1.0847236264415954,0.3411115157344618,0.3411115157344618,0.0,0.0,-0.08,9.65148445440323,4.920000000000001,2.175102040816326,3.92,31.60325970583149,10.84019487200289,5.106527394840706,17.755250188501584,0.0,46.25,1.0,5,2,2,2,1,-0.6741,20.735200000000003
galct__D,MNXM1107694,9.960733182161754,-2.5009259259259267,9.960733182161754,2.1091685563114124,0.3466437646179798,208.122,200.058,208.02301437582005,82,0.1217649095931382,-0.5472091673987324,0.5472091673987324,0.1217649095931382,0.7857142857142857,1.0,1.1428571428571428,16.434890295921214,10.033156239855366,2.3099433966719074,-2.2661506987183566,2.037142794615095,-2.5508522979091435,5.723608761140603,-0.3268093869612843,4.4503778597717565,201.87139393909504,11.464101615137752,6.731248620613789,6.731248620613789,6.285468820183674,3.426642409105997,3.426642409105997,2.50893078099786,2.50893078099786,1.4798816233243213,1.4798816233243213,0.6523892067391535,0.6523892067391535,-1.2199999999999998,717.188195179414,12.78,4.861820261080434,2.9235147852892247,77.6524083130762,40.22823873718787,40.22823873718787,56.78058570625972,9.589074368143644,161.18,0.6666666666666666,14,8,8,8,5,-6.070199999999998,34.04119999999999
glcr,MNXM1107695,9.960733182161754,-2.5009259259259267,9.960733182161754,2.1091685563114124,0.3466437646179798,208.122,200.058,208.02301437582005,82,0.1217649095931382,-0.5472091673987324,0.5472091673987324,0.1217649095931382,0.7857142857142857,1.0,1.1428571428571428,16.434890295921214,10.033156239855366,2.3099433966719074,-2.2661506987183566,2.037142794615095,-2.5508522979091435,5.723608761140603,-0.3268093869612843,4.4503778597717565,201.87139393909504,11.464101615137752,6.731248620613789,6.731248620613789,6.285468820183674,3.426642409105997,3.426642409105997,2.50893078099786,2.50893078099786,1.4798816233243213,1.4798816233243213,0.6523892067391535,0.6523892067391535,-1.2199999999999998,717.188195179414,12.78,4.861820261080434,2.9235147852892247,77.6524083130762,40.22823873718787,40.22823873718787,56.78058570625972,9.589074368143644,161.18,0.6666666666666666,14,8,8,8,5,-6.070199999999998,34.04119999999999
23ddhb,MNXM1107702,10.337037037037035,-1.3078703703703705,10.337037037037035,0.1805555555555551,0.4682894606480587,156.13699999999997,148.07299999999998,156.042258736,60,0.333830428714696,-0.4778018492074798,0.4778018492074798,0.333830428714696,1.4545454545454546,2.090909090909091,2.5454545454545454,16.373084443181217,9.99548964344488,2.246380352499056,-2.170350142713102,2.127139665013188,-2.307428756089596,5.882312190455335,-0.1339893097158923,2.865532736036862,228.59507283934323,8.430721420318147,5.636640422911867,5.636640422911867,5.125897657686229,3.1048123249991924,3.1048123249991924,2.247491008566461,2.247491008566461,1.4731598241881951,1.4731598241881951,0.8586645560482363,0.8586645560482363,-1.13,275.36360378350537,7.971317122593716,2.855749848344577,1.4709805447634876,63.08808985294325,15.319582184522115,20.11411936859394,33.49682024797057,4.794537184071822,77.75999999999999,0.2857142857142857,11,4,3,4,1,-0.7110000000000001,36.8724
dtdp4addg,MNXM1107704,12.176266154135195,-5.407585058310623,12.176266154135195,0.1438028661201673,0.1813261306025504,546.3390000000003,520.1310000000003,546.0895493519097,200,0.4830582078670826,-0.8582549971190538,0.8582549971190538,0.4830582078670826,1.2285714285714286,1.8857142857142857,2.5428571428571427,31.270370866926186,9.982111332042424,2.4691451959917115,-2.3919604185592696,2.6111882907668,-2.6006781003144384,7.6076172363918655,-0.2760176464631222,1.58221380342874,1070.4312243517873,26.29216426095444,18.386873227943745,20.17572760994358,16.098661868123127,10.173464959208353,13.16435518922902,8.039210355359794,11.03564810864021,5.361894911275473,7.962354653425523,3.402503886336008,5.560438147851859,-1.3000000000000005,24934343.45171013,28.27411199774028,10.591461374573328,6.724301320667034,197.38207644040324,45.42032616963006,62.17488095537775,84.11606502050326,31.961948170509977,265.41,0.75,35,17,15,19,8,-2.6817799999999945,109.31040000000002
ocdcea,MNXM1107708,10.212963901898757,-0.9142338559142936,10.212963901898757,0.2203956677987097,0.3201536922255332,281.4599999999999,248.19599999999997,281.24860387591,118,0.0413836168602684,-0.5501718609055201,0.5501718609055201,0.0413836168602684,0.75,1.2,1.7,16.365132207724244,10.07806935091462,1.910107105097094,-2.0117592068216967,2.0915584518779244,-2.2087105481218017,5.634970588573144,-0.3053414494135258,3.066157800884338,233.5727213605218,14.891058768174393,13.370692055918648,13.370692055918648,9.770055610029663,8.618738376504743,8.618738376504743,5.7062971638415405,5.7062971638415405,3.642702521585705,3.642702521585705,2.3400773944630715,2.3400773944630715,-0.79,22676.463752160347,19.210000000000004,16.264914881933006,17.21,125.20941979262746,9.901064578912528,9.901064578912528,5.969305287951849,4.794537184071822,40.13,0.8333333333333334,20,2,2,2,15,4.773800000000004,84.45900000000006
cpmp,MNXM1107741,12.50482741244646,-4.296717430480507,12.50482741244646,0.0167679988662126,0.32930462755346,344.2000000000001,333.112,344.04015790191,124,0.4725749276442766,-0.856995204724734,0.856995204724734,0.4725749276442766,1.434782608695652,2.217391304347826,3.0,31.20469626841492,9.961680048375314,2.527946991504177,-2.4522428711709416,2.5012873842586463,-2.6359812046018773,7.470631185300971,-0.2736735527349097,1.681741294617834,796.2947755466242,16.353006672199015,11.307638387228105,12.20206557822802,10.838137074321782,6.578581854760131,8.074026969770461,5.194744436971526,6.600873381453172,3.704537177317488,4.673435816885253,2.71304193372946,3.635875704133844,-1.98,166936.36872829407,14.60208431635863,4.756752643770321,2.312566337606884,127.46816964109432,30.3543576803531,33.14388174382002,51.72917033090418,23.143942746226838,181.70999999999995,0.5,23,12,10,13,0,-2.0214299999999974,69.24010000000001
hemeO,MNXM1107744,11.850422134249696,-1.1721898410927625,11.850422134249696,0.0,0.1039229495219644,836.8550000000001,780.4070000000002,836.3611055518198,312,2.0,-0.6573645485387195,2.0,0.6573645485387195,0.6949152542372882,1.2542372881355932,1.8983050847457628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.687967888897908e-06,2434.1947713172804,42.25805510827579,35.69694154570717,36.80112612882522,27.568697456509305,20.27888839828624,20.27888839828624,15.892011644567056,15.892011644567056,11.229068471863474,11.229068471863474,7.736777967445172,7.736777967445172,-5.02051948051948,3029841275903.543,46.66670320246135,20.788834507338915,11.593352480297929,358.9314244701672,34.876613594560176,41.97733470507141,27.01309501263882,33.07857414347531,154.47,0.3877551020408163,59,9,7,10,17,8.680140000000007,230.7627999999993
cit,MNXM1107753,10.148888888888887,-2.9745370370370363,10.148888888888887,1.357824074074074,0.4549040185598899,189.099,184.059,189.00517323973003,74,0.114229629574949,-0.5500418155619469,0.5500418155619469,0.114229629574949,1.0,1.3076923076923077,1.4615384615384617,16.41749019774941,9.958820312219048,2.28622368089769,-2.291787960207117,2.125987410631889,-2.5367482442960627,5.855262316964366,-0.339487853050479,4.619312134964085,227.36732222044088,10.646264369941973,6.310916900656232,6.310916900656232,5.776380111846841,3.1125652315146635,3.1125652315146635,2.416612360499933,2.416612360499933,1.2535279404122095,1.2535279404122095,0.6843987247003253,0.6843987247003253,-1.63,333.9634881964944,11.37,3.853986625290123,3.5181644518634423,72.22546290872793,34.809721131578286,34.809721131578286,28.61549406967994,14.383611552215466,140.61999999999998,0.5,13,7,7,7,5,-5.252599999999999,29.204799999999995
dmlz,MNXM1107754,11.418650527729712,-1.5994652305366592,11.418650527729712,0.0043164210128494,0.4007516175573103,326.309,308.1650000000001,326.1226342959999,126,0.3719609729202009,-0.4915255644264829,0.4915255644264829,0.3719609729202009,1.0869565217391304,1.7391304347826086,2.347826086956522,16.374641497165115,10.08441956196886,2.273571926114765,-2.2528810318650336,2.2585079988742187,-2.4190489086279428,5.574298627293276,-0.0806785844853644,2.510663157002812,733.3906522641621,17.309036597829,12.579435019905462,12.579435019905462,10.75612661302203,6.856800773851297,6.856800773851297,5.203092481712796,5.203092481712796,3.63549980321582,3.63549980321582,2.185940903051752,2.185940903051752,-2.14,99429.45809773094,17.217594573803684,6.542255526961242,3.2930998457347496,130.24337127787803,30.09973662199488,25.532636974203527,69.97045331259433,6.544756405912575,161.82,0.5384615384615384,23,10,10,10,5,-2.4644599999999994,76.954
u3aga,MNXM1107760,12.955003400180953,-5.805861725656026,12.955003400180953,0.2665469924002859,0.022843499362422,831.6990000000008,780.2910000000007,831.2602968318203,316,0.4830407492717942,-0.8621738725928381,0.8621738725928381,0.4830407492717942,1.0,1.6363636363636365,2.2363636363636363,31.27037464635506,9.967166714016424,2.5168270530325927,-2.420714068494953,2.6135747836194123,-2.597699121597787,7.607658157118811,-0.2751522358741417,1.6062044126742194,1546.0227684439951,40.92371000513498,30.38613401726647,32.174988399266304,25.873048775802356,17.885996858281533,20.87688708830221,13.206169211582184,16.202606964862603,8.72463760796253,11.325097350112578,5.968176049542548,8.1261103110584,-2.400000000000001,296528965861.6912,46.978577466489554,21.939528642788822,14.804409219616646,316.06940853133835,59.74310383079003,87.02586327777175,125.01098518250365,41.49334830838185,341.57000000000005,0.8064516129032258,55,22,20,24,23,-1.004199999999994,182.63759999999957
u3hga,MNXM1107764,12.74025708498821,-5.671148321775956,12.74025708498821,0.3129796055690104,0.0403737701374885,790.6700000000008,740.2700000000007,790.2570085999103,300,0.4830201230974957,-0.8584386267006714,0.8584386267006714,0.4830201230974957,1.0,1.6346153846153846,2.25,31.27037406883921,9.971836705775203,2.504591329060612,-2.416018681423058,2.6118574210922896,-2.631665052830277,7.607648492253101,-0.2751478339204707,1.5056225804629615,1421.718937495379,38.6392529547588,28.60802240049228,30.39687678249211,24.479201925685008,17.0334003588858,20.02429058890648,12.644809513268948,15.641247266549373,8.471935226008677,11.072394968158727,5.676585607411277,7.85035960042458,-1.9100000000000008,80332687479.85088,44.4865145753722,20.68156487658297,13.435512585497836,298.9898587615017,60.37024391311151,81.91933588293102,119.11323983814604,41.49334830838185,332.1700000000001,0.8275862068965517,52,21,19,23,22,-0.8241999999999938,173.7159999999997
his__L,MNXM1107769,10.26621976568405,-1.0003703703703704,10.26621976568405,0.287037037037037,0.5411944991131042,155.157,146.085,155.069476528,60,0.3203762050978384,-0.4800769784103622,0.4800769784103622,0.3203762050978384,1.9090909090909087,2.636363636363636,3.090909090909091,16.367557010755288,10.16952846449504,2.114646874513196,-2.015771766587036,1.9485393819874408,-2.318022492740354,5.728836608266235,-0.1380141872078509,2.4987607772382447,231.98525149250435,8.267584713501616,5.819183339408831,5.819183339408831,5.198377302757663,3.1552891406511425,3.1552891406511425,2.2257009488854407,2.2257009488854407,1.311876955112672,1.311876955112672,0.7205511263967197,0.7205511263967197,-1.36,394.8903508025676,7.743734439834026,3.156503765422208,2.047487035715207,63.250684413900096,15.8241733929501,9.901064578912528,27.08563055383493,11.21535880699783,92.0,0.3333333333333333,11,5,3,5,3,-0.6359000000000004,37.90289999999999
6pgg,MNXM1107797,10.779595710065692,-4.918149501251203,10.779595710065692,0.7596758231146752,0.1818654851464694,422.2760000000001,399.0920000000001,422.0825420459999,160,0.469170687520265,-0.3935663186757658,0.469170687520265,0.3935663186757658,0.8148148148148148,1.4444444444444444,2.0,31.204462450721586,9.96870765918125,2.50008307017367,-2.449050574321702,2.3699406191758814,-2.6404812064079897,7.458300312561573,-0.3544537983424068,2.112126454715925,526.2271435981984,20.51614337901554,13.701093661588253,14.595520852588168,12.457414777295146,7.816621420732217,9.346918164072436,6.130600759183273,7.369953550372584,4.206004462685804,4.691425024200584,2.72709268192038,3.0682084357261368,-0.2900000000000002,509531.77812120336,22.99349504801821,9.023337212492487,5.405254027591883,151.89384734140054,59.74310383079003,68.83189927743317,120.1580634590726,23.29938430804329,236.05999999999997,1.0,27,14,12,15,6,-5.280199999999993,79.52969999999999
fe3dcit,MNXM1107801,10.425555555555556,-2.611388888888889,10.425555555555556,0.0,0.1141279694682067,446.1390000000001,423.9630000000001,446.0358928839999,162,6.0,-0.831216712327505,6.0,0.831216712327505,0.4814814814814814,0.6296296296296297,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1142856128979617e-07,308.0069168459764,21.29252873988395,13.673280637260063,14.777465220378115,11.552760223693683,7.0351774897741945,7.0351774897741945,5.546967675819531,5.546967675819531,3.031745880834528,3.031745880834528,1.7794755323104092,1.7794755323104092,-0.0405194805194805,79246.14145124423,31.64817848895596,14.02313146106468,14.589868233074112,163.4743382426864,71.49138352776987,88.56006168017552,89.79448115670431,17.068678152405656,300.2,1.0,27,14,14,15,10,-10.934900000000008,64.40840000000004
asn__L,MNXM1107821,9.90199074074074,-1.2140740740740734,9.90199074074074,0.3101851851851851,0.3012292949052284,132.119,124.05499999999998,132.053492116,52,0.3205057294766492,-0.4966904961900054,0.4966904961900054,0.3205057294766492,1.6666666666666667,2.111111111111111,2.2222222222222223,16.36797192991594,10.213320073064354,2.1185361398340183,-2.004643548996963,1.860282756030692,-2.3169128907059946,5.808515898624942,-0.137920300412762,3.632432151939845,133.77443751081734,7.439157588755425,4.664482801029578,4.664482801029578,4.036581260209188,2.2851478897171726,2.2851478897171726,1.5955488626949572,1.5955488626949572,0.7304597755920483,0.7304597755920483,0.2956149886605292,0.2956149886605292,-1.1,60.47184355343589,7.899999999999999,3.032306526953668,3.479710144927536,51.60930867173266,15.946722266843596,15.007591973753234,28.12194625113883,4.794537184071822,107.40000000000002,0.5,9,5,3,5,3,-0.6763299999999994,30.5837
